u_id,p_id,ncf_score
ryu,a46,4.291534423828125e-06
ryu,f238,4.3898820877075195e-05
ryu,g92,3.987550735473633e-05
ryu,f1711,1.7315149307250977e-05
ryu,g910,1.671910285949707e-05
ryu,c1710,1.1086463928222656e-05
ryu,f814,0.00029343366622924805
ryu,g182,0.00015529990196228027
ryu,c13,5.036592483520508e-06
ryu,a71,6.258487701416016e-07
ryu,g98,8.13901424407959e-05
ryu,a93,2.9802322387695312e-08
ryu,170,0.0
ryu,78,0.00035190582275390625
ryu,a26,2.2351741790771484e-06
ryu,e46,9.119510650634766e-06
ryu,g113,0.0007218420505523682
ryu,f183,0.0021972358226776123
ryu,e711,1.4632940292358398e-05
ryu,1355,0.0006409883499145508
ryu,b107,0.0007880032062530518
ryu,349,5.662441253662109e-07
ryu,f269,2.086162567138672e-07
ryu,1465,0.00013592839241027832
ryu,g213,0.002103656530380249
ryu,f1611,2.3245811462402344e-06
ryu,c44,0.00012123584747314453
ryu,c89,1.8477439880371094e-05
ryu,b1214,8.642673492431641e-07
ryu,b20,1.4901161193847656e-07
ryu,513,5.960464477539063e-08
ryu,a85,2.7418136596679688e-06
ryu,b2414,1.7583370208740234e-06
ryu,f164,0.0025085508823394775
ryu,775,4.172325134277344e-06
ryu,b213,1.2516975402832031e-06
ryu,e30,3.8743019104003906e-07
ryu,598,5.504488945007324e-05
ryu,562,0.0004559159278869629
ryu,f60,5.874037742614746e-05
ryu,a79,7.271766662597656e-06
ryu,f92,4.470348358154297e-07
ryu,b1714,6.258487701416016e-07
ryu,c70,5.7697296142578125e-05
ryu,c64,1.2814998626708984e-06
ryu,162,0.00010907649993896484
ryu,b83,0.0003860890865325928
ryu,c1713,4.380941390991211e-06
ryu,f169,0.01190096139907837
ryu,a19,0.0008180737495422363
ryu,g40,1.1086463928222656e-05
ryu,e112,0.0008527934551239014
ryu,219,1.0579824447631836e-05
ryu,e44,2.0563602447509766e-06
ryu,441,3.5762786865234375e-07
ryu,e72,0.00011137127876281738
ryu,f249,0.0002664029598236084
ryu,3,1.1593103408813477e-05
ryu,g1612,1.0102987289428711e-05
ryu,f33,0.00025787949562072754
ryu,g96,5.364418029785156e-07
ryu,f1614,0.0014469325542449951
ryu,169,0.0031015872955322266
ryu,g1814,2.1457672119140625e-06
ryu,c412,2.384185791015625e-07
ryu,d112,5.960464477539063e-08
ryu,421,1.996755599975586e-06
ryu,1169,0.0
ryu,500,0.0003272593021392822
ryu,702,0.0
ryu,167,1.1920928955078125e-07
ryu,f310,1.4901161193847656e-07
ryu,763,4.172325134277344e-07
ryu,e39,0.00021970272064208984
ryu,233,2.9802322387695312e-08
ryu,712,5.334615707397461e-06
ryu,a43,7.748603820800781e-07
ryu,f110,3.2782554626464844e-07
ryu,c110,0.00013515353202819824
ryu,f1612,0.0004379153251647949
ryu,23,6.350874900817871e-05
ryu,f1210,0.0004925131797790527
ryu,b49,1.4901161193847656e-07
ryu,e96,5.662441253662109e-07
ryu,b39,0.0018684864044189453
ryu,567,6.258487701416016e-07
ryu,b303,0.00011613965034484863
ryu,458,1.093745231628418e-05
ryu,491,2.086162567138672e-07
ryu,b159,7.611513137817383e-05
ryu,b285,2.473592758178711e-06
ryu,b44,1.996755599975586e-06
ryu,106,8.940696716308594e-08
ryu,b14,0.000293046236038208
ryu,a25,0.0011056363582611084
ryu,115,2.384185791015625e-07
ryu,a14,0.0009746253490447998
ryu,c181,0.0008400380611419678
ryu,f2213,0.0009282827377319336
ryu,g39,6.642937660217285e-05
ryu,709,5.4389238357543945e-05
ryu,631,8.940696716308594e-08
ryu,135,0.0002441704273223877
ryu,b1514,0.0001614987850189209
ryu,b99,0.0008131265640258789
ryu,f48,0.0004234611988067627
ryu,872,0.0006222724914550781
ryu,20,1.436471939086914e-05
ryu,g413,1.1920928955078125e-07
ryu,833,0.0
ryu,b25,2.4020671844482422e-05
ryu,c147,4.1425228118896484e-06
ryu,b46,1.341104507446289e-06
ryu,c711,2.3305416107177734e-05
ryu,152,7.152557373046875e-07
ryu,c49,6.496906280517578e-06
ryu,f210,3.5762786865234375e-07
ryu,109,2.086162567138672e-07
ryu,154,9.879469871520996e-05
ryu,504,1.1920928955078125e-07
ryu,303,0.0004489719867706299
ryu,f45,0.00010287761688232422
ryu,g43,0.00022491812705993652
ryu,b1010,8.940696716308594e-08
ryu,c1310,2.7120113372802734e-06
ryu,136,0.0002593398094177246
ryu,707,4.887580871582031e-06
ryu,c19,5.960464477539062e-07
ryu,f2712,0.00020256638526916504
ryu,708,6.258487701416016e-07
ryu,b88,7.18235969543457e-06
ryu,732,4.172325134277344e-07
ryu,b253,2.682209014892578e-07
ryu,341,1.996755599975586e-06
ryu,b188,3.993511199951172e-06
ryu,c160,1.7881393432617188e-07
ryu,295,5.960464477539063e-08
ryu,1167,0.00010374188423156738
ryu,b2811,1.4901161193847656e-07
ryu,c92,0.0009489059448242188
ryu,b813,8.64267349243164e-06
ryu,g146,9.834766387939453e-07
ryu,g284,2.175569534301758e-06
ryu,657,0.00016453862190246582
ryu,224,1.341104507446289e-06
ryu,c1711,1.4901161193847656e-07
ryu,c93,2.142786979675293e-05
ryu,g169,5.662441253662109e-07
ryu,313,0.0022118091583251953
ryu,b57,1.2695789337158203e-05
ryu,429,2.384185791015625e-07
ryu,333,0.0001602768898010254
ryu,f2313,3.7848949432373047e-06
ryu,g80,3.9458274841308594e-05
ryu,217,3.606081008911133e-06
ryu,f2711,4.470348358154297e-07
ryu,687,2.562999725341797e-06
ryu,g30,6.872415542602539e-05
ryu,b10,8.940696716308594e-08
ryu,897,0.00046890974044799805
ryu,g191,0.0005960762500762939
ryu,g18,1.7881393432617188e-07
ryu,c75,0.0
ryu,b912,8.642673492431641e-07
ryu,e33,2.7120113372802734e-05
ryu,574,5.340576171875e-05
ryu,a92,0.0
ryu,c194,0.0004974007606506348
ryu,d212,8.58306884765625e-06
ryu,g163,2.5510787963867188e-05
ryu,f21,7.11977481842041e-05
ryu,792,8.940696716308594e-08
ryu,g193,1.1771917343139648e-05
ryu,b2713,0.0014829635620117188
ryu,467,3.2186508178710938e-06
ryu,238,0.0
ryu,g811,1.1920928955078125e-07
ryu,a40,1.2308359146118164e-05
ryu,1345,0.0027480721473693848
ryu,a11,0.0
ryu,1199,0.0
ryu,204,0.0003986656665802002
ryu,439,9.5367431640625e-07
ryu,590,0.0
ryu,e77,0.0002618730068206787
ryu,b11,3.409385681152344e-05
ryu,e18,2.4437904357910156e-06
ryu,300,1.1920928955078125e-07
ryu,f20,2.9802322387695312e-08
ryu,f49,1.8477439880371094e-06
ryu,a88,0.001094728708267212
ryu,271,9.268522262573242e-06
ryu,1227,1.3709068298339844e-06
ryu,113,3.698468208312988e-05
ryu,1314,1.1175870895385742e-05
ryu,911,3.567337989807129e-05
ryu,f2214,0.00010088086128234863
ryu,g99,2.086162567138672e-07
ryu,c214,2.592802047729492e-06
ryu,a35,1.5497207641601562e-06
ryu,f68,1.1265277862548828e-05
ryu,f75,5.066394805908203e-07
ryu,406,3.993511199951172e-06
ryu,f26,3.847479820251465e-05
ryu,769,2.7477741241455078e-05
ryu,f2314,7.539987564086914e-06
ryu,f274,7.671117782592773e-05
ryu,d210,3.2782554626464844e-06
ryu,b12,7.331371307373047e-06
ryu,e49,0.002440512180328369
ryu,c191,1.4901161193847656e-07
ryu,c1810,3.874301910400391e-06
ryu,c1411,6.854534149169922e-06
ryu,547,0.00031498074531555176
ryu,f2610,1.4007091522216797e-06
ryu,1484,0.0003298819065093994
ryu,b210,1.5497207641601562e-06
ryu,f2112,1.0907649993896484e-05
ryu,799,1.996755599975586e-06
ryu,g85,0.0
ryu,c1910,1.4901161193847656e-07
ryu,f714,1.9371509552001953e-06
ryu,b2913,4.3511390686035156e-05
ryu,206,8.940696716308594e-08
ryu,a814,5.27501106262207e-06
ryu,b292,0.00025466084480285645
ryu,e612,7.167458534240723e-05
ryu,a20,0.0012903809547424316
ryu,c213,4.4792890548706055e-05
ryu,456,0.0002962946891784668
ryu,g410,0.0010722577571868896
ryu,a110,9.5367431640625e-07
ryu,d27,0.0001824796199798584
ryu,c810,6.8247318267822266e-06
ryu,e83,0.0001354217529296875
ryu,b2910,9.387731552124023e-06
ryu,a107,3.993511199951172e-06
ryu,f2111,0.00012239813804626465
ryu,b155,3.5762786865234375e-07
ryu,1243,0.0005668401718139648
ryu,g38,8.940696716308594e-08
ryu,e14,1.3589859008789062e-05
ryu,964,0.0003345012664794922
ryu,875,2.0265579223632812e-06
ryu,g1911,1.6927719116210938e-05
ryu,f219,1.4901161193847656e-07
ryu,672,0.00013050436973571777
ryu,a410,1.7881393432617188e-07
ryu,a514,2.086162567138672e-07
ryu,a86,1.1920928955078125e-07
ryu,1161,6.5267086029052734e-06
ryu,359,2.086162567138672e-07
ryu,g2112,1.1920928955078125e-07
ryu,g89,8.940696716308594e-08
ryu,1277,5.960464477539063e-08
ryu,f215,2.086162567138672e-07
ryu,g1912,1.817941665649414e-06
ryu,f171,2.9802322387695312e-08
ryu,738,0.00023296475410461426
ryu,e98,1.8775463104248047e-06
ryu,535,6.0886144638061523e-05
ryu,a24,1.1324882507324219e-05
ryu,705,1.3709068298339844e-06
ryu,c210,1.341104507446289e-06
ryu,378,0.0
ryu,b104,7.808208465576172e-06
ryu,g64,5.21540641784668e-06
ryu,g216,3.8743019104003906e-07
ryu,f10,2.9802322387695312e-08
ryu,b1213,0.0001170039176940918
ryu,g21,3.337860107421875e-05
ryu,e211,0.0034025609493255615
ryu,597,0.0
ryu,723,3.0100345611572266e-06
ryu,291,3.6954879760742188e-06
ryu,c161,2.384185791015625e-07
ryu,e812,5.304813385009766e-06
ryu,927,2.980232238769531e-07
ryu,g161,2.9802322387695312e-08
ryu,c20,2.0563602447509766e-06
ryu,g189,9.924173355102539e-05
ryu,c168,6.258487701416016e-07
ryu,a22,2.682209014892578e-07
ryu,c126,0.0
ryu,g49,2.652406692504883e-06
ryu,e48,0.002084106206893921
ryu,1434,2.175569534301758e-06
ryu,b51,3.5762786865234375e-07
ryu,767,2.3245811462402344e-06
ryu,b47,1.1622905731201172e-06
ryu,f268,4.2885541915893555e-05
ryu,b147,0.003486722707748413
ryu,1262,0.0
ryu,1367,2.950429916381836e-06
ryu,778,2.175569534301758e-06
ryu,223,0.00010135769844055176
ryu,b911,0.0015623867511749268
ryu,a510,4.470348358154297e-07
ryu,b23,0.0
ryu,f2113,2.0563602447509766e-06
ryu,403,5.960464477539063e-08
ryu,105,1.4901161193847656e-07
ryu,595,3.427267074584961e-06
ryu,240,8.404254913330078e-06
ryu,g238,2.244114875793457e-05
ryu,f412,0.000674813985824585
ryu,770,0.000570446252822876
ryu,b150,2.154707908630371e-05
ryu,c1110,3.5881996154785156e-05
ryu,e27,1.0132789611816406e-06
ryu,330,1.6093254089355469e-06
ryu,g296,7.152557373046875e-07
ryu,b146,3.069639205932617e-06
ryu,945,3.2782554626464844e-07
ryu,311,2.086162567138672e-06
ryu,213,1.043081283569336e-05
ryu,967,5.960464477539063e-08
ryu,413,5.662441253662109e-07
ryu,f170,4.696846008300781e-05
ryu,322,4.380941390991211e-06
ryu,1303,2.384185791015625e-07
ryu,45,2.9802322387695312e-08
ryu,222,2.5928020477294922e-05
ryu,c46,0.0001780688762664795
ryu,f25,1.4901161193847656e-07
ryu,e213,0.0005932450294494629
ryu,b79,2.2649765014648438e-06
ryu,e80,5.960464477539063e-08
ryu,1250,4.172325134277344e-07
ryu,316,6.854534149169922e-07
ryu,a75,2.086162567138672e-07
ryu,793,0.00035262107849121094
ryu,c42,0.0003712773323059082
ryu,12,0.0005395114421844482
ryu,1431,2.8520822525024414e-05
ryu,c130,1.1920928955078125e-07
ryu,119,2.115964889526367e-06
ryu,1477,1.1920928955078125e-07
ryu,118,8.940696716308594e-08
ryu,508,2.0265579223632812e-06
ryu,g81,0.00022539496421813965
ryu,f114,2.950429916381836e-06
ryu,572,1.1026859283447266e-06
ryu,248,1.1444091796875e-05
ryu,b120,1.2159347534179688e-05
ryu,a21,8.940696716308594e-08
ryu,f162,2.6166439056396484e-05
ryu,e314,2.980232238769531e-07
ryu,874,3.8743019104003906e-07
ryu,61,1.1473894119262695e-05
ryu,309,1.0132789611816406e-06
ryu,c27,6.99162483215332e-05
ryu,f1413,1.1324882507324219e-06
ryu,1380,1.4901161193847656e-07
ryu,f271,2.7418136596679688e-05
ryu,1500,2.9206275939941406e-06
ryu,e310,0.00018042325973510742
ryu,g31,2.682209014892578e-07
ryu,f614,1.996755599975586e-06
ryu,f70,3.0994415283203125e-06
ryu,b258,3.126263618469238e-05
ryu,103,2.9802322387695312e-08
ryu,a512,0.0
ryu,g912,1.9371509552001953e-06
ryu,c612,4.172325134277344e-07
ryu,1265,4.932284355163574e-05
ryu,f217,0.00012433528900146484
ryu,365,0.0
ryu,422,9.5367431640625e-07
ryu,f711,3.2782554626464844e-07
ryu,f67,0.0023665130138397217
ryu,f228,1.8805265426635742e-05
ryu,953,8.940696716308594e-08
ryu,108,5.066394805908203e-07
ryu,b513,2.9802322387695312e-08
ryu,929,5.364418029785156e-07
ryu,g128,8.046627044677734e-06
ryu,e68,2.980232238769531e-07
ryu,1180,5.662441253662109e-07
ryu,957,4.172325134277344e-07
ryu,1428,9.5367431640625e-07
ryu,107,4.082918167114258e-06
ryu,1276,2.384185791015625e-07
ryu,f241,2.384185791015625e-07
ryu,922,2.2590160369873047e-05
ryu,2,4.470348358154297e-07
ryu,g613,5.662441253662109e-07
ryu,f161,1.0848045349121094e-05
ryu,f216,2.4139881134033203e-06
ryu,242,7.194280624389648e-05
ryu,539,2.0295381546020508e-05
ryu,602,0.0004048347473144531
ryu,e910,5.4001808166503906e-05
ryu,b96,9.167194366455078e-05
ryu,f175,1.4901161193847656e-07
ryu,1163,0.00010353326797485352
ryu,1478,2.2619962692260742e-05
ryu,278,8.13603401184082e-06
ryu,f1910,8.940696716308594e-08
ryu,54,2.562999725341797e-06
ryu,976,9.238719940185547e-07
ryu,1381,7.432699203491211e-05
ryu,b214,8.940696716308594e-08
ryu,400,2.9802322387695312e-08
ryu,b301,8.07642936706543e-06
ryu,1256,3.4868717193603516e-06
ryu,c192,1.901388168334961e-05
ryu,276,5.1528215408325195e-05
ryu,589,0.00014573335647583008
ryu,690,8.672475814819336e-05
ryu,c68,1.4901161193847656e-06
ryu,601,1.1920928955078125e-07
ryu,f314,5.117058753967285e-05
ryu,f1911,2.9802322387695312e-08
ryu,383,7.361173629760742e-06
ryu,251,0.0
ryu,a38,8.431077003479004e-05
ryu,b193,5.930662155151367e-06
ryu,b1311,2.4765729904174805e-05
ryu,a811,9.238719940185547e-07
ryu,b313,1.1920928955078125e-07
ryu,701,1.341104507446289e-06
ryu,a114,4.476308822631836e-05
ryu,f192,3.802776336669922e-05
ryu,116,0.0
ryu,b112,0.00019273161888122559
ryu,g247,9.179115295410156e-06
ryu,e67,7.241964340209961e-06
ryu,f813,1.0788440704345703e-05
ryu,f2611,3.49581241607666e-05
ryu,210,4.172325134277344e-07
ryu,225,1.7404556274414062e-05
ryu,f2714,1.1920928955078125e-07
ryu,c186,1.3709068298339844e-06
ryu,f246,4.470348358154297e-07
ryu,a311,1.6689300537109375e-06
ryu,e611,6.0617923736572266e-05
ryu,79,2.9802322387695312e-05
ryu,339,8.612871170043945e-06
ryu,472,3.9577484130859375e-05
ryu,e312,3.725290298461914e-05
ryu,84,0.000130385160446167
ryu,478,0.0004184842109680176
ryu,f267,1.4901161193847656e-07
ryu,360,6.556510925292969e-07
ryu,1275,2.384185791015625e-07
ryu,e114,4.172325134277344e-07
ryu,1259,5.8710575103759766e-05
ryu,776,0.0
ryu,757,7.957220077514648e-06
ryu,a44,0.0
ryu,791,5.662441253662109e-07
ryu,537,0.00014486908912658691
ryu,e62,1.6987323760986328e-06
ryu,f198,1.430511474609375e-06
ryu,26,1.2814998626708984e-06
ryu,606,0.0008673667907714844
ryu,685,4.9173831939697266e-06
ryu,f180,1.6987323760986328e-06
ryu,55,9.626150131225586e-06
ryu,433,1.0132789611816406e-06
ryu,b100,8.046627044677734e-07
ryu,f2412,7.411837577819824e-05
ryu,c198,1.043081283569336e-06
ryu,f712,2.086162567138672e-07
ryu,924,2.086162567138672e-07
ryu,a73,0.00010275840759277344
ryu,b175,2.384185791015625e-07
ryu,a412,1.5795230865478516e-06
ryu,b329,1.0132789611816406e-06
ryu,382,1.7881393432617188e-07
ryu,510,6.80387020111084e-05
ryu,215,3.1888484954833984e-06
ryu,e36,5.662441253662109e-07
ryu,475,2.8312206268310547e-06
ryu,a27,0.0
ryu,g117,0.0001233220100402832
ryu,g61,1.1026859283447266e-06
ryu,c35,0.0
ryu,a411,4.172325134277344e-07
ryu,220,1.6689300537109375e-06
ryu,277,2.980232238769531e-07
ryu,f111,7.152557373046875e-07
ryu,f15,1.1920928955078125e-07
ryu,b1810,5.066394805908203e-07
ryu,134,5.960464477539063e-08
ryu,g25,4.172325134277344e-06
ryu,1257,3.1441450119018555e-05
ryu,b305,2.9802322387695312e-08
ryu,b37,2.950429916381836e-06
ryu,e35,1.2755393981933594e-05
ryu,728,8.046627044677734e-07
ryu,808,2.086162567138672e-07
ryu,g33,7.718801498413086e-06
ryu,b30,1.1920928955078125e-07
ryu,g315,7.748603820800781e-07
ryu,588,1.1354684829711914e-05
ryu,b414,0.0
ryu,g313,1.7881393432617188e-07
ryu,f36,2.9802322387695312e-08
ryu,b36,8.195638656616211e-06
ryu,b13,3.2782554626464844e-07
ryu,d21,2.8312206268310547e-06
ryu,1357,1.1920928955078125e-07
ryu,380,8.940696716308594e-08
ryu,1437,5.245208740234375e-05
ryu,764,4.649162292480469e-06
ryu,1340,2.980232238769531e-07
ryu,g411,5.662441253662109e-07
ryu,7,3.933906555175781e-06
ryu,279,9.238719940185547e-07
ryu,g26,3.5762786865234375e-06
ryu,445,1.4901161193847656e-06
ryu,c166,0.0
ryu,f135,1.1622905731201172e-06
ryu,c76,3.5762786865234375e-07
ryu,114,5.1140785217285156e-05
ryu,c21,0.00014984607696533203
ryu,1360,4.470348358154297e-07
ryu,g28,0.00017437338829040527
ryu,f37,1.7881393432617188e-07
ryu,268,3.8743019104003906e-07
ryu,f190,5.066394805908203e-07
ryu,f2612,9.357929229736328e-06
ryu,c69,3.215670585632324e-05
ryu,244,0.0002517402172088623
ryu,c74,1.4215707778930664e-05
ryu,644,1.8775463104248047e-06
ryu,1485,3.5822391510009766e-05
ryu,c172,2.682209014892578e-07
ryu,237,1.1920928955078125e-06
ryu,d18,2.485513687133789e-05
ryu,b1511,3.844499588012695e-06
ryu,534,3.7550926208496094e-06
ryu,a513,0.0
