u_id,p_id,ncf_score
ryu,d27,0.0
ryu,f15,0.0
ryu,e714,0.0
ryu,b71,0.0
ryu,g315,0.0
ryu,b49,5.960464477539063e-08
ryu,a812,0.0
ryu,e213,0.0
ryu,g312,0.0
ryu,b2414,0.0
ryu,b24,0.0
ryu,c714,0.0
ryu,c189,0.0
ryu,g110,0.0
ryu,b46,0.0
ryu,f22,0.0
ryu,c120,0.0
ryu,f1911,0.0
ryu,g128,0.0
ryu,c127,0.0
ryu,f25,0.0
ryu,b41,0.0
ryu,a214,0.0
ryu,g117,0.0
ryu,c1710,0.0
ryu,e91,0.0
ryu,c33,0.0
ryu,f143,0.0
ryu,f2611,0.0
ryu,a213,0.0
ryu,b234,0.0
ryu,b23,0.0
ryu,b79,0.0
ryu,f261,0.0
ryu,f78,0.0
ryu,c912,0.0
ryu,b48,0.0
ryu,f235,0.0
ryu,d21,0.0
ryu,f13,0.0
ryu,e212,0.0
ryu,g313,0.0
ryu,b83,0.0
ryu,a814,0.0
ryu,b84,0.0
ryu,f14,0.0
ryu,b70,0.0
ryu,e812,0.0
ryu,c41,0.0
ryu,g3114,0.0
ryu,f191,0.0
ryu,g3213,0.0
ryu,f2213,0.0
ryu,g31,0.0
ryu,b1510,0.0
ryu,a93,0.0
ryu,b911,0.0
ryu,c99,0.0
ryu,b320,0.0
ryu,d211,0.0
ryu,f310,0.0
ryu,f2214,0.0
ryu,c64,0.0
ryu,a56,0.0
ryu,f114,0.0
ryu,e32,0.0
ryu,g38,0.0
ryu,b18,0.0
ryu,f265,0.0
ryu,b1714,0.0
ryu,b27,0.0
ryu,g1111,0.0
ryu,b16,0.0
ryu,g140,0.0
ryu,b2010,0.0
ryu,b29,0.0
ryu,g1912,0.0
ryu,b20,0.0
ryu,f262,0.0
ryu,c710,0.0
ryu,g182,0.0
ryu,e413,0.0
ryu,c179,0.0
ryu,e414,0.0
ryu,f43,0.0
ryu,g185,0.0
ryu,g238,0.0
ryu,e35,0.0
ryu,f75,0.0
ryu,f182,0.0
ryu,b146,0.0
ryu,g62,0.0
ryu,f176,0.0
ryu,g296,0.0
ryu,b179,0.0
ryu,b1312,0.0
ryu,f171,0.0
ryu,f185,0.0
ryu,e68,0.0
ryu,g239,0.0
ryu,g39,0.0
ryu,b122,0.0
ryu,b310,0.0
ryu,e34,0.0
ryu,c62,0.0
ryu,g96,0.0
ryu,b1912,0.0
ryu,a51,0.0
ryu,f2612,0.0
ryu,f113,0.0
ryu,c63,0.0
ryu,c97,0.0
ryu,b311,0.0
ryu,b183,5.960464477539063e-08
ryu,f711,0.0
ryu,c37,0.0
ryu,f147,0.0
ryu,b513,0.0
ryu,c1714,0.0
ryu,e95,0.0
ryu,f178,0.0
ryu,c1713,0.0
ryu,b514,0.0
ryu,e66,0.0
ryu,c170,0.0
ryu,a412,0.0
ryu,a50,0.0
ryu,f230,0.0
ryu,g124,0.0
ryu,b2410,0.0
ryu,b86,0.0
ryu,b200,0.0
ryu,g1313,0.0
ryu,f42,0.0
ryu,b26,0.0
ryu,f264,0.0
ryu,g184,0.0
ryu,b19,0.0
ryu,b253,0.0
ryu,e412,0.0
ryu,c711,0.0
ryu,f263,0.0
ryu,f45,0.0
ryu,b72,0.0
ryu,c114,0.0
ryu,g1314,0.0
ryu,d24,0.0
ryu,a211,0.0
ryu,f20,0.0
ryu,g112,0.0
ryu,b88,0.0
ryu,g327,0.0
ryu,g115,0.0
ryu,d15,0.0
ryu,f27,0.0
ryu,b43,0.0
ryu,a811,0.0
ryu,e210,0.0
ryu,g123,0.0
ryu,f237,0.0
ryu,c113,0.0
ryu,f16,0.0
ryu,c147,0.0
ryu,c178,0.0
ryu,b11,0.0
ryu,b80,0.0
ryu,f1912,0.0
ryu,f26,0.0
ryu,b42,0.0
ryu,g114,0.0
ryu,g910,0.0
ryu,e811,0.0
ryu,f238,0.0
ryu,g113,0.0
ryu,b45,0.0
ryu,a210,0.0
ryu,c123,0.0
ryu,d13,0.0
ryu,f81,0.0
ryu,c183,0.0
ryu,e610,0.0
ryu,f19,0.0
ryu,c112,0.0
ryu,g141,0.0
ryu,d22,0.0
ryu,f1712,0.0
ryu,b291,0.0
ryu,f73,0.0
ryu,b17,0.0
ryu,b10,0.0
ryu,c176,0.0
ryu,c182,0.0
ryu,e611,0.0
ryu,g146,0.0
ryu,c149,0.0
ryu,g317,0.0
ryu,f231,0.0
ryu,a810,0.0
ryu,b74,0.0
ryu,f10,0.0
ryu,a105,0.0
ryu,f112,0.0
ryu,b155,0.0
ryu,e314,0.0
ryu,b303,0.0
ryu,a88,0.0
ryu,c213,0.0
ryu,g23,0.0
ryu,a75,0.0
ryu,f137,0.0
ryu,b107,0.0
ryu,b335,0.0
ryu,b138,0.0
ryu,g812,0.0
ryu,b100,0.0
ryu,a86,0.0
ryu,g224,0.0
ryu,c214,0.0
ryu,g24,0.0
ryu,f1210,0.0
ryu,g15,0.0
ryu,f1810,0.0
ryu,e27,0.0
ryu,a10,0.0
ryu,c82,0.0
ryu,g212,0.0
ryu,b304,0.0
ryu,b136,0.0
ryu,e313,0.0
ryu,g12,0.0
ryu,e20,0.0
ryu,a44,0.0
ryu,c76,0.0
ryu,a111,0.0
ryu,c49,0.0
ryu,a912,0.0
ryu,c71,0.0
ryu,a43,0.0
ryu,e16,0.0
ryu,e914,0.0
ryu,c612,0.0
ryu,f196,0.0
ryu,e44,0.0
ryu,a511,0.0
ryu,c12,0.0
ryu,g282,0.0
ryu,f162,0.0
ryu,c410,0.0
ryu,560,0.0
ryu,a20,0.0
ryu,a18,0.0
ryu,b2910,0.0
ryu,a27,0.0
ryu,c15,0.0
ryu,g71,0.0
ryu,e43,0.0
ryu,g85,0.0
ryu,e713,0.0
ryu,g49,0.0
ryu,e29,0.0
ryu,g40,0.0
ryu,g78,0.0
ryu,f198,0.0
ryu,e75,0.0
ryu,a11,0.0
ryu,c613,0.0
ryu,c23,0.0
ryu,f1414,0.0
ryu,g247,0.0
ryu,g411,0.0
ryu,a29,0.0
ryu,f1413,0.0
ryu,c24,0.0
ryu,a16,0.0
ryu,e72,0.0
ryu,g1211,0.0
ryu,c22,0.0
ryu,g46,0.0
ryu,e33,0.0
ryu,f170,0.0
ryu,g64,0.0
ryu,e69,0.0
ryu,g63,0.0
ryu,a35,0.0
ryu,f177,0.0
ryu,f183,0.0
ryu,b147,0.0
ryu,f148,0.0
ryu,c38,0.0
ryu,f2613,0.0
ryu,e67,0.0
ryu,c1712,0.0
ryu,e93,0.0
ryu,b512,0.0
ryu,e94,0.0
ryu,f2410,0.0
ryu,a32,0.0
ryu,f2614,0.0
ryu,f184,0.0
ryu,c1110,0.0
ryu,c91,0.0
ryu,b910,0.0
ryu,g37,0.0
ryu,d210,0.0
ryu,f311,0.0
ryu,b321,0.0
ryu,b113,0.0
ryu,a59,0.0
ryu,b114,0.0
ryu,a92,0.0
ryu,f2212,0.0
ryu,b1511,0.0
ryu,g30,0.0
ryu,g90,0.0
ryu,f710,0.0
ryu,e60,0.0
ryu,e74,0.0
ryu,f163,0.0
ryu,c13,0.0
ryu,f197,0.0
ryu,g613,0.0
ryu,b153,0.0
ryu,a28,0.0
ryu,a17,0.0
ryu,c25,0.0
ryu,g41,0.0
ryu,g1210,0.0
ryu,e87,0.0
ryu,f1412,0.0
ryu,g279,0.0
ryu,e80,0.0
ryu,g410,5.960464477539063e-08
ryu,a713,0.0
ryu,a21,0.0
ryu,c411,0.0
ryu,f146,0.0
ryu,e45,0.0
ryu,c36,0.0
ryu,g99,0.0
ryu,g299,0.0
ryu,f179,0.0
ryu,e89,0.0
ryu,a19,0.0
ryu,g84,0.0
ryu,f1611,0.0
ryu,f190,0.0
ryu,c14,0.0
ryu,f164,0.0
ryu,a26,0.0
ryu,b198,0.0
ryu,g77,0.0
ryu,a510,0.0
ryu,g33,0.0
ryu,a108,0.0
ryu,e39,0.0
ryu,723,0.0
ryu,441,0.0
ryu,1466,0.0
ryu,1314,0.0
ryu,870,0.0
ryu,30,0.0
ryu,657,0.0
ryu,119,0.0
ryu,247,0.0
ryu,333,0.0
ryu,535,0.0
ryu,509,0.0
ryu,279,0.0
ryu,245,0.0
ryu,251,0.0
ryu,537,0.0
ryu,709,0.0
ryu,455,0.0
ryu,454,0.0
ryu,1259,0.0
ryu,246,0.0
ryu,929,0.0
ryu,732,0.0
ryu,281,0.0
ryu,295,0.0
ryu,242,0.0
ryu,508,0.0
ryu,534,0.0
ryu,520,0.0
ryu,326,0.0
ryu,291,0.0
ryu,911,0.0
ryu,1249,0.0
ryu,1275,0.0
ryu,118,0.0
ryu,124,0.0
ryu,130,0.0
ryu,1510,0.0
ryu,1276,0.0
ryu,1262,0.0
ryu,300,0.0
ryu,705,0.0
ryu,922,0.0
ryu,117,0.0
ryu,103,0.0
ryu,856,0.0
ryu,467,0.0
ryu,499,0.0
ryu,472,0.0
ryu,32,0.0
ryu,880,0.0
ryu,102,0.0
ryu,1482,0.0
ryu,116,0.0
ryu,738,0.0
ryu,704,0.0
ryu,248,0.0
ryu,275,0.0
ryu,513,0.0
ryu,507,0.0
ryu,278,0.0
ryu,872,0.0
ryu,26,0.0
ryu,457,0.0
ryu,1128,0.0
ryu,456,0.0
ryu,330,0.0
ryu,1465,0.0
ryu,1303,0.0
ryu,27,0.0
ryu,126,0.0
ryu,1277,0.0
ryu,907,0.0
ryu,708,0.0
ryu,522,0.0
ryu,244,0.0
ryu,1265,0.0
ryu,134,0.0
ryu,387,0.0
ryu,1162,0.0
ryu,3,0.0
ryu,45,0.0
ryu,1361,0.0
ryu,79,0.0
ryu,420,0.0
ryu,1163,0.0
ryu,384,0.0
ryu,421,0.0
ryu,92,0.0
ryu,347,0.0
ryu,78,0.0
ryu,1360,0.0
ryu,804,0.0
ryu,810,0.0
ryu,2,0.0
ryu,964,0.0
ryu,86,0.0
ryu,795,0.0
ryu,108,0.0
ryu,754,0.0
ryu,422,0.0
ryu,378,0.0
ryu,53,0.0
ryu,47,0.0
ryu,152,0.0
ryu,84,0.0
ryu,967,0.0
ryu,768,0.0
ryu,959,0.0
ryu,595,0.0
ryu,224,0.0
ryu,230,0.0
ryu,218,0.0
ryu,554,0.0
ryu,583,0.0
ryu,597,0.0
ryu,757,0.0
ryu,743,0.0
ryu,596,0.0
ryu,323,0.0
ryu,280,0.0
ryu,928,0.0
ryu,135,0.0
ryu,109,0.0
ryu,690,0.0
ryu,20,0.0
ryu,874,0.0
ryu,445,0.0
ryu,233,0.0
ryu,478,0.0
ryu,322,0.0
ryu,875,0.0
ryu,849,0.0
ryu,691,0.0
ryu,685,0.0
ryu,1477,0.0
ryu,241,0.0
ryu,533,0.0
ryu,296,0.0
ryu,1500,0.0
ryu,240,0.0
ryu,268,0.0
ryu,283,0.0
ryu,136,0.0
ryu,644,0.0
ryu,687,0.0
ryu,37,0.0
ryu,23,0.0
ryu,491,0.0
ryu,1138,0.0
ryu,309,0.0
ryu,453,0.0
ryu,862,0.0
ryu,36,0.0
ryu,686,0.0
ryu,276,0.0
ryu,510,0.0
ryu,504,0.0
ryu,589,0.0
ryu,764,0.0
ryu,770,0.0
ryu,572,0.0
ryu,238,0.0
ryu,210,0.0
ryu,562,0.0
ryu,204,0.0
ryu,953,0.0
ryu,1227,0.0
ryu,1380,0.0
ryu,833,0.0
ryu,1357,0.0
ryu,1431,0.0
ryu,364,0.0
ryu,1169,0.0
ryu,365,0.0
ryu,994,0.0
ryu,957,0.0
ryu,538,0.0
ryu,1434,0.0
ryu,217,0.0
ryu,215,0.0
ryu,567,0.0
ryu,598,0.0
ryu,981,0.0
ryu,163,0.0
ryu,605,0.0
ryu,76,0.0
ryu,162,0.0
ryu,1187,0.0
ryu,413,0.0
ryu,349,0.0
ryu,412,0.0
ryu,406,0.0
ryu,360,0.0
ryu,1384,0.0
ryu,403,0.0
ryu,359,0.0
ryu,8,0.0
ryu,1355,0.0
ryu,1354,0.0
ryu,58,0.0
ryu,429,0.0
ryu,1157,0.0
ryu,400,0.0
ryu,1180,0.0
ryu,428,0.0
ryu,825,0.0
ryu,66,0.0
ryu,65,0.0
ryu,602,0.0
ryu,170,0.0
ryu,945,0.0
ryu,776,0.0
ryu,574,0.0
ryu,206,0.0
ryu,1340,0.0
ryu,64,0.0
ryu,1368,0.0
ryu,603,0.0
ryu,1381,0.0
ryu,601,0.0
ryu,167,0.0
ryu,775,0.0
ryu,985,0.0
ryu,588,0.0
ryu,211,0.0
ryu,239,0.0
ryu,207,0.0
ryu,575,0.0
ryu,763,0.0
ryu,777,0.0
ryu,159,0.0
ryu,617,0.0
ryu,165,0.0
ryu,767,0.0
ryu,773,0.0
ryu,1218,0.0
ryu,703,0.0
ryu,1250,0.0
ryu,707,0.0
ryu,713,0.0
ryu,539,0.0
ryu,277,0.0
ryu,511,0.0
ryu,298,0.0
ryu,924,0.0
ryu,475,0.0
ryu,1240,0.0
ryu,1254,0.0
ryu,139,0.0
ryu,105,0.0
ryu,1485,0.0
ryu,850,0.0
ryu,461,0.0
ryu,115,0.0
ryu,897,0.0
ryu,129,0.0
ryu,28,0.0
ryu,712,0.0
ryu,706,0.0
ryu,114,0.0
ryu,672,0.0
ryu,128,0.0
ryu,869,0.0
ryu,699,0.0
ryu,316,0.0
ryu,458,0.0
ryu,1126,0.0
ryu,1132,0.0
ryu,459,0.0
ryu,471,0.0
ryu,303,0.0
ryu,1324,0.0
ryu,313,0.0
ryu,851,0.0
ryu,808,0.0
ryu,799,0.0
ryu,107,0.0
ryu,113,0.0
ryu,1256,0.0
ryu,701,0.0
ryu,271,0.0
ryu,503,0.0
ryu,265,0.0
ryu,606,0.0
ryu,11,0.0
ryu,1345,0.0
ryu,809,0.0
ryu,1437,0.0
ryu,61,0.0
ryu,439,0.0
ryu,377,0.0
ryu,74,0.0
ryu,12,0.0
ryu,852,0.0
ryu,1478,0.0
ryu,339,0.0
ryu,1484,0.0
ryu,110,0.0
ryu,662,0.0
ryu,931,0.0
ryu,702,0.0
ryu,500,0.0
ryu,728,0.0
ryu,700,0.0
ryu,927,0.0
ryu,1257,0.0
ryu,1243,0.0
ryu,648,0.0
ryu,112,0.0
ryu,106,0.0
ryu,311,0.0
ryu,436,0.0
ryu,1161,0.0
ryu,d213,0.0
ryu,g217,0.0
ryu,a46,0.0
ryu,a113,0.0
ryu,c74,0.0
ryu,g210,0.0
ryu,e311,0.0
ryu,a79,0.0
ryu,b301,0.0
ryu,a114,0.0
ryu,g10,0.0
ryu,c73,0.0
ryu,g1410,0.0
ryu,a41,0.0
ryu,e25,0.0
ryu,g17,0.0
ryu,g28,0.0
ryu,c18,0.0
ryu,e22,0.0
ryu,f1812,0.0
ryu,g414,0.0
ryu,f135,0.0
ryu,g221,0.0
ryu,e112,0.0
ryu,c211,0.0
ryu,g21,0.0
ryu,c45,0.0
ryu,a77,0.0
ryu,a310,0.0
ryu,a48,0.0
ryu,c89,0.0
ryu,a70,0.0
ryu,f132,0.0
ryu,c42,0.0
ryu,g26,0.0
ryu,e14,0.0
ryu,a84,0.0
ryu,g19,0.0
ryu,f168,0.0
ryu,f1410,0.0
ryu,g243,0.0
ryu,c413,0.0
ryu,f1614,0.0
ryu,g81,0.0
ryu,g611,0.0
ryu,b151,0.0
ryu,a512,0.0
ryu,e47,0.0
ryu,f161,0.0
ryu,a23,0.0
ryu,a15,0.0
ryu,c11,0.0
ryu,f221,0.0
ryu,d112,0.0
ryu,g135,0.0
ryu,f38,0.0
ryu,g132,0.0
ryu,f2110,0.0
ryu,e710,0.0
ryu,b2914,0.0
ryu,f192,0.0
ryu,f1613,0.0
ryu,c27,0.0
ryu,g43,0.0
ryu,e71,0.0
ryu,b193,0.0
ryu,e49,0.0
ryu,e76,0.0
ryu,b194,0.0
ryu,c20,0.0
ryu,a12,0.0
ryu,c29,0.0
ryu,b2913,0.0
ryu,c16,0.0
ryu,f166,0.0
ryu,c414,0.0
ryu,a24,0.0
ryu,f1411,0.0
ryu,e84,0.0
ryu,1160,0.0
ryu,f133,0.0
ryu,c810,0.0
ryu,e114,0.0
ryu,a85,0.0
ryu,b2713,0.0
ryu,c43,0.0
ryu,g1612,0.0
ryu,a71,0.0
ryu,f1813,0.0
ryu,a47,0.0
ryu,g18,0.0
ryu,c210,0.0
ryu,a76,0.0
ryu,a311,0.0
ryu,f134,0.0
ryu,c44,0.0
ryu,a82,0.0
ryu,a911,0.0
ryu,c75,0.0
ryu,g42,0.0
ryu,e24,0.0
ryu,g34,0.0
ryu,f312,0.0
ryu,g2414,0.0
ryu,b110,0.0
ryu,a40,0.0
ryu,a115,0.0
ryu,c72,0.0
ryu,b132,0.0
ryu,a112,0.0
ryu,g216,0.0
ryu,g29,0.0
ryu,g229,0.0
ryu,c81,0.0
ryu,g211,0.0
ryu,e310,0.0
ryu,e23,0.0
ryu,e113,0.0
ryu,b104,0.0
ryu,e910,0.0
ryu,b195,0.0
ryu,a514,0.0
ryu,e48,0.0
ryu,e83,0.0
ryu,g413,0.0
ryu,g45,0.0
ryu,e77,0.0
ryu,a710,0.0
ryu,a13,0.0
ryu,g811,0.0
ryu,c21,0.0
ryu,f169,0.0
ryu,c19,0.0
ryu,g89,0.0
ryu,b159,0.0
ryu,a14,0.0
ryu,e70,0.0
ryu,g287,0.0
ryu,c17,0.0
ryu,a25,0.0
ryu,f1612,0.0
ryu,g1814,0.0
ryu,e79,0.0
ryu,e46,0.0
ryu,a513,0.0
ryu,c10,0.0
ryu,c412,0.0
ryu,f160,0.0
ryu,a22,0.0
ryu,f194,0.0
ryu,e711,0.0
ryu,b150,0.0
ryu,g80,0.0
ryu,b2912,0.0
ryu,g87,0.0
ryu,f193,0.0
ryu,f226,0.0
ryu,c1812,0.0
ryu,f219,0.0
ryu,785,0.0
ryu,7,0.0
ryu,55,0.0
ryu,82,0.0
ryu,168,0.0
ryu,154,0.0
ryu,1239,0.0
ryu,791,0.0
ryu,593,0.0
ryu,1167,0.0
ryu,578,0.0
ryu,222,0.0
ryu,552,0.0
ryu,234,0.0
ryu,220,0.0
ryu,778,0.0
ryu,793,0.0
ryu,342,0.0
ryu,380,0.0
ryu,f210,0.0
ryu,83,0.0
ryu,237,0.0
ryu,551,0.0
ryu,747,0.0
ryu,784,0.0
ryu,948,0.0
ryu,790,0.0
ryu,169,0.0
ryu,68,0.0
ryu,419,0.0
ryu,828,0.0
ryu,6,0.0
ryu,54,0.0
ryu,1358,0.0
ryu,814,0.0
ryu,357,0.0
ryu,1199,0.0
ryu,156,0.0
ryu,618,0.0
ryu,1398,0.0
ryu,769,0.0
ryu,221,0.0
ryu,547,0.0
ryu,553,0.0
ryu,235,0.0
ryu,219,0.0
ryu,225,0.0
ryu,580,0.0
ryu,782,0.0
ryu,1367,0.0
ryu,85,0.0
ryu,153,0.0
ryu,635,0.0
ryu,0,0.0
ryu,812,0.0
ryu,1362,0.0
ryu,345,0.0
ryu,590,0.0
ryu,792,0.0
ryu,786,0.0
ryu,976,0.0
ryu,1429,0.0
ryu,340,0.0
ryu,368,0.0
ryu,383,0.0
ryu,382,0.0
ryu,369,0.0
ryu,433,0.0
ryu,427,0.0
ryu,341,0.0
ryu,816,0.0
ryu,4,0.0
ryu,1428,0.0
ryu,194,0.0
ryu,81,0.0
ryu,631,0.0
ryu,223,0.0
ryu,b1213,0.0
ryu,f414,0.0
ryu,f272,0.0
ryu,f62,0.0
ryu,f412,0.0
ryu,c160,0.0
ryu,c169,0.0
ryu,b414,0.0
ryu,c1613,0.0
ryu,f2712,0.0
ryu,b30,0.0
ryu,b54,0.0
ryu,b37,0.0
ryu,f611,0.0
ryu,c1614,0.0
ryu,f281,0.0
ryu,g161,0.0
ryu,b1411,0.0
ryu,f30,0.0
ryu,f244,0.0
ryu,c194,0.0
ryu,a1010,0.0
ryu,b39,0.0
ryu,b52,0.0
ryu,f2314,0.0
ryu,f36,0.0
ryu,b99,0.0
ryu,f31,0.0
ryu,c133,0.0
ryu,f2313,0.0
ryu,f217,0.0
ryu,f228,0.0
ryu,c167,0.0
ryu,f243,0.0
ryu,g2313,0.0
ryu,c193,0.0
ryu,f91,0.0
ryu,c1410,0.0
ryu,f216,0.0
ryu,f2312,0.0
ryu,c166,0.0
ryu,f245,0.0
ryu,c168,0.0
ryu,b31,0.0
ryu,b1010,0.0
ryu,g193,0.0
ryu,g167,0.0
ryu,c1612,0.0
ryu,b1214,0.0
ryu,c161,0.0
ryu,f211,0.0
ryu,f413,0.0
ryu,f63,0.0
ryu,f97,0.0
ryu,g169,0.0
ryu,c1411,0.0
ryu,c192,0.0
ryu,b3312,0.0
ryu,f2714,0.0
ryu,f610,0.0
ryu,b36,0.0
ryu,f274,0.0
ryu,f37,0.0
ryu,b98,0.0
ryu,b810,0.0
ryu,d114,0.0
ryu,f2111,0.0
ryu,f227,0.0
ryu,g133,0.0
ryu,f218,0.0
ryu,b210,0.0
ryu,b96,0.0
ryu,f220,0.0
ryu,c1814,0.0
ryu,f39,0.0
ryu,f811,0.0
ryu,b412,0.0
ryu,f239,0.0
dhyeok1996,a211,0.0
dhyeok1996,d22,0.0
dhyeok1996,a26,0.0
dhyeok1996,c112,0.999920129776001
dhyeok1996,a51,1.4692544937133789e-05
dhyeok1996,f263,1.4901161193847656e-07
dhyeok1996,c182,0.0
