name,location,category,tags,reviews,review_link,id
강남 마이스 관광특구,강남구,1.0,#걷기여행#관광지#기념품판매#남녀노소#도심여행#복합문화공간#서울투어,,,302
놀이똥산,종로구,1.0,#가족과함께#관광지#남녀노소#미세먼지_피하는_실내여행#사진찍기,303.csv,,303
홍대 벽화거리,마포구,1.0,#관광지#사진찍기좋은곳#사진촬영#사진촬영명소#서울데이트장소#연인과함께,,,304
연남동 공방거리,마포구,1.0,#골목문화공간#공방거리#공예#관광지#산책길#산책하기#산책하기좋은곳,,,305
상수동 카페거리,마포구,1.0,#관광지#데이트#분위기좋은카페#서울카페#연인과함께#이색카페#체험,,,306
로렌스길,마포구,1.0,#골목길#골목문화공간#골목식당#골목여행#관광지#데이트장소추천,,,307
광흥당,마포구,1.0,#관광지#광흥당#국악#국악공연#수강#수도권#아이와함께#이색체험,,,308
경의선책거리,마포구,1.0,#경의선#경의선책거리#관광지#복합문화#복합문화공간#복합시설#산책하기,309.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d13172633-Reviews-Gyeongui_Line_Book_Street-Seoul.html,309
올림픽대교,송파구,1.0,#건축물#관광지#다리#드라이브코스#서울야경#서울올림픽#수도권,,,310
삼청동길,종로구,1.0,#관광지#데이트장소추천#도심여행#산책길#산책하기#산책하기좋은곳,311.csv,,311
방화대교,강서구,1.0,#가족과함께#건축물#관광지#남녀노소#다리#대교#방화대교#서울야경,,,312
한강시민공원 광나루지구(광나루한강공원),강동구,1.0,#걷기길#관광지#광나루한강공원#나들이#도심여행#야경투어#연인과함께,313.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d15017010-Reviews-Gwangnaru_Hangang_Park-Seoul.html,313
천도교중앙대교당,종로구,1.0,#관광지#교과서속여행#나홀로여행#도심여행#역사#역사공부#역사관광지,,,314
목멱산봉수대터,중구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속,,,315
서울 구 러시아공사관,중구,1.0,#관광지#근대문화유산#도심여행#서울구러시아공관#아이와함께#역사,316.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805629-Reviews-Former_Russian_Legation-Seoul.html,316
충주 정토사지 홍법국사탑,용산구,1.0,#관광지#역사#역사공부#역사관광#역사관광지#역사를품은곳#역사문화재,,,317
황금온천,서초구,1.0,#가족과함께#관광지#남녀노소#목욕탕#연인과함께#온천수#찜질방,,,318
서울 고려대학교 중앙도서관,성북구,1.0,#건축사#건축여행#고려대학교#관광지#국내건축물#근대건축#근대문화유산,319.csv,,319
피노파밀리아,노원구,1.0,#관광지#도심여행#문화공간#복합문화공간#아이와함께#연인과함께,,,320
삼해소주가,종로구,1.0,#관광지#남녀노소#삼해소주가#서울무형문화재#수도권#우리술#이색체험,,,321
VRZONE CINEMA(브이알존 시네마),강남구,1.0,#관광지#데이트장소추천#브이알존#서울데이트#실내관광지#실내놀이터,322.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d13430007-Reviews-VR_Zone_Gangnam-Seoul.html,322
오휘스파논현,강남구,1.0,#관광지#부모님과함께#뷰티&스파#뷰티투어#스킨케어#스파#연인과함께,323.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12711649-Reviews-Ohui_Spa_Nonhyeon-Seoul.html,323
서울역,용산구,1.0,#견학#관광지#산업관광#산업관광지#서울역#수도권#아이와함께#안전교육,,,324
보나장신구박물관,종로구,1.0,#가족과함께#공예품#관광지#머리장식#문화공간#문화시설#박물관,,,325
서울 고려대학교 본관,성북구,1.0,#고려대학교#관광지#근대문화유산#서울고려대학교본관#역사#역사공부,326.csv,,326
서울 연세대학교 스팀슨관,서대문구,1.0,#관광지#근대문화유산#서울연세대학교스팀슨관#역사#역사공부#역사관광지,,,327
서울 연세대학교 언더우드관,서대문구,1.0,#관광지#근대문화유산#서울연세대학교언더우드관#역사#역사공부#역사관광지,,,328
서울 연세대학교 아펜젤러관,서대문구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속,,,329
보문사(서울),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,330.csv,,330
"서울교통공사 차량기지 (고덕, 방화, 수서, 군자, 신정, 신내, 천왕, 창동)",성동구,1.0,#관광지#교육장#교육체험#교육프로그램#산업관광#산업관광지#서울교통공사,,,331
브이알존 큐브 강남점,서초구,1.0,#VR체험#관광지#남녀노소#실내데이트#실내레포츠#실내여행지#아이가_좋아하는_여행,,,332
VRZONE 용산 아이파크몰점,용산구,1.0,#VR체험#관광지#데이트장소추천#실내데이트#실내여행지#아이가_좋아하는_여행,333.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d14206450-Reviews-VR_Zone_I_Park_Mall_Yongsan-Seoul.html,333
"서울교통공사 차량기지 (도봉, 모란기지)",성동구,1.0,#견학프로그램#관광지#교육여행#교육체험#교육프로그램#서울교통공사,,,334
백악미술관,종로구,1.0,#관광지#문화시설,,,335
브이알존 엑스 코엑스 직영점,강남구,1.0,#VR체험#가상현실#가족과함께#관광지#데이트장소#삼성동#스타필드코엑스몰,,,336
JTBC,마포구,1.0,#JTBC#견학#관광지#산업관광#산업관광지#수도권#아이와함께#이색체험,,,337
MBC WORLD(견학홀),마포구,1.0,#관광지#산업관광#산업관광지,,,338
중앙고등학교,종로구,1.0,#관광지#문화재#사적지#서울중앙고등학교#수도권#역사#역사공부,339.csv,,339
연세로,서대문구,1.0,#관광지#맛집탐방#쇼핑거리#숨은맛집#연세대학교#연인과함께#우수쇼핑,340.csv,,340
남산서울타워,용산구,1.0,#19_20한국관광100선#가족여행#관광지#나홀로여행#남산서울타워,341.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1169465-Reviews-N_Seoul_Tower-Seoul.html,341
답십리 고미술상가,동대문구,1.0,#가족과함께#고미술#고미술품#골동품#관광지#기념물판매#남녀노소,342.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7891912-Reviews-Dapsimni_Antique_Shopping_Mall-Seoul.html,342
경국사(서울),성북구,1.0,#가족여행#경국사#관광지#도심여행#불교#불교문화#사찰#사찰&산사,,,343
금선사(서울),종로구,1.0,#관광지#금선사신중도#불교#불교문화#사찰#사찰여행#서울금선사,,,344
서울어린이대공원,광진구,1.0,#가족여행#걷기여행#관광지#나들이#놀이동산&테마파크#당일치기여행,345.csv,,345
감로암(서울),종로구,1.0,#관광지#역사,,,346
한강시민공원 여의도지구(여의도한강공원),영등포구,1.0,#2019년4월_Tmap추천_여행예보#걷기길#관광지#나들이#도심여행,347.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4798715-Reviews-Yeouido_Hangang_Park-Seoul.html,347
내원사(서울),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,348
대각사,종로구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,349.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7892126-Reviews-Daegaksa_Temple-Seoul.html,349
대성사(서울),서초구,1.0,#가족여행#관광지#대성사(서울)#불교#불교문화#사찰#사찰&산사#사찰여행,,,350
만월암(서울),도봉구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,351
문수사(서울),종로구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,352
미타사(성북),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,353
봉국사(서울),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,354
미타사(성동),성동구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,355
신검사(서울),강북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,356
보광사 보광선원(서울),강북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,357.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d17412135-Reviews-Bokwangsa-Seoul.html,357
본원정사(서울),강북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,358
자매공원(앙카라공원),영등포구,1.0,#걷기길#관광지#나들이#남녀노소#도심공원#산책길#산책하기#산책하기좋은곳,359.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d15079785-Reviews-Ankara_Park-Seoul.html,359
만해한용운심우장,성북구,1.0,#가족과함께#관광지#아이와함께#역사#역사공부#역사관광지#역사를품은곳,360.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d9997012-Reviews-Manhae_Han_Young_Un_Simujang-Seoul.html,360
용암사(서울),은평구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,361
안양암(서울),종로구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,362
약사사(서울),강서구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,363
연화사(서울),동대문구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,364.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19453158-Reviews-Yeonhwasa-Seoul.html,364
영화사(서울),광진구,1.0,#가족여행#관광지#불교#불교문화#사찰#사찰&산사#사찰여행#역사,365.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8591974-Reviews-Yeonghwasa_Temple-Seoul.html,365
용굴암(서울),노원구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,366
한강시민공원 양화지구(양화한강공원),영등포구,1.0,#걷기길#관광지#나들이#도심여행#야경투어#양화한강공원#연인과함께,,,367
서울 몽촌토성,송파구,1.0,#관광지#교과서속여행#몽촌토성#박물관#수도권#아이와함께#역사,368.csv,,368
롯데월드타워 서울스카이,송파구,1.0,#가족여행#경치좋은곳#관광지#롯데월드타워서울스카이#사계절#서울데이트장소,369.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12309166-Reviews-Seoul_Sky-Seoul.html,369
정법사(서울),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,370
적조사(서울),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,371
천축사(서울),도봉구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#수도권#역사#자연환경,,,372
청량사(서울),동대문구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#역사#전통사찰#종교,,,373
청룡사(서울),종로구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#수도권#역사#전통사찰,,,374
학도암(서울),노원구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#역사#전통사찰#종교,,,375
학림사(서울),노원구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#역사#전통사찰#종교,,,376
북악산,종로구,1.0,#관광지#자연,377.csv,,377
북악산 숙정문,성북구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속,378.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805630-Reviews-Sukjeongmun_Gate-Seoul.html,378
호국지장사(서울),동작구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,379
호압사(서울),금천구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,380.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d14450638-Reviews-Hoapsa-Seoul.html,380
예지원,중구,1.0,#관광지#남녀노소#도심여행#아이와함께#예지원#요리교실#이색체험,,,381
스파레이,서초구,1.0,#관광지#뷰티&스파#사우나#스파레이#여성전용#연중무휴#온천&스파,382.csv,,382
드래곤힐스파(용산),용산구,1.0,#가족과함께#경락#관광지#기념촬영#드래곤힐스파#발마사지#스포츠마사지,383.csv,,383
실로암사우나찜질방,중구,1.0,#관광지#도심여행#목욕탕#사우나#실내여행지#실로암사우나찜질방,384.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d9796296-Reviews-Silloam_Bulgama_Sauna-Seoul.html,384
낙원동 아구찜 거리,종로구,1.0,#관광지#낙원아구찜#남녀노소#맛집탐방#먹자골목#서울맛집투어#소주한잔,,,385
신당동 떡볶이 골목,중구,1.0,#골목분식#골목시장#관광지#떡볶이맛집#맛집#맛집탐방#숨은맛집,,,386
장충동 족발 골목,중구,1.0,#골목시장#관광지#남녀노소#먹자골목#서울맛집투어#술안주#숨은맛집,387.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d17517030-Reviews-Jangchung_dong_Jokbal_Street-Seoul.html,387
영등포 신길동 홍어거리,영등포구,1.0,#관광지#남녀노소#맛집거리#서울맛집#숨은맛집#영등포가볼만한곳,,,388
서울 종로 낙지볶음 골목,종로구,1.0,#가족과함께#골목길#골목여행#관광지#낙지거리#낙지전문점#맛집골목,,,389
서울 삼각지 대구탕 골목,용산구,1.0,#가족과함께#관광지#남녀노소#대구탕#먹방여행#먹방투어#먹자골목,,,390
응암동 감자국 거리,은평구,1.0,#가족과함께#감자탕#관광지#남녀노소#먹자골목#서울맛집투어#숨은맛집,,,391
수락산 당고개지구 공원,노원구,1.0,#공원#관광지#배드민턴#복합문화시설#산책#산책길#산책하기#산책하기좋은곳,,,392
효사정,동작구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속,,,393
남대문 갈치조림골목,중구,1.0,#갈치#갈치구이#갈치조림#갈치조림골목#골목시장#관광지#남대문,,,394
공덕동 족발 골목,마포구,1.0,#가족과함께#골목길여행#골목여행#관광지#돼지고기#먹자골목#숨은맛집,395.csv,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9016958-Reviews-Gong_Deokdong_Pig_s_Feet_Town-Seoul.html,395
아현동 전골목,마포구,1.0,#가족과함께#골목시장#관광지#김치전#맛집탐방#먹자골목#숨은맛집,,,396
관악산 호수공원,관악구,1.0,#관광지#관악산호수공원#데이트코스#도심여행#산책길#산책하기#산책하기좋은곳,397.csv,,397
오금공원,송파구,1.0,#관광지#데이트코스#산책길#산책하기#산책하기좋은곳#아이와함께,,,398
서울 살곶이 다리,성동구,1.0,#걷기길#관광지#교과서속여행#산책길#산책하기#산책하기좋은곳#서울살곶이다리,,,399
송파나루공원(석촌호수),송파구,1.0,#걷기길#관광지#산책길#산책하기#산책하기좋은곳#석촌호수#송파나루공원,400.csv,,400
살곶이체육공원,성동구,1.0,#걷기길#관광지#남녀노소#산책길#산책하기#산책하기좋은곳#살곶이체육공원,,,401
키즈오토파크,광진구,1.0,#관광지#교육여행#교육체험#아이가_좋아하는_여행#아이와함께#이색체험,,,402
마포대교 야경,마포구,1.0,#걷기#관광지#데이트코스#도심여행#드라이브여행#마포대교#마포대교야경,403.csv,,403
창경궁 홍화문,종로구,1.0,#19_20한국관광100선#가족여행#고궁#관광지#교과서속여행#사계절,,,404
삼성산성지,관악구,1.0,#관광지#산책길#산책하기#산책하기좋은곳#역사#역사공부#역사속,,,405
몽마르뜨공원,서초구,1.0,#가족과함께#공원#관광지#몽마르뜨공원#산책#산책길#산책하기#산책하기좋은곳,406.csv,,406
전주이씨광평대군파묘역,강남구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속,,,407
효령대군이보묘역,서초구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속,,,408
송암사,노원구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연좋은곳#자연환경,,,409
창경궁 명정전,종로구,1.0,#가족과함께#관광지#아이와함께#역사공부#역사관광지#역사를품은곳,410.csv,,410
정암사,노원구,1.0,#관광지#도심여행#불교#불교문화#사찰#사찰여행#산사#역사#자연좋은곳,,,411
서울숲,성동구,1.0,#가족여행#걷기길#관광지#데이트코스#생태관광지#서울숲#수도권,412.csv,,412
SK텔레콤 티움,중구,1.0,#4G체험#SK텔레콤#SK텔레콤티움#관광지#산업관광#산업관광지#수도권,413.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3313698-Reviews-T_um_SK_telecom_Ubiquitous_Museum-Seoul.html,413
수암사,노원구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연좋은곳#자연환경,,,414
"지양산(무장애숲길,유아숲체험원)",양천구,1.0,#관광지#남녀노소#산책로#산책하기좋은곳#아이와함께#이색체험#체험프로그램,,,415
온수공원,구로구,1.0,#가족과함께#관광지#산책#산책길#산책하기#산책하기좋은곳#서울근교여행,,,416
오동근린공원,강북구,1.0,#관광지#근린공원#문화시설#산책길#산책코스#산책하기#산책하기좋은곳,,,417
북한산국립공원(서울),은평구,1.0,#관광지#북한산#북한산국립공원#생태#생태관광#생태관광지#서울권,418.csv,,418
아차산생태공원,광진구,1.0,#걷기길#관광지#생태관광#아차산생태공원#자연#자연&숲#트레킹,419.csv,,419
월드컵공원,마포구,1.0,#가족여행#관광지#산책하기#산책하기좋은곳#수도권#아이와함께#연인과함께,420.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7028435-Reviews-World_Cup_Park-Seoul.html,420
북서울 꿈의숲,강북구,1.0,#관광지#나들이#당일치기여행#도심여행#북서울꿈의숲#산책하기좋은곳,421.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7028432-Reviews-Dream_Forest-Seoul.html,421
종묘 [유네스코 세계문화유산],종로구,1.0,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#아이와함께,422.csv,,422
수국사(서울),은평구,1.0,#가족여행#관광지#도심여행#불교#불교문화#사찰#사찰&산사#사찰여행,,,423
한국전통주연구소,종로구,1.0,#관광지#남녀노소#서울여행#소주#양조#이색체험#전통주#전통주교육기관,,,424
관문사(서울),서초구,1.0,#관광지#관문사#불교#불교문화#사찰#사찰여행#수도권#역사#전통사찰,,,425
양천나눔누리센터,양천구,1.0,#관광지#남녀노소#문화시설#문화프로그램#복합문화공간#복합문화시설,,,426
세운상가,종로구,1.0,#관광지#도시재생#복합문화공간#산업관광#산업관광지#세운상가#수도권,427.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d9996716-Reviews-Sae_Woon_Electronics_Department-Seoul.html,427
국회의사당,영등포구,1.0,#가족체험여행#관광지#교과서속여행#국회의사당#도심여행#수도권,428.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1957629-Reviews-The_National_Assembly_Building-Seoul.html,428
청와대,종로구,1.0,#가족과함께#관광지#대통령#도심여행#아이와함께#역사공부#역사이야기,429.csv,,429
평화열차 DMZ 트레인,용산구,1.0,#DMZ여행#가족여행#가족체험여행#관광지#서울근교여행#아이와함께,,,430
강남 시티투어 - 트롤리버스,강남구,1.0,#강남시티투어#관광지#수도권#체험#친구와함께#트롤리버스,,,431
금천예술공장,금천구,1.0,#공연#관광지#금천예술공장#도시재생#문화콘텐츠산업#복합문화공간,,,432
마포 문화비축기지,마포구,1.0,#관광지#마포문화비축기지#문화비축기지#산업관광#산업관광지#수도권,433.csv,,433
서울새활용플라자,성동구,1.0,#관광지#도시재생#산업관광#산업관광지#서울재활용플라자#수도권,,,434
AHC스파,강남구,1.0,#관광지#남녀노소#부모님과함께#뷰티&스파#연인과함께#이색체험,,,435
국립4.19민주묘지,강북구,1.0,#가족여행#관광지#교과서속여행#국립4.19민주묘지#근대문화유산#당일치기여행,436.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d592441-Reviews-4_19_Memorial_Cemetery-Seoul.html,436
도시농업공원,양천구,1.0,#가족과함께#관광지#남녀노소#산책길#산책코스#산책하기좋은곳#서울산책,,,437
대한민국 임시정부 서울연통부 터,중구,1.0,#관광지#근대역사#아이와함께#역사공부#역사관광#역사를품은곳#역사문화관광,,,438
인사동,종로구,1.0,#관광지#도심여행#수도권#시티투어#인사동#주말추천여행지#체험,439.csv,,439
"계남공원(유아숲체험장, 우렁바위)",양천구,1.0,#걷기길#관광지#산책코스#산책하기좋은곳#아이와함께#자연좋은곳,,,440
숭례문,중구,1.0,#관광지#교과서속여행#수도권#숭례문#아이와함께#역사#역사유적지,441.csv,,441
안양천 사계절 테마원,양천구,1.0,#공원#관광지#도심공원#사진찍기좋은곳#산책로#산책하기좋은곳#서울산책,,,442
"양천공원(통합놀이터,키지트,베이비존)",양천구,1.0,#관광지#산책하기좋은곳#아이가_좋아하는_여행#아이와가볼만한곳#아이와함께,,,443
갈산근린공원,양천구,1.0,#갈산근린공원#걷기길#관광지#나들이#산책길#산책로#산책하기좋은곳,,,444
서서울호수공원,양천구,1.0,#가족여행#걷기여행#관광지#나들이(피크닉)#당일치기여행#사계절,445.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7892131-Reviews-Seoseoul_Lake_Park-Seoul.html,445
파리공원,양천구,1.0,#걷기길#관광지#나들이#문화시설#서울도심여행#아이와함께#연인과함께,,,446
"신트리공원(농촌체험,자연학습장)",양천구,1.0,#가족과함께#관광지#산책로#산책하기좋은곳#서울산책#아이와함께,,,447
오목공원,양천구,1.0,#관광지#남녀노소#도심공원#산책길#산책로#산책코스#산책하기좋은곳,,,448
나무마을목공방,양천구,1.0,#가족과함께#관광지#남녀노소#목공예#목공체험#연인과함께#이색체험,,,449
장수공원(열녀문),양천구,1.0,#관광지#남녀노소#산책하기좋은곳#아이와함께#역사문화재#역사이야기,,,450
곰달래꿈마을,양천구,1.0,#SNS감성사진#골목여행#골목투어#관광지#사진찍기좋은곳#산책하기좋은곳,,,451
용왕산근린공원,양천구,1.0,#가족여행#걷기길#관광지#나들이#서울도심여행#아이와함께#용왕산근린공원,,,452
파크하비오 워터킹덤&스파,송파구,1.0,#가족과함께#관광지#무더위_피해_실내놀이#미세먼지_피하는_실내여행,453.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d13199086-Reviews-Water_Kingdom_Songpa_Park_Habio-Seoul.html,453
"서울 의릉(경종,선의왕후) [유네스코 세계문화유산]",성북구,1.0,#관광지#교과서속여행#도심여행#서울의릉#아이와함께#역사#역사공부,454.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805589-Reviews-Uireung-Seoul.html,454
"서울 헌릉(태종,원경왕후)과 인릉(순조,순원왕후) [유네스코 세계문화유산]",서초구,1.0,#가족여행#관광지#교과서속여행#서울헌릉과인릉#아이와함께#역사,455.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805602-Reviews-Heolleung_Illeung-Seoul.html,455
서울 태릉(문정왕후)과 강릉(인순왕후) [유네스코 세계문화유산],노원구,1.0,#가족여행#관광지#교과서속여행#서울태릉과강릉#아이와함께#역사,456.csv,,456
서대문독립공원,서대문구,1.0,#걷기길#관광지#교과서속여행#서대문독립공원#수도권#아이와함께,457.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8019604-Reviews-Seodaemun_Independence_Park-Seoul.html,457
백사실계곡,종로구,1.0,#가족여행#경치좋은곳#관광지#백사실계곡#서울여행#여름가볼만한곳,458.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3313701-Reviews-Baeksasil_Valley-Seoul.html,458
양화진외국인선교사묘원(외인묘지),마포구,1.0,#관광지#수도권#양화진외국인선교사묘원#역사#역사공부#역사관광지,459.csv,,459
서울월드컵경기장 스타디움 투어,마포구,1.0,#관광지,460.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d561808-Reviews-Seoul_World_Cup_Stadium-Seoul.html,460
한국가구박물관,성북구,1.0,#가구박물관#관광지#박물관#산업관광#산업관광지#수도권#아이와함께,461.csv,,461
G밸리 패션지원센터,금천구,1.0,#G밸리패션지원센터#관광지#산업관광#산업관광지#수도권#이색체험,,,462
구로공단 노동자생활체험관,금천구,1.0,#관광지#구로공단#구로공단노동자생활체험관#노동자생활체험관#산업관광,,,463
연필로 명상하기,중구,1.0,#견학#관광지#산업관광#산업관광지#수도권#아이와함께#애니메이션,,,464
팹랩 서울,종로구,1.0,#관광지#산업관광#산업관광지#수도권#아이와함께#이색체험#체험여행,,,465
크라운해태 키즈뮤지엄,용산구,1.0,#관광지#박물관#산업관광#산업관광지#수도권#아이와함께#이색체험,,,466
양재동 화훼공판장 (꽃문화체험관),서초구,1.0,#관광지#산업관광#산업관광지#수도권#아이와함께#양재동화훼공판장,467.csv,,467
생명보험교육문화센터,종로구,1.0,#관광지#산업관광#산업관광지#생명보험교육문화센터#수도권#아이와함께,,,468
성동4차산업혁명체험센터,성동구,1.0,#4차산업#관광지#산업관광#산업관광지#성동4차산업혁명체험센터#수도권,,,469
수도박물관,성동구,1.0,#가족여행#관광지#근대문화유산#근대산업유산#박물관#산업관광#산업관광지,,,470
삼성 딜라이트,서초구,1.0,#관광지#산업관광#산업관광지#삼성딜라이트#삼성전자홍보관#수도권,471.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7154839-Reviews-Samsung_d_light-Seoul.html,471
DMC 홍보관,마포구,1.0,#DMC#DMC홍보관#관광지#복합문화공간#산업관광#산업관광지#수도권,472.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12928976-Reviews-Digital_Media_City_Gallery-Seoul.html,472
YTN,마포구,1.0,#YTN#견학#관광지#방송국#사업관광지#산업관광#수도권#아이와함께,,,473
tbs교통방송,마포구,1.0,#TBS#tbs교통방송#견학#관광지#교통방송#방송국#산업관광#산업관광지,,,474
조선일보 뉴지엄,동작구,1.0,#관광지#뉴지엄#산업관광#산업관광지#수도권#아이와함께#이색체험,475.csv,,475
구의 아리수 정수센터,광진구,1.0,#관광지#구의아리수정수센터#산업관광#산업관광지#수도권#아리수정수센터,,,476
아리수나라,광진구,1.0,#관광지#박물관#산업관광#산업관광지#수도권#아리수나라#아이와함께,,,477
SM town,강남구,1.0,#SMTOWN#SM타운#관광지#문화콘텐츠산업#박물관#복합문화공간,478.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7717393-Reviews-SMTOWN_coexartium-Seoul.html,478
여계묘역,구로구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사속#역사속으로,,,479
울라스튜디오,용산구,1.0,#관광지#반려견과함께#반려견동반#반려견동반여행지#사진촬영#애견동반,,,480
신선경과 류인호 묘역,송파구,1.0,#관광지#교과서속여행#신선경과류인호묘역#아이와함께#역사#역사공부,,,481
경성 부민관 폭탄 의거지,중구,1.0,#경성부민관폭탄의거지#관광지#수도권#역사#역사공부#역사관광지,,,482
마포전차종점 3·1운동 만세 시위지,마포구,1.0,#3·1운동_100주년_여행지추천#관광지#마포전차종점3·1운동만세시위지,,,483
맥아더 사령관 한강방어선 시찰지,영등포구,1.0,#관광지#맥아더사령관한강방어선시찰지#수도권#역사#역사공부#역사를품은곳,,,484
정동교회 이필주 사택 터,중구,1.0,#관광지#수도권#역사#역사관광지#역사를품은곳#역사문화재#역사속,485.csv,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805561-Reviews-Chungdong_Church-Seoul.html,485
신석구 사택 터,중구,1.0,#관광지#수도권#신석구사택터#역사#역사관광지#역사를품은곳#역사문화재,,,486
김익상 의거지,중구,1.0,#관광지#교과서속여행#김익상의거지#수도권#역사#역사공부#역사관광지,,,487
이재명 의거지,중구,1.0,#관광지#수도권#역사#역사공부#역사를품은곳#역사문화재#역사속,,,488
대한제국군 서울시가 전투지,중구,1.0,#관광지#대한제국군서울시가전투지#수도권#역사#역사공부#역사를품은곳,,,489
이충순 자결 터,중구,1.0,#관광지#수도권#역사#역사공부#역사를품은곳#역사속#역사속으로,,,490
도봉산,도봉구,1.0,#가족여행#관광지#당일치기여행#도봉산#등산#등산로#사계절#서울근교여행,491.csv,,491
북한산국립공원(도봉 지구),강북구,1.0,#관광지#자연,492.csv,,492
