name,address,category,main_mn,price,opng_tm,rating,rvw_cnt,tags
당산원조곱창,서울특별시 영등포구 당산로45길 9,고기 요리,,,12:30 - 23:30,3.5,19,"곱창,"
광화문 몽로,서울특별시 중구 세종대로21길 40,닭 / 오리 요리,,,월-금: 11:30 - 01:00 토: 17:30 - 01:00,3.9,37,"시청역,파스타,"
온니당,서울특별시 중랑구 겸재로50나길 76 1F 102호,카페 / 디저트,,,,,1,
베이크,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,카페 / 디저트,,,10:30 - 20:00,4.0,39,"일본맛집,타르트,"
Ddami Coffee,서울특별시 노원구 공릉로 120,카페 / 디저트,,,10:00 - 22:30,,2,
정식당,서울특별시 강남구 선릉로158길 11 2F,퓨전 한식,런치 (4코스),73000,12:00 - 22:30,4.4,161,"디저트,코스요리,레스토랑,연예인,런치,분위기,비빔,비빔밥,타이,뉴욕,"
수하동,서울특별시 종로구 종로 33 그랑서울 B1,탕 / 찌개 / 전골,,,월-금: 09:00 - 21:00 토: 09:00 - 19:00,4.1,26,"곰탕,"
에꼴드쉐프,서울특별시 강동구 구천면로 458,베이커리,,,07:00 - 23:00,,11,"베이커리,빵집,"
마드레파스타,서울특별시 금천구 시흥대로 399,이탈리안,,,15:00 - 17:00,,1,"파스타,콜키지가능,"
더허브,서울특별시 성북구 인촌로24가길 8,칵테일 / 와인,,,,3.9,14,"고려대,"
젠제로,서울특별시 강남구 선릉로126길 14 예우빌딩,카페 / 디저트,컵/콘 (1인),5000,11:30 - 22:00,4.3,110,"2020망고플레이트인기맛집,아이스크림,"
카라멘야,서울특별시 서대문구 연세로7안길 34-1 1F,라멘 / 소바 / 우동,,,일-목: 11:30 - 22:30 금-토: 11:30 - 00:30,4.3,49,"2020망고플레이트인기맛집,"
팔람까오,서울특별시 금천구 서부샛길 606,태국 음식,,,월-금: 11:00 - 21:00 토: 11:00 - 15:00,,7,"보드게임,쌀국수,먹거리x파일,태국음식,태국 음식,"
스시사카우,서울특별시 강남구 언주로153길 10-6 B1,정통 일식 / 일반 일식,,,12:00 - 22:00,4.4,10,
카페드라이,서울특별시 광진구 아차산로 216-12,카페 / 디저트,,,12:00 - 23:00,3.7,10,
고기창고,서울특별시 서대문구 연세로7길 34-4,고기 요리,,,10:30 - 23:00,3.9,21,"계란찜,삼겹살,싱싱일요일,고기집,2020망고플레이트인기맛집,돼지고기맛집,"
물속세상,서울특별시 강북구 노해로8길 22,해산물 요리,,,,,2,
도쿄빙수,서울특별시 동작구 동작대로27길 38 1F,카페 / 디저트,,,12:00 - 22:00,3.0,7,
동부고려제과,서울특별시 중랑구 망우로 388,베이커리,,,06:30 - 00:30,,4,"SBS방탄맛집,생방송투데이,"
스시선수,서울특별시 강남구 도산대로45길 6,회 / 스시,런치 스시세트,65000,12:00 - 22:00,4.3,77,"초밥,"
제순식당,서울특별시 성북구 동소문로22길 29-7,한정식 / 백반 / 정통 한식,오제볶음,7000,09:00 - 22:00,3.9,86,"불고기,저렴한백반집,Bulgogi,백반,성신여대,두부,집밥,제육볶음,순두부찌개,"
엉클두,서울특별시 도봉구 해등로16길 54,카페 / 디저트,,,09:00 - 23:00,,5,"커피,분위기좋은카페,카페,오레오빙수,"
레드망고카카오그린,서울특별시 중구 명동8길 14 3F,카페 / 디저트,트리플초콜렛빙수,11800,10:00 - 23:00,3.9,112,"빙수,초콜릿,초코빙수,아이스,아이스크림,얼음,달다,2인,브라우니,"
평안도만두집,서울특별시 종로구 새문안로3길 30 대우복합빌딩 B1,탕 / 찌개 / 전골,만둣국,9000,11:00 - 21:30,4.4,105,"만두,깨끗하다,"
내일의카레,서울특별시 서대문구 명물길 50-4,돈부리 / 일본 카레 / 벤토,,,,3.9,16,
원조왕십리곱창,서울특별시 강북구 4.19로 3,고기 요리,,,15:00 - 02:00,,5,"곱창,"
라무라 (휴업중),서울특별시 중구 충무로5길 6 2F,,,,"14:30, 21:00",4.6,39,"2020망고플레이트인기맛집,"
커피버넷,서울특별시 관악구 봉천로 595,카페 / 디저트,,,11:00 - 23:00,3.7,9,
치킨철파니야,서울특별시 금천구 벚꽃로 286 삼성리더스타워,닭 / 오리 요리,,,월-금: 17:00 - 01:00 토: 17:00 - 24:00,,5,"까르보나라치킨,치킨,이색맛집,크림맥주,"
다케오호르몬데판야끼,서울특별시 송파구 백제고분로45길 8 1F,철판 요리,,,,3.7,13,
길버트버거앤프라이즈,서울특별시 강남구 도산대로15길 47 B1,브런치 / 버거 / 샌드위치,길버트버거 (140g),11000,11:30 - 22:00,4.3,279,"밀크셰이크맛집,밀크쉐이크,초딩입맛,맥주안주,명예의 전당,2018 인기,서울,버거,2017 인기,가로수길,"
베러댄,서울특별시 동대문구 망우로 34,,,,,3.2,5,
강서면옥,서울특별시 강남구 언주로164길 19,국수 / 면 요리,평양냉면 (물/비빔),13000,11:00 - 22:00,4.3,97,"냉면,"
정키친프로젝트,서울특별시 성북구 동소문로24길 46 1F,퓨전 한식,,,,3.4,10,
실크로드,서울특별시 구로구 경인로 398,정통 중식 / 일반 중식,,,11:30 - 22:00,,7,"중식,유린기,놀이방,정통 중식,정통중국요리,탕수육,짜장면,발렛가능,가족과,"
원흥,서울특별시 중구 다동길 46,정통 중식 / 일반 중식,,,월-금: 11:30 - 20:00 토: 11:30 - 19:30,3.9,23,"Jjamppong,짬뽕,고기튀김,식신로드,정통 중식,탕수육,짜장면,"
소문난껍데기집,서울시 강서구 내발산동 665-20,고기 요리,,,16:30 - 23:30,,1,
파르투내,서울특별시 중구 마른내로 154,세계음식 기타,,,10:00 - 23:00,4.1,26,"2020망고플레이트인기맛집,"
레자도안,서울특별시 중랑구 동일로151길 33 1F,스테이크 / 바베큐,,,11:30 - 24:00,,1,
길위의 파스타,서울특별시 강동구 강동대로51길 36,기타 양식,,,11:00 - 21:30,,6,
이름없는가게,서울특별시 구로구 개봉로1나길 52,카페 / 디저트,,,화-토: 12:00 - 19:30 일: 13:00 - 19:00,,10,"케이크,여유로운,당근케이크,카페,"
이자와,서울특별시 양천구 오목로 337-10,까스 요리,,,11:30 - 22:00,,7,
김명자굴국밥전문점,서울특별시 영등포구 국회대로70길 19 극동빌딩,탕 / 찌개 / 전골,,,06:30 - 23:00,3.7,11,
투고샐러드,서울특별시 성북구 보문로30나길 36,기타 양식,,,월-금: 10:00 - 22:00 토-일: 11:00 - 21:00,3.6,28,"동선동양식맛집,Diet Food,샐러드,채식메뉴,"
모모밀,서울특별시 강서구 화곡로41길 36,베이커리,,,11:00 - 21:00,,5,
혼다라멘,서울특별시 강동구 구천면로 427 1F 107호,라멘 / 소바 / 우동,,,11:00 - 21:00,,9,
청담이상,서울특별시 구로구 경인로 661 신도림1차 푸르지오 1F 122호,이자카야 / 오뎅 / 꼬치,,,17:00 - 03:00,,5,
플로레스테이블,서울특별시 노원구 상계로5길 12 동양상가 3F,카페 / 디저트,,,,,2,
심세정,서울특별시 중구 퇴계로 409-11,베이커리,,,09:00 - 22:00,4.1,36,"카페,"
구름산추어탕,서울특별시 도봉구 도봉로 588,탕 / 찌개 / 전골,,,,,0,
가부,서울특별시 성북구 보문로 182 1F,정통 중식 / 일반 중식,,,11:00 - 21:00,3.6,11,
에브리띵베이글,서울특별시 서대문구 증가로 27 1F,카페 / 디저트,,,,3.9,21,"생방송투데이,"
타코몽,서울특별시 서대문구 신촌로 49,철판 요리,이카 오코노미야끼,12000,17:30 - 24:00,4.1,51,"오코노미야끼,강북,2018 인기,2020망고플레이트인기맛집,신촌,Sinchon,일식,테이크아웃,타코야끼,타코,"
화양가옥,서울특별시 구로구 디지털로32나길 17-23 1F,퓨전 양식,,,11:00 - 24:00,,1,
오늘의 파스타,서울특별시 노원구 공릉로 118,기타 양식,,,,,0,
더커피하우스,서울특별시 중랑구 겸재로 81,카페 / 디저트,,,,,1,
루하커피,서울특별시 강동구 양재대로85길 14 107호,카페 / 디저트,,,월-금: 10:00 - 20:00 토: 12:00 - 18:00,3.9,11,"착한가격,강동구,아메리카노,드립커피,커피,"
스타동,서울특별시 동대문구 회기로 127,정통 일식 / 일반 일식,,,11:00 - 21:00,3.4,7,
소테,서울특별시 성북구 보문로30길 77,이탈리안,,,11:00 - 21:00,3.5,28,"떠먹는피자집,이탈리안,동선동양식맛집,파스타,"
마라와나,서울특별시 서대문구 연세로4길 33,기타 중식,,,,4.0,8,
불난닭발,서울특별시 광진구 자양로18길 6,닭 / 오리 요리,,,16:00 - 03:00,3.5,28,"Dakbal,닭발,매운 맛집,매운,주먹밥,다트,계란찜,"
응급실국물떡볶이,서울특별시 금천구 디지털로9길 32 갑을그레이트밸리 105호,기타 한식,,,11:00 - 23:00,,2,"떡볶이,"
피노키오냉면,서울특별시 노원구 한글비석로 474 보람상가,국수 / 면 요리,냉면,3500,09:00 - 20:30,3.9,22,"오래된한식당,냉면,"
샤브애샐러드바,서울특별시 동작구 동작대로27길 5 농협 3F,탕 / 찌개 / 전골,,,11:00 - 22:00  ,,12,"샤브샤브뷔페,채식메뉴,"
광안리,서울특별시 마포구 독막로3길 38,회 / 스시,,,,4.3,8,"오비라거곰세권매장,"
가나점보돈까스,서울특별시 중랑구 용마산로94가길 24,기타 한식,,,11:00 - 21:30,,8,"돈까스,"
마이무,서울특별시 관악구 낙성대로 22-10 1F,세계음식 기타,,,11:30 - 23:00,4.1,67,
원조이모네연탄불곱창,서울특별시 노원구 동일로192길 46 송암빌딩,고기 요리,,,18:00 - 03:00,3.4,38,"막창,노원,곱창,"
차이몬스터,서울특별시 은평구 불광천길 334,정통 중식 / 일반 중식,,,17:00 - 02:00,,4,
하이디라오,서울특별시 종로구 대학로 146 석정홀딩스 3F,기타 중식,,,,4.2,17,"EAT딜있는식당,Visa프리미엄할인2배,2020망고플레이트인기맛집,"
이층블루스,서울특별시 노원구 석계로8가길 29 2F,기타 양식,,,11:00 - 21:00,,11,"불고기,피자,파스타,숯불,콜키지가능,이탈리안,"
그남자의덮밥,서울특별시 광진구 능동로 18 이튼타워리버 1F,퓨전 한식,,,11:30 - 21:00,3.2,24,"치즈,덮밥,포장가능,연어덮밥,"
청양육개장,서울특별시 강북구 도봉로53길 7 1F,탕 / 찌개 / 전골,,,,,4,
나카지마고에몽,서울특별시 영등포구 국회대로54길 10 아크로타워스퀘어 상가동,정통 일식 / 일반 일식,,,19:00 - 22:00,4.6,11,
끼니밥메시,서울특별시 광진구 군자로 175-2,퓨전 일식,,,12:00 - 23:00  ,3.4,7,
김사부샤브샤브,서울특별시 금천구 가산로 132,,,,,,4,
수정각,서울특별시 도봉구 도봉로157길 7,정통 중식 / 일반 중식,,,11:30 - 20:30,,2,
가온,서울특별시 강남구 도산대로 317 호림아트센터 MF,한정식 / 백반 / 정통 한식,,,17:30 - 23:00,4.4,10,"2020미슐랭,"
도네누,서울특별시 강서구 화곡로61길 124,고기 요리,,,14:00 - 24:00,,0,"삼겹살,"
경성팥집옥루몽,서울특별시 서대문구 연대동문길 18,카페 / 디저트,,,10:30 - 22:00,3.9,61,"밤 디저트,빙수,팥빙수,포장가능,팥죽,달다,"
나폴레옹,서울특별시 영등포구 국제금융로 10 IFC몰 B2 260호,베이커리,,,,3.9,13,
피자컴퍼니,서울특별시 광진구 능동로32길 12 1F,기타 양식,,,12:00 - 23:30,3.5,8,
우래옥,서울특별시 중구 창경궁로 62-29,국수 / 면 요리,평양냉면,14000,11:30 - 21:30,4.4,372,"냉면,고기,평양냉면,불고기,육수,고기육수,김치,물냉면,육수맛,진한,"
고급아바이순대,서울특별시 강동구 진황도로 127,탕 / 찌개 / 전골,,,,,4,"생활의달인,"
텐동요츠야,서울특별시 관악구 남부순환로234길 18 1F,돈부리 / 일본 카레 / 벤토,텐동요츠야,8000,12:00 - 21:00,4.4,298,"전복,강남,2020망고플레이트인기맛집,서울대,새우튀김,일식,2018 인기,Seoul National University,"
키라쿠,서울특별시 동대문구 약령시로 5-1 1F,카페 / 디저트,,,"

                      식당 홈페이지로 가기
                    
",3.4,5,
한동길뼈다귀감자탕,서울특별시 중랑구 신내로 225,탕 / 찌개 / 전골,,,00:00 - 24:00,,5,"게임기,감자탕,해장국,"
메이카페,서울특별시 동작구 현충로 92 3F,카페 / 디저트,,,10:00 - 23:00,4.0,16,"중앙대,공부,"
수와,서울특별시 중구 다산로11길 19 백석빌딩 신관 102호,퓨전 양식,,,18:00 - 02:00,4.4,11,"술집추천,"
쿵푸소룽샤,서울특별시 광진구 동일로18길 37 1F,기타 중식,,,11:30 - 23:00,3.9,22,"생방송투데이,"
골목에골목,서울특별시 광진구 아차산로33길 51-4 2F,기타 한식,떡볶이+피자+주먹밥+아이스크림,8500,11:30 - 21:00,3.9,75,"분식,2017 인기,떡볶이,Bunsik,즉석떡볶이,2018 인기,건대,떡볶이,화덕피자,테이스티로드,"
자연밥상,서울특별시 동대문구 천장산로 42,기타 한식,,,10:00 - 20:00,3.7,23,"분식,채식메뉴,"
스시로로,서울특별시 동작구 동작대로23길 29 1F,회 / 스시,로로초밥 (12pcs),12000,11:30 - 22:30,4.2,207,"사당,초밥,Cheap Sushi,회덮밥맛집,데이트,회,연어,테이크아웃,가성비 초밥,스시맛집,"
스펙트럼커피랩,서울특별시 강북구 도봉로97길 39,카페 / 디저트,,,,3.5,24,"케이크,"
완산정,서울특별시 관악구 봉천로 484,탕 / 찌개 / 전골,콩나물해장국,6000,00:00 - 24:00,3.5,38,"콩나물해장국,콩나물국밥,24시간맛집,tv출연,오래된한식당,오래된해장국,해장국,24시,국밥,해장,"
육즙,서울특별시 양천구 오목로 337-10 소망빌딩,고기 요리,,,17:00 - 24:00,,5,
상상과자점,서울특별시 노원구 동일로186길 77-7,베이커리,,,11:00 - 23:00,3.1,13,
허유산,서울특별시 영등포구 국제금융로 10 IFC몰 L1,카페 / 디저트,,,10:00 - 22:00,3.4,10,
카페비하인드,서울특별시 마포구 어울마당로5길 18 팜파스빌딩,카페 / 디저트,카페라떼,5500,월-토: 11:00 - 23:00 일: 11:00 - 22:00,4.2,111,"홍익대,홍대,Hongdae,Cafe,카페,2018 인기,Hongik University,Café,누텔라 디저트,공부,"
카페작약,서울특별시 도봉구 도봉로118길 10 2F,카페 / 디저트,,,월-금: 10:00 - 23:00 토-일: 11:30 - 23:00,3.8,8,"마카롱,"
무교동북어국집,서울특별시 중구 을지로1길 38,탕 / 찌개 / 전골,북어해장국,7500,월-금: 07:00 - 20:00  토-일: 07:00 - 16:00,4.4,88,"김치,북어국,해장국,광화문,맛있는tv,청계천,오래된한식당,2020망고플레이트인기맛집,오래된해장국,한식,"
육부단,서울특별시 중랑구 신내로 225 1F,고기 요리,초벌 통칼 생삼겹 (200g),12000,11:30 - 24:00,,5,"삼겹살,"
원조닭한마리,서울특별시 성북구 개운사길 22-3 2F,닭 / 오리 요리,,,10:00 - 22:00,3.3,16,"닭한마리,칼국수,"
집나온암소,서울특별시 금천구 벚꽃로 298 대륭 포스트타워 6차 125호,고기 요리,,,월-토: 11:30 - 23:00 일: 17:00 - 23:00,,1,
뚜스뚜스,서울시 동작구 흑석동 1-3 1F,카페 / 디저트,,,08:00 - 24:00,3.9,5,
온돌,서울특별시 관악구 봉천로 534,고기 요리,,,11:30 - 23:00,3.8,28,
스윗레시피,서울특별시 노원구 한글비석로24길 24 2F,카페 / 디저트,,,14:00 - 21:00,3.6,7,
미스터고기왕서초갈매기,서울특별시 금천구 가산디지털1로 119 sk트윈테크타워,고기 요리,,,월-금: 11:00 - 23:00 토: 11:00 - 22:00,,2,"갈매기살,"
한나공방,서울특별시 중랑구 면목로 369,카페 / 디저트,,,10:00 - 22:00,,2,
올라,서울특별시 영등포구 의사당대로 38,이탈리안,안심스테이크 (150g),57000,11:30 - 22:30,3.4,43,"여의도,단호박,여의도 벚꽃축제,이탈리안,발렛가능,파스타,테라스,"
비스킷플로어,서울특별시 노원구 동일로180길 61-11,카페 / 디저트,아메리카노,3500,11:00 - 22:00,3.4,15,"노원,"
와겐커피,서울특별시 강북구 솔매로 131,카페 / 디저트,,,10:00 - 01:00,,5,
고씨네,서울특별시 동대문구 휘경로 16 B1,돈부리 / 일본 카레 / 벤토,,,11:30 - 20:30,3.0,7,"돈까스,"
상봉커피,서울특별시 중랑구 봉우재로 96 삼신제일빌딩,카페 / 디저트,,,"





",,5,
남북통일,서울특별시 마포구 동교로18길 37,탕 / 찌개 / 전골,,,11:00 - 21:00,4.2,40,"2020망고플레이트인기맛집,Kalguksu,만두,칼국수,만두국,"
부탄츄,서울특별시 광진구 동일로22길 117-14,라멘 / 소바 / 우동,,,,4.0,8,
이쁜돼지생삼겹살,서울특별시 중랑구 면목로44다길 22 성운빌딩,고기 요리,한동1등급 삼겹살 (200g),12000,10:00 - 02:00,,8,
농민백암순대,서울특별시 강남구 선릉로86길 40-4,탕 / 찌개 / 전골,국밥,8000,월-금: 11:10 - 21:00 토: 11:10 - 15:30,4.4,149,"해장국,찾아라맛있는tv,2020망고플레이트인기맛집,순대,서울,한식,2018 인기,해장,순대국,순대국맛집,"
아웃백스테이크하우스,서울특별시 금천구 디지털로10길 9 7F,패밀리 레스토랑,,,21:30,,5,"아이와함께,스테이크,"
일출코다리,서울특별시 강북구 도봉로10나길 15,해산물 요리,,,11:00 - 23:00,,8,
무이식당,서울특별시 도봉구 도봉로114길 46,스테이크 / 바베큐,,,12:00 - 21:00,,2,
언더2그램,서울특별시 동작구 만양로14가길 22,기타 일식,,,,3.9,8,"술집추천,2020망고플레이트인기맛집,"
크레이지카츠,서울특별시 마포구 포은로2나길 44 1F,까스 요리,로스가츠정식,10500,11:30 - 21:30,4.4,262,"Donkatsu,2020망고플레이트인기맛집,돈까스,"
위드미치코,서울특별시 서대문구 충정로 20,기타 한식,,,월-금: 16:00 - 02:00 토: 16:00 - 01:00,4.4,21,"2020망고플레이트인기맛집,술집추천,"
기린,서울특별시 노원구 공릉로 209 1F,라멘 / 소바 / 우동,,,11:00 - 21:00,,6,
까망통돼지,서울특별시 중랑구 면목로 488 1F,고기 요리,,,11:30 - 24:00,,6,"삼겹살,단체석,막국수,Samgyeopsal,오겹살,"
오누이,서울특별시 노원구 동일로187길 12-47,카페 / 디저트,,,13:00 - 23:00,4.1,12,
파트원나이스,서울특별시 강동구 올림픽로89길 29,카페 / 디저트,,,10:30 - 20:30,,5,
코케코코,서울특별시 동대문구 안암로24길 5,돈부리 / 일본 카레 / 벤토,,,11:00 - 21:00,3.8,45,"장어덮밥,Sakedon,돈부리,"
수연산방,서울특별시 성북구 성북로26길 8,카페 / 디저트,대추차,12800,화-금: 11:30 - 18:00 토-일: 11:30 - 22:00,3.8,93,"분위기,"
토끼네마굿간,서울특별시 관악구 남부순환로230길 28 2F,이탈리안,,,12:00 - 22:00,3.9,31,"데이트,"
에이엔,서울특별시 노원구 동일로195길 7,회 / 스시,런치,30000,,,6,
아웃닭,서울특별시 광진구 동일로22길 51,닭 / 오리 요리,,,16:00 - 02:00,3.7,19,"치킨,"
봉추찜닭,서울특별시 노원구 석계로3길 3,닭 / 오리 요리,,,11:00 - 22:30,,1,"찜닭,착한가격,볶음밥,커피,"
스시붐,서울특별시 광진구 광나루로17길 14-5,회 / 스시,,,11:30 - 21:00,3.6,12,"세종대,회,초밥,"
브레드숨,서울특별시 동작구 노량진로18길 37 1F,베이커리,100%우유식빵,2800,10:30 - 19:30,4.2,48,"식빵,전국 빵집,녹차 디저트,2020망고플레이트인기맛집,베이커리,Green Tea Dessert,생활의달인,베리메뉴맛집,Bakery,베이커리추천,"
이강순실비집,서울특별시 종로구 청계천로 77 1F,해산물 요리,,,10:00 - 22:00,4.1,11,"낙지볶음,택배,생활의달인,계란찜,낙지,"
온순씨,서울특별시 은평구 증산로15가길 16,,,,,,3,
을지로양대장,서울특별시 중구 수표로 54-1 2F,고기 요리,대창(150g),10500,17:00 - 01:00,4.3,9,"고깃집,"
소울브레드,서울특별시 서초구 바우뫼로7길 27 동양상가,베이커리,,,화-금: 12:00 - 20:00 토: 12:00 - 17:00,4.5,88,"앙버터,2020망고플레이트인기맛집,2018 인기,오레오 디저트,베이커리,빵집추천,빵집,베이커리추천,"
홍대돈부리,서울특별시 도봉구 도봉로110길 9,돈부리 / 일본 카레 / 벤토,,,11:00 - 21:00,,6,"돈부리,"
대관령메밀막국수자연샤브샤브,서울특별시 마포구 동교로 197,탕 / 찌개 / 전골,,,11:00 - 22:30,4.3,23,"샤브샤브,채식메뉴,"
끽비어컴퍼니,서울특별시 중구 을지로 157 대림상가 3F,치킨 / 호프 / 펍,,,월-금: 17:00 - 23:00 토: 15:00 - 23:00,4.2,17,"2020망고플레이트인기맛집,술집추천,"
촌닭,서울특별시 금천구 독산로 346,닭 / 오리 요리,,,,,1,
샐러드프린세스,서울특별시 성북구 화랑로13길 42,기타 양식,,,09:00 - 21:00,4.1,31,"샐러드,2020망고플레이트인기맛집,브런치,"
명륜 왕만두,서울특별시 종로구 성균관로 4-2,한정식 / 백반 / 정통 한식,,,11:00 - 02:00,4.1,8,"만두,군만두,"
몽중인,서울특별시 관악구 관악로14가길 13 1F,기타 중식,마라탕,15000,18:00 - 03:00,3.6,47,"샤로수길,중식,2018 인기,서울대,마라탕,술 마시기 좋은 중식,Seoul National University,"
초가집부뚜막청국장,서울특별시 양천구 오목로 184-1,탕 / 찌개 / 전골,,,10:00 - 22:00,,2,"청국장,"
내사랑,서울특별시 서대문구 이화여대2길 37,카페 / 디저트,,,일-목: 12:00 - 19:00 금-토: 12:00 - 20:00,4.2,9,
쌍문동커피,서울특별시 도봉구 도봉로116길 5,카페 / 디저트,,,월-금: 10:00 - 23:00 토-일: 10:30 - 23:00,4.2,8,
더라운드,서울특별시 강남구 선릉로148길 37 1F,정통 중식 / 일반 중식,,,월-토: 11:30 - 22:00 일: 11:30 - 21:30,4.3,21,"Hottest Restaurants,핫플레이스,2017 인기,탕수육,발렛가능,가족과,"
씨푸드박스,서울특별시 강동구 구천면로 149 호성빌딩,시푸드 요리,,,월-금: 18:00 - 01:00 토-일: 17:00 - 01:00,,11,"씨푸드,테이스티로드,조개찜,해산물맛집,랍스타,"
도네누,서울특별시 구로구 경인로47길 22,고기 요리,,,14:00 - 02:00,,2,"삼겹살,"
네키드윙즈,서울특별시 용산구 녹사평대로 174-11,기타 양식,,,월-목: 16:30 - 22:50 금-일: 11:30 - 22:50,4.4,112,"2020망고플레이트인기맛집,Visa프리미엄할인2배,EAT딜있는식당,수요미식회,치킨,"
라샌독오스테리아,서울특별시 용산구 이태원로54길 62-9 1F,기타 양식,,,화-토: 11:30 - 21:00 일: 12:00 - 19:00,4.2,16,"파스타,2020망고플레이트인기맛집,"
꺾새숯불꼼장어,서울특별시 구로구 디지털로32나길 23,해산물 요리,,,16:00 - 04:00,,4,"장어,"
미스리부자아줌마,서울특별시 관악구 남부순환로 1802 관악캠퍼스타워 1F,해산물 요리,보쌈 (실속),21000,10:00 - 01:00,4.3,39,"단체석,Bossam,굴요리,서울대,2020망고플레이트인기맛집,보쌈,모듬전,Seoul National University,막걸리,"
로바타탄요,서울특별시 강남구 압구정로28길 49 109호,정통 일식 / 일반 일식,야채모듬5종,15000,18:00 - 01:00,4.7,69,"술집추천,2020망고플레이트인기맛집,"
소와연어,서울특별시 은평구 연서로27길 20-4,고기 요리,,,18:00 - 03:00,,4,
BAR CHAM,서울특별시 종로구 자하문로7길 34,칵테일 / 와인,,,19:00 - 03:00,4.3,15,"2020망고플레이트인기맛집,술집추천,데이트,"
쭈꾸미달인,서울특별시 노원구 상계로 71-1,해산물 요리,,,16:00 - 01:30,3.0,19,"볶음밥,식신로드,노원역맛집,연탄불,쭈꾸미,삼겹살,볶음,"
오브리브드,서울특별시 강북구 한천로124나길 1,카페 / 디저트,,,월-금: 08:00 - 20:30 토: 09:00 - 20:00,,2,
스시혼,서울특별시 도봉구 도봉로110길 8,회 / 스시,,,11:30 - 21:30,3.0,45,"다찌,초밥,줄서서먹는,연어,회,냉모밀,강북저렴이스시,도봉구맛집,콜키지가능,웨이팅,"
이상한떡볶이집,서울특별시 동대문구 휘경로2가길 6,기타 양식,,,11:00 - 21:00,4.0,19,"크림스파게티,떡볶이,떡볶이,김치볶음밥,파스타,"
아리차이,서울특별시 관악구 신림동길 4,정통 중식 / 일반 중식,,,월-금: 11:30 - 24:00 토-일: 11:30 - 22:00,3.9,15,"중국집,식신로드,찹쌀탕수육,짬뽕,상견례,정통 중식,"
마마부찌,서울특별시 동작구 만양로14길 40,탕 / 찌개 / 전골,,,10:30 - 22:00,4.0,30,"Budae Jjigae,부대찌개,무한리필,"
서귀포,서울특별시 금천구 가산로 49,고기 요리,,,00:00 - 24:00,,1,
우마카,서울특별시 강서구 마곡동로4길 15 2F,기타 일식,,,월-금: 11:00 - 23:00 토-일: 17:00 - 23:00,,1,
아모르미오,서울특별시 관악구 행운2길 20 태화빌딩 1F,,브루잉 커피,5000,"

                      식당 홈페이지로 가기
                    
",4.0,114,"서울대,Seoul National University,채식메뉴,"
3대삼계장인,서울특별시 서초구 반포대로28길 56-3 1F,탕 / 찌개 / 전골,,,11:30 - 22:00,4.1,12,"2020망고플레이트인기맛집,삼계탕,"
대림동삼거리먼지막순대국,서울특별시 영등포구 시흥대로185길 11,탕 / 찌개 / 전골,,,08:00 - 21:00,3.9,21,"생방송투데이,맛있는녀석들,백년가게,오래된한식당,순대국밥,수요미식회,"
포비,서울특별시 종로구 종로3길 17 디타워 1F,카페 / 디저트,에스프레소,3500,월-금: 08:00 - 22:30 토-일: 10:00 - 22:30,4.3,170,"베이글,2020망고플레이트인기맛집,광화문,종로,플랫화이트,카페,2018 인기,Café,"
소희네,서울특별시 강북구 도봉로10길 67,카페 / 디저트,,,10:00 - 유동적,,4,
영진마라탕,서울특별시 마포구 도화길 43 삼보나눔빌딩 2F 201호,기타 중식,,,,4.4,12,
키읔피읖,서울특별시 강동구 진황도로 6,카페 / 디저트,,,11:00 - 22:00,,4,
와인주막차차,서울특별시 영등포구 국제금융로2길 37 S-TRENUE,칵테일 / 와인,,,11:00 - 01:00,3.5,8,
로기스커피,서울특별시 중랑구 겸재로 172-1,카페 / 디저트,,,,,2,
아웃백스테이크하우스,서울특별시 강동구 올림픽로 660,패밀리 레스토랑,,,,,3,"아이와함께,스테이크,"
파파라멘,서울특별시 중랑구 사가정로50길 5,라멘 / 소바 / 우동,,,11:30 - 23:00,,12,"라멘,돈까스,"
등촌샤브칼국수,서울특별시 양천구 목동서로 35 목동프라자 2F,탕 / 찌개 / 전골,,,11:00 - 22:00,,3,"채식메뉴,칼국수,"
25카츠,서울특별시 금천구 벚꽃로 298 대륭포스트타워,까스 요리,,,11:00 - 21:00,,6,"돈까스,철판,까스 요리,돈카츠,식신원정대,"
강촌쌈밥,서울특별시 종로구 평창30길 9,한정식 / 백반 / 정통 한식,,,11:30 - 20:00,4.1,7,"편육,토속적인,쌈밥,쌈밥집,"
이나니와요스케,서울특별시 중구 을지로 6,라멘 / 소바 / 우동,세이로 간장츠유 (런치),8000,11:00 - 23:00,4.3,147,"일식,2018 인기,2020망고플레이트인기맛집,명동,Udon,수요미식회,식객,우동,우동맛집,냉우동,"
신선설농탕,서울특별시 강동구 천호대로 1201 1F,탕 / 찌개 / 전골,,,07:00 - 23:00,,2,"설렁탕,24시,"
말뚝곱창,서울특별시 구로구 시흥대로 571 부호빌딩,고기 요리,,,월-금: 17:00 - 04:00 토-일: 17:00 - 02:00,3.1,28,"김치찌개,곱창,생방송투데이,소곱창,오비라거곰세권매장,"
찬장,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 B2,한정식 / 백반 / 정통 한식,,,11:00 - 22:00,,11,
수유 192번지,서울특별시 강북구 한천로139나길 22,고기 요리,,,14:00 - 24:00,,2,
