name,address,category,main_mn,price,opng_tm,rating,rvw_cnt,tags
제이든,서울특별시 강서구 마곡중앙8로 90 마곡아이파크 217호,카페 / 디저트,,,10:00 - 22:00,,5,
본쁠리,서울특별시 강북구 오패산로30길 73 1F,카페 / 디저트,,,월-목: 12:00 - 22:00 금-토: 12:00 - 23:00,,2,
카페 달력,서울특별시 은평구 연서로18길 28-2,카페 / 디저트,,,10:00 - 22:00,3.7,8,
라 쿠치나,서울특별시 용산구 회나무로44길 10,이탈리안,,,12:00 - 22:00,4.3,20,"이탈리안,콜키지가능,발렛가능,"
사월식당,서울특별시 광진구 자양로4길 12-1,회 / 스시,,,18:00 - 01:00,4.0,25,"술집추천,"
천진분식,서울특별시 서대문구 이화여대5길 7,딤섬 / 만두,,,,4.2,16,"2020망고플레이트인기맛집,"
EDEN,서울특별시 송파구 백제고분로7길 24-13 201호,카페 / 디저트,,,11:00 - 24:00,3.7,8,
수정불막창,서울특별시 은평구 연서로29길 11-9,고기 요리,,,16:00 - 24:00,,9,"주먹밥,막창,특별한세상,계란찜,곱창,숯불,"
몬스터플레이스,서울특별시 용산구 청파로43길 70,기타 양식,,,,4.3,18,"2020망고플레이트인기맛집,"
카페미르,서울특별시 강북구 한천로 988,카페 / 디저트,,,,,1,
와레와레쿡,서울특별시 동대문구 망우로21길 52 춘태빌딩 A동 101호,이자카야 / 오뎅 / 꼬치,,,17:30 - 02:00,,9,"초밥,"
노량진할머니왕파전,서울특별시 동작구 만양로 90 2F,한정식 / 백반 / 정통 한식,,,17:00 - 02:00,3.9,14,"2020망고플레이트인기맛집,술집추천,Pajeon,파전,"
스시박사,서울특별시 노원구 상계로 64,회 / 스시,,,11:40 - 23:00,,4,"연어,바자리,초밥,회,"
도우룸,서울특별시 서초구 동광로 99 2F,기타 양식,그릴드 시저 샐러드,15000,11:30 - 22:00,4.4,92,"이탈리안,핫플레이스,2017 인기,베스트이탈리안,데이트,2020망고플레이트인기맛집,수요미식회,리조또,뇨끼,Hottest Restaurants,"
소풍가는날,서울특별시 관악구 봉천로 605,기타 한식,밥도둑김밥,4000,화-금: 07:00 - 20:30 토-일: 08:00 - 19:00,4.5,49,"2020망고플레이트인기맛집,"
먼데이블루스,서울특별시 서초구 강남대로53길 11 서초동삼성쉐르빌2 1F,칵테일 / 와인,,,18:00 - 01:00,4.0,18,"이탈리안,술집추천,데이트,콜키지무료,콜키지가능,파스타,"
지노스뉴욕피자,서울특별시 강남구 선릉로155길 15,기타 양식,,,일-금: 12:00 - 21:00 토: 12:00 - 22:00,4.3,60,"Hot Spot,핫플레이스,2018 인기,2020망고플레이트인기맛집,EAT딜있는식당,Visa프리미엄할인2배,"
삼정하누,서울특별시 강남구 봉은사로26길 12,고기 요리,,,11:00 - 23:00,4.3,15,"고깃집,2020망고플레이트인기맛집,수요미식회,"
황주집,서울특별시 강북구 한천로134길 13,고기 요리,,,13:00 - 00:30,3.6,29,"곱창,대창,소곱창,테이스티로드,고깃집,"
또래오래,서울특별시 도봉구 노해로63가길 22 103호,닭 / 오리 요리,,,,,3,
롱타임노씨,서울특별시 영등포구 당산로45길 13 2F,기타 양식,,,월-금: 16:00 - 03:00 토-일: 15:00 - 03:00,3.4,8,
풀잎채,서울특별시 금천구 디지털로10길 9 6F,뷔페,,,월-금 : 11:00 - 20:30 토-일: 10:30 - 21:00,,5,"셀프코너,아이스크림,아이와함께,한식뷔페,뷔페,채식메뉴,"
삼미제면,서울특별시 관악구 관악로14길 50,라멘 / 소바 / 우동,,,수,3.6,16,
더은교,서울특별시 관악구 봉천로 600-1,카페 / 디저트,마카롱,2300,11:00 - 20:00,4.2,178,"발렌타인데이,Macaron,서울대,레몬,디저트,마카롱맛집,카페,2018 인기,밸런타인데이 선물,2020망고플레이트인기맛집,"
유성관,서울특별시 동대문구 경희대로3길 30,고기 요리,,,10:00 - 22:00,,11,
미분당,서울특별시 서대문구 연세로5길 26-7,베트남 음식,,,11:00 - 21:00,4.0,73,"혼밥,쌀국수,"
고기파티,서울특별시 노원구 중계로12길 6 대성빌딩,고기 요리,,,11:00 - 23:00,,1,
쌍다리돼지불백,서울특별시 성북구 성북로23길 4,한정식 / 백반 / 정통 한식,,,09:00 - 21:30,3.3,30,"기사식당Top5,"
누하동 주스바,서울특별시 종로구 필운대로 42,카페 / 디저트,,,월-금: 08:30 - 20:00 토: 10:00 - 22:00,4.2,7,
세상의모든아침,서울특별시 영등포구 여의대로 24 전경련회관 스카이팜 50-51F,브런치 / 버거 / 샌드위치,,,09:00 - 23:00,3.7,90,"인생샷,아이와함께,브런치,"
백만불식품,서울특별시 중구 창경궁로5길 34-12,일반 주점,,,,4.3,6,
진미각,서울특별시 중랑구 겸재로 225,정통 중식 / 일반 중식,,,10:30 - 22:00,,3,
미완성식탁,서울특별시 마포구 망원로6길 37 1F,,,,"








",4.2,136,"2020망고플레이트인기맛집,에디터,Macaron,망원동,타르트,밸런타인데이 선물,카페,2018 인기,Hottest Restaurants,Café,"
뽕족,서울특별시 강남구 테헤란로2길 32,고기 요리,,,12:00 - 22:30,4.3,12,"고깃집,"
모소리,서울특별시 성북구 삼양로 13,고기 요리,,,,4.1,6,"고깃집,"
쁘띠크로아상,서울특별시 중랑구 신내역로1길 142 신내우디안3단지 1F,베이커리,,,,,1,
크래프트한스,서울특별시 양천구 오목로 329-2,치킨 / 호프 / 펍,,,,,1,
대한닭발1979,서울특별시 동대문구 장한로 116,닭 / 오리 요리,,,17:00 - 06:00,,8,"Dakbal,닭발,국물닭발,주먹밥,굿모닝대한민국,"
창신동매운족발,서울특별시 성북구 한천로78길 52,고기 요리,,,15:00 - 02:00,3.6,11,"고깃집,족발,"
방학동이야기,서울특별시 도봉구 도봉로146길 40,기타 한식,,,18:30 - 02:00,,1,
대우부대찌개,서울특별시 강남구 테헤란로25길 34,탕 / 찌개 / 전골,부대찌개,11000,월-금: 11:00 - 21:30 토-일: 11:30 - 21:30,4.5,164,"2018 인기,부대찌개,Budae Jjigae,라면,맛있는녀석들,2020망고플레이트인기맛집,한식,서울,역삼역,미나리,"
초밥좋은날,서울특별시 성북구 동소문로20길 32,회 / 스시,,,일-목: 11:30 - 23:30 금-토: 11:30 - 01:00,3.6,41,"성신여대,회,초밥,"
메이크샐러드,서울특별시 동대문구 휘경로2길 16 1F,기타 양식,,,월-금: 10:30 - 21:30 토: 11:00 - 20:00,3.9,14,"경희대,한국외대,Hankuk University of Foreign Studies,연어,샐러드,채식메뉴,"
유유자적,서울특별시 강동구 천호대로168가길 52,카페 / 디저트,,,10:00 - 22:00,,3,
노다지,서울특별시 관악구 관악로16길 36 2F,치킨 / 호프 / 펍,,,일-목: 18:00 - 02:00 금-토: 18:00 - 03:00,4.2,7,"술집추천,"
갈리나데이지,서울특별시 종로구 자하문로13길 1-4,이탈리안,풍기,24000,12:00 - 24:00,4.3,126,"파스타,이탈리안,2017 인기,베스트이탈리안,크림파스타,와인,2020망고플레이트인기맛집,테이스티로드,코스요리,Tongin-dong,"
모이리타,서울특별시 성북구 인촌로24길 20 2F,이탈리안,,,11:00 - 20:30,3.6,27,"이탈리안,파스타,"
초류향,서울특별시 중구 다동길 24-10,정통 중식 / 일반 중식,굴짬뽕,7500,11:00 - 22:00,4.2,7,
유리연구소,서울특별시 강동구 상암로 76 1F,일반 주점,,,금: 20:00 - 03:00 토: 16:00 - 03:00 일: 16:00 - 22:00,,3,
스시이마,서울특별시 은평구 역말로 49-1 1F,회 / 스시,런치 코스,30000,"








",4.6,21,"2020망고플레이트인기맛집,데이트,"
윤씨네족보,서울특별시 노원구 노해로83길 18-10,고기 요리,,,14:30 - 03:00,,6,"매운족발,평화로운,족발,보쌈,"
스시다네,서울특별시 강북구 한천로131길 29,회 / 스시,,,11:30 - 23:00,,7,"칸막이,알려지지않은,회,초밥,간장새우,사시미,"
제뉴어리피크닉,서울특별시 성북구 창경궁로43길 26,카페 / 디저트,,,,3.8,10,
칸텐,서울특별시 노원구 동일로186길 53-50,베이커리,,,11:00 - 22:00,,2,
레드어니언,서울특별시 마포구 독막로 250 1F,퓨전 양식,,,12:00 - 23:00,4.2,9,
삼숙이갈비,서울특별시 금천구 벚꽃로 308,고기 요리,,,월-금: 11:00 - 02:00 토-일: 11:00 - 02:00,,1,
김여사네국수,서울특별시 강동구 천호대로162길 19,국수 / 면 요리,,,,,4,
헤비로테이트,서울특별시 영등포구 도신로19길 22,카페 / 디저트,,,12:00 - 21:00,4.1,15,"2020망고플레이트인기맛집,"
올댓피자,서울특별시 중구 다산로40길 15 1F,기타 양식,,,토: 11:00 - 22:30 일-금: 11:00 - 06:30,4.2,5,
등촌샤브칼국수,서울특별시 강동구 암사길 111,국수 / 면 요리,,,10:00 - 22:00,,6,"얼큰한,샤브샤브,볶음밥,칼국수,채식메뉴,"
태양커피,서울특별시 서초구 서초대로25길 55 1F,카페 / 디저트,,,월-금: 09:00 - 21:00 토-일: 12:00 - 21:00,4.1,115,"2020망고플레이트인기맛집,내방역,플랫화이트,카푸치노,"
포데이,서울특별시 중랑구 신내로1길 6,베트남 음식,,,,,1,"베트남 음식,쌀국수,"
마실,서울특별시 양천구 목동서로 387,한정식 / 백반 / 정통 한식,,,11:30 - 22:00,,4,"한정식,"
인자칼국수,서울특별시 강북구 도봉로76길 24,국수 / 면 요리,,,,,0,
허유산,서울특별시 송파구 올림픽로 240 롯데월드몰 B1,카페 / 디저트,,,10:00 - 22:00,3.7,12,"잠실,카페,"
미분당,서울특별시 서대문구 연세로5다길 35,베트남 음식,차돌박이 쌀국수,8000,11:00 - 21:00,4.0,265,"국수,쌀국수,국물,조용,웨이팅,깨끗하다,소스,혼자,고기,분위기,"
누하의숲,서울특별시 종로구 옥인3길 5-1,정통 일식 / 일반 일식,치킨남방정식,12000,11:30 - 23:30,4.1,139,"일본,가정식,깨끗하다,런치,분위기,정갈한,푸딩,"
허브족발,서울특별시 영등포구 당산로48길 6,고기 요리,앞다리족발,39000,16:00 - 23:30,4.7,130,"족발,"
돈짱맛짱,서울특별시 관악구 남현1길 68-14,고기 요리,,,11:00 - 01:00,3.6,28,"김치,사당,삼겹살,볶음밥,Samgyeopsal,생생정보통,"
외고집설렁탕,서울특별시 강남구 선릉로64길 15 알앤텍빌딩 1F,탕 / 찌개 / 전골,설렁탕,11000,11:00 - 21:00,4.5,88,"설렁탕,깨끗하다,국물,수육,"
오헨,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 1F,베이커리,크로와상,3300,12:00 - 19:00,4.5,73,"크루아상,2020망고플레이트인기맛집,2018 인기,베이커리,빵집추천,빵집,베이커리추천,"
억조,서울특별시 종로구 종로35길 21-8,해산물 요리,,,12:00 - 22:00,4.1,5,"맛있는녀석들,"
알촌,서울특별시 광진구 능동로16길 48,한정식 / 백반 / 정통 한식,,,09:00 - 20:30,3.4,9,
커피바이,서울특별시 송파구 백제고분로17길 56,카페 / 디저트,,,,3.9,13,
마포족발순대국,서울특별시 구로구 경인로 661,고기 요리,,,10:00 - 24:00,,4,"족발,순대국밥,"
도원,서울특별시 중구 소공로 119 더 플라자 3F,정통 중식 / 일반 중식,제비집요리 (1인),96000,11:30 - 22:00,4.2,14,"Jjamppong,탕수육,정통 중식,샥스핀,수요미식회,홀릭 시크릿,시청역,중식당,상견례,콜키지가능,"
고호비,서울특별시 노원구 동일로186길 77-17 1F,카페 / 디저트,,,,,8,"마카롱,"
레더라,서울특별시 중구 세종대로 136 서울파이낸스빌딩 B1,카페 / 디저트,레더라프랄린 (4P),13000,월-금: 08:00 - 23:00 토-일: 11:00 - 22:00,3.9,59,"광화문,초콜릿디저트,서울파이낸스센터,수제초콜릿,태평로디저트맛집,음료,초콜릿,"
생고기삼백,서울특별시 강북구 한천로 1003,고기 요리,,,11:30 - 24:00,,1,"소고기,많은반찬,정육식당,생고기,"
대만야시장포차,서울특별시 구로구 디지털로27길 52 2F,일반 주점,,,,,0,
개인공간,서울특별시 중랑구 송림길 12 1F,카페 / 디저트,,,12:00 - 21:00,,4,
버터밀크,서울특별시 마포구 와우산로 130,브런치 / 버거 / 샌드위치,버터밀크 팬케익 세트,7800,10:00 - 16:00,4.3,196,"강북,2018 인기,홍익대,브런치,Hongik University,Pancakes,수프,서울,홍대,2020망고플레이트인기맛집,"
모티프커피바,서울특별시 마포구 포은로 46,카페 / 디저트,,,11:00 - 22:00,4.2,8,"2020망고플레이트인기맛집,"
미즈컨테이너,서울특별시 중구 장충단로13길 20 현대시티아울렛 B1,퓨전 양식,,,일-수: 11:00 - 22:00 목-토: 11:00 - 23:00,3.9,27,"2020망고플레이트인기맛집,파스타,피자,"
구이명가,서울특별시 금천구 가산디지털2로 138-9,기타 한식,,,,,0,"삼겹살,김치,다양한반찬,구이,"
누들아한타이,서울특별시 성북구 화랑로13길 10,베트남 음식,,,10:30 - 21:00,3.7,8,"쌀국수,"
르미엘,서울특별시 마포구 동교로38길 12,이탈리안,,,일-목: 12:00 - 01:00 금-토: 12:00 - 02:00,4.2,20,"이탈리안,2020망고플레이트인기맛집,콜키지가능,피자,"
파술타,서울특별시 은평구 통일로 889 국용빌딩 1F 101호,일반 주점,,,17:00 - 02:00,,7,
미미초밥,서울특별시 금천구 시흥대로 192,회 / 스시,,,11:30 - 24:00,,2,"초밥,"
고도식,서울특별시 송파구 백제고분로45길 28,고기 요리,,,17:00 - 24:00,3.6,21,
대박전집,서울특별시 노원구 동일로182길 37-79,한정식 / 백반 / 정통 한식,,,,,1,
애성회관,서울특별시 중구 남대문로5길 23,탕 / 찌개 / 전골,한우수육,45000,월-금: 10:00 - 21:00 토: 10:00 - 20:00,4.4,101,"강북,2018 인기,곰탕,식신로드,서울로7017,2020망고플레이트인기맛집,수육,한식,서울,한우곰탕,"
릿잇타미,서울특별시 서초구 방배천로2안길 31 1F,브런치 / 버거 / 샌드위치,,,월-토: 11:30 - 22:00 일: 11:30 - 20:00,4.2,86,"2020망고플레이트인기맛집,EAT딜있는식당,Visa프리미엄할인2배,수제버거,"
일월생,서울특별시 도봉구 해등로 180,카페 / 디저트,,,월-금: 11:00 - 22:00 토-일: 11:00 - 21:00,,6,
이와타,서울특별시 영등포구 국제금융로6길 33 B1,라멘 / 소바 / 우동,,,,3.9,8,
킷사서울,서울특별시 관악구 남부순환로226길 31 2F,퓨전 일식,,,15:00 - 17:00,3.7,31,
최신족발,서울특별시 광진구 아차산로29길 63,고기 요리,,,14:00 - 02:00,3.7,24,"고깃집,생생정보통,순대,건대,건대한식집,숯불,순대국,족발,건국대,순대국밥,"
고기굽는베베,서울특별시 도봉구 도봉로 723,고기 요리,,,,,3,
상미규카츠,서울특별시 성북구 동소문로20길 39,정통 일식 / 일반 일식,,,12:00 - 01:00,3.0,14,"돈까스,"
요다래,서울특별시 강동구 성안로3길 96,라멘 / 소바 / 우동,,,11:30 - 21:30,4.0,12,
서궁,서울특별시 영등포구 국제금융로 78 홍우빌딩 1F,정통 중식 / 일반 중식,볶음밥,5500,11:00 - 21:30,3.8,38,"여의도,직장인,회식,정통 중식,탕수육,중국집,짬뽕,포장가능,식신로드,만두,"
재인,서울특별시 서대문구 연희로25길 72,카페 / 디저트,,,12:30 - 19:00,4.2,29,
소담촌,서울특별시 구로구 경인로 397 골든타워빌딩 2F,탕 / 찌개 / 전골,,,11:00 - 22:00,,2,"채식메뉴,"
언차일드,서울특별시 동대문구 회기로 194,카페 / 디저트,,,,3.4,6,
락희안,서울특별시 서대문구 가재울로4길 53,정통 중식 / 일반 중식,,,11:30 - 21:30,4.2,7,"중국집,정통 중식,깐풍기,화교,짬뽕,"
아는포차,서울특별시 동작구 동작대로7길 10,전통 주점 / 포차,,,17:00 - 02:00,3.9,21,"술집추천,실내포차,사당,닭볶음탕,한식 주점,전통 주점,"
교양식사,서울특별시 용산구 이태원로 238-1,정통 일식 / 일반 일식,,,월-토: 17:00 - 24:00 일: 17:00 - 23:00,4.3,24,"2020망고플레이트인기맛집,2020빕구르망,"
구삼이,서울특별시 구로구 도림로14길 10,고기 요리,,,,,1,
카페뜻밖,서울특별시 강북구 인수봉로 166,카페 / 디저트,,,화-금: 12:00 - 22:00 토: 13:00 - 22:00 일: 13:00 - 21:00,,0,
언니네함바그,서울특별시 동대문구 휘경로 6-8,기타 일식,,,11:00 - 21:00,4.0,54,"경희대,한국외대,2020망고플레이트인기맛집,Hankuk University of Foreign Studies,함박 스테이크,"
미스터쭈꾸미와동태세상,서울특별시 강북구 4.19로 15,해산물 요리,,,,,2,
아모르버터,서울특별시 양천구 오목로48길 12,카페 / 디저트,,,12:00 - 19:00,3.8,14,"마카롱,"
야키토리묵,서울특별시 마포구 성미산로 165-1 1F,이자카야 / 오뎅 / 꼬치,,,"

                      식당 홈페이지로 가기
                    
",4.2,27,"2020망고플레이트인기맛집,술집추천,"
푸다기,서울특별시 관악구 낙성대로 13,닭 / 오리 요리,,,월-토: 16:30 - 04:00 일: 15:00 - 02:00,3.8,14,"치킨,술집추천,오븐치킨,"
세미온,서울특별시 관악구 호암로22길 81,카페 / 디저트,,,11:00 - 22:00,3.7,21,"치즈케이크,수제케이크,케이크,"
유자유김치떡볶이,서울특별시 성북구 인촌로24길 47,기타 한식,,,11:30 - 02:00,3.4,74,"떡볶이,떡볶이,김치,"
브로이하우스바네하임,"서울특별시 노원구 공릉로32길 54 고려빌딩 1, 2F",치킨 / 호프 / 펍,,,15:00 - 01:00,3.8,15,"수요미식회,생활의달인,노원,치킨,술집추천,서울여대,수제맥주,"
VVERTIGO,서울특별시 영등포구 국제금융로 10 콘래드 서울 9F,칵테일 / 와인,,,,3.4,4,
은호초밥,서울특별시 광진구 동일로20길 83,회 / 스시,,,11:30 - 24:00,3.1,36,"회,초밥,연어회,연어,오비라거곰세권매장,"
팔레드 신,서울특별시 중구 퇴계로 67 6F,정통 중식 / 일반 중식,,,07:00 - 23:00,4.8,41,"2020망고플레이트인기맛집,"
랑꼬뉴,서울특별시 강남구 도산대로25길 37,카페 / 디저트,,,"월, 화",4.5,91,"2020망고플레이트인기맛집,"
테일러커피,서울특별시 마포구 와우산로27길 7,카페 / 디저트,아메리카노,5500,11:30 - 23:00,4.3,148,"Flat White,홍익대,2020망고플레이트인기맛집,카페,2018 인기,Café,아이스라떼,Hongik University,콜드브루,플랫화이트,"
설빙,서울특별시 광진구 아차산로 229,카페 / 디저트,,,10:00 - 22:30,3.0,54,"빙수,치즈빙수,테이스티로드,인절미빙수,토스트,인절미,"
충무로쭈꾸미불고기,서울특별시 중구 퇴계로31길 11,해산물 요리,주꾸미 (1인),18000,월-금: 12:00 - 22:00 토: 12:00 - 21:30,4.0,56,"쭈꾸미,Jjukkumi Bokkeum,최자로드,4호선,충무로,수요미식회,2020빕구르망,볶음,볶음밥,"
레호이,서울특별시 용산구 소월로38가길 5 1F,베트남 음식,반쎄오,16000,12:00 - 22:00,4.3,182,"쌀국수,베트남음식,분짜,이태원,숨은맛집,수요미식회,Vietnamese,Itaewon,세계음식,2017 인기,"
봉자마라탕,서울특별시 광진구 동일로18길 22,기타 중식,,,11:00 - 01:00,4.1,26,"최자로드,"
일미집,서울특별시 용산구 후암로 1-1,탕 / 찌개 / 전골,,,11:00 - 21:30,4.1,44,"오래된한식당,2020망고플레이트인기맛집,수요미식회,"
전봇대곱창,서울특별시 영등포구 영등포로 369,고기 요리,소곱창,22000,17:00 - 02:00,4.3,13,"곱창,고깃집,"
목포집,서울특별시 강남구 강남대로152길 24,탕 / 찌개 / 전골,닭볶음탕 (중),30000,11:30 - 24:00,4.3,182,"볶음,닭볶음탕,국물,달다,볶음밥,신사동,감자,떡볶이,볶다,"
조선화로집,서울특별시 구로구 경인로 572 스타팰리스 1F,고기 요리,,,11:00 - 23:00,,4,
칠리엔,서울특별시 구로구 디지털로 288 대륭 포스트타워1차 B1,베트남 음식,,,,,4,"쌀국수,"
아라기,서울특별시 동대문구 고미술로 71,베트남 음식,,,,,6,
OTR,서울특별시 동대문구 이문로9가길 35,카페 / 디저트,,,,,1,
라무진,서울특별시 영등포구 여의대방로65길 17,기타 중식,,,월-금: 15:00 - 02:00 토-일: 14:00 - 23:00,4.1,8,"고깃집,"
더파크뷰,서울특별시 중구 동호로 249 서울신라호텔 1F,뷔페,아침 뷔페 (성인),59000,월-금: 12:00 - 21:30 토-일: 11:30 - 21:30,4.5,133,"2020망고플레이트인기맛집,뷔페,아이와함께,호텔뷔페,서울,2018 인기,강북,2017 인기,"
매란방,서울특별시 중랑구 용마산로 623 1F,정통 중식 / 일반 중식,,,11:00 - 21:40,,4,
비전스트롤,서울특별시 마포구 망원로 61,카페 / 디저트,,,,4.5,35,"2020망고플레이트인기맛집,초콜릿디저트,"
와겐,서울특별시 도봉구 도봉로150마길 15,,,,,3.4,7,
가랑누룽지삼계탕,서울특별시 양천구 목동동로12길 23,탕 / 찌개 / 전골,,,11:00 - 22:00,,5,"삼계탕,"
봉추찜닭,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 6F,닭 / 오리 요리,,,11:00 - 21:40,,8,"디큐브시티,찜닭,"
양철북,서울특별시 강동구 성내로 62,고기 요리,,,,,7,"곱창,발레파킹,입소문,양대창,양곱창,막창,"
솔방천,서울특별시 강북구 한천로144길 75,탕 / 찌개 / 전골,,,11:30 - 22:30,,5,
라화쿵부,서울특별시 광진구 아차산로30길 42,기타 중식,,,10:00 - 04:00,3.0,32,"채식메뉴,"
참맛깔곱창,서울특별시 중랑구 면목로74길 7,닭 / 오리 요리,,,11:00 - 23:30,,7,"곱창,6시내고향,야채곱창,"
오레노라멘,서울특별시 마포구 독막로6길 14,라멘 / 소바 / 우동,토리빠이탄,8000,11:30 - 21:00,4.6,417,"합정역,일본라멘,서울,2018 인기,강북,일식,2020망고플레이트인기맛집,홍대,2020빕구르망,라멘,"
군산오징어,서울특별시 송파구 삼학사로 101,해산물 요리,오징어불고기 (2인),20000,11:30 - 01:00,3.6,70,"맵다,오징어,튀김,고기,불고기,"
숑디 인 오하라,서울특별시 성북구 보문로30길 80,카페 / 디저트,,,월-토: 12:00 - 23:00 일: 12:00 - 22:00,3.0,11,
육식예찬,서울특별시 구로구 디지털로32나길 17-19,고기 요리,,,17:00 - 24:00,,4,
레스이즈모어,서울특별시 성북구 개운사길 42-3,카페 / 디저트,,,월-금: 10:00 - 24:00 토-일: 10:00 - 22:00,3.5,14,
주아드라비 카페,서울특별시 강서구 공항대로 247 퀸즈파크나인 B동 1F 131호,,,,,,0,
고흥순대국머리고기,서울특별시 광진구 아차산로34길 18,탕 / 찌개 / 전골,,,월-토: 11:00 - 02:00 일: 11:00 - 23:00,3.5,31,"순대국밥,건국대,전국,"
클래시빈,서울특별시 양천구 목동서로 155 목동파라곤상가 1F,카페 / 디저트,,,08:30 - 22:30,3.4,16,"목동,"
해룡마라룽샤,서울특별시 광진구 동일로18길 36,기타 중식,매운가재,30000,12:00 - 24:00,4.4,66,"2020망고플레이트인기맛집,건대 차이나타운,술집추천,건국대,"
파스타인카페,서울특별시 강서구 마곡중앙2로 15 테크노타워2 201호,기타 양식,,,,,6,
베트남노상식당,서울특별시 노원구 광운로 46 대동아파트상가 112-113호,베트남 음식,,,11:00 - 23:00,,7,
박용석스시,서울특별시 구로구 디지털로34길 43,회 / 스시,,,11:00 - 06:00,,8,"초밥,"
고봉삼계탕,서울특별시 영등포구 국회대로72길 5 플렉시움,탕 / 찌개 / 전골,,,11:00 - 22:00,3.7,13,"삼계탕,"
소담촌,서울특별시 강북구 월계로 3 덕신빌딩 5F,탕 / 찌개 / 전골,,,,,3,
송추가마골인어반,서울특별시 영등포구 국제금융로2길 25,고기 요리,,,11:00 - 22:00,4.1,23,"갈비탕,직장인,회식,여의도,여의도 벚꽃축제,고깃집,Yeouido Spring Flower Festival,냉면,"
한라의집,서울특별시 종로구 새문안로9길 29-1,한정식 / 백반 / 정통 한식,,,11:30 - 22:00,4.3,8,
삼호복집,서울특별시 서초구 강남대로51길 5 기서빌딩,해산물 요리,,,11:00 - 22:00,4.3,6,"복어,발렛가능,"
다채,서울특별시 동작구 상도로52길 28,한정식 / 백반 / 정통 한식,,,11:30 - 22:00,,8,"채식메뉴,"
리틀빅토리,서울특별시 마포구 연희로1길 41,카페 / 디저트,,,일,4.4,86,"마카롱,2020망고플레이트인기맛집,"
왕게수산,서울특별시 금천구 시흥대로 182 2호,해산물 요리,,,,,3,"횟집,킹크랩,대게,택배,랍스타,"
플라잉볼익스프레스,서울특별시 영등포구 영중로 15,브런치 / 버거 / 샌드위치,,,11:00 - 22:00,3.4,8,"수제버거,"
옛날 닭꼬치 사골 부대찌게,서울특별시 금천구 벚꽃로 212,기타 한식,,,,,1,
혜화양육관,서울특별시 종로구 대명1길 23,기타 중식,양스테이크갈비,24000,13:30 - 03:00,4.1,54,"저칼로리,종로 직장인 회식장소,2020망고플레이트인기맛집,고깃집,중식,2018 인기,양꼬치,꼬치,양고기,Daehak-ro,"
고씨네,서울특별시 도봉구 삼양로144길 25-11,돈부리 / 일본 카레 / 벤토,,,11:00 - 20:30,,5,"덕성여대,"
아키엠커피,서울특별시 동대문구 회기로8길 13 웰섬빌딩,카페 / 디저트,,,,,1,
성미골,서울특별시 마포구 월드컵로 121,고기 요리,,,11:30 - 24:00,4.2,13,"고깃집,생방송투데이,"
스시사케,서울특별시 은평구 서오릉로 205,회 / 스시,,,11:00 - 22:30,,1,
루소랩,서울특별시 중구 정동길 17 이화정동빌딩 1F,카페 / 디저트,,,월-금: 08:00 - 20:00 토-일: 09:00 - 20:00,4.0,57,"2020망고플레이트인기맛집,케이크,"
c27,서울특별시 양천구 목동동로 257 현대백화점 목동점 1F,카페 / 디저트,,,10:00 - 01:00,3.3,24,"현대백화점 목동점,케이크,"
삼청동수제비,서울특별시 종로구 삼청로 101-1,국수 / 면 요리,수제비,8000,11:00 - 21:00,4.1,232,"Samcheong-dong,감자전,김치,삼청동,수제비,북촌한식맛집,2020망고플레이트인기맛집,줄서서먹는,2020빕구르망,파전,"
부송국수,서울특별시 용산구 원효로25길 1,국수 / 면 요리,,,11:00 - 21:00,4.2,11,
스시쇼우,서울특별시 서초구 사평대로22길 17 2F,회 / 스시,런치 오마카세,50000,12:00 - 22:00,4.3,12,
메이드바이아린,서울특별시 관악구 관악로12길 47 대명빌딩 1F,카페 / 디저트,,,12:30 - 20:00,3.5,66,"샤로수길,케이크,마카롱,"
철남,서울특별시 성북구 개운사길 22-5,한정식 / 백반 / 정통 한식,,,월-금: 09:30 - 21:30 토-일: 10:30 - 21:30,3.5,36,
삼대냉면,서울특별시 중랑구 용마산로115길 45,국수 / 면 요리,,,11:00 - 20:30,,1,"냉면,"
유연카레,서울특별시 노원구 공릉로58길 117,돈부리 / 일본 카레 / 벤토,,,월-금: 10:30 - 20:30 토: 10:30 - 16:00,3.9,9,
스마일닭강정,서울특별시 도봉구 도봉로110아길 7 1F,닭 / 오리 요리,,,,,1,
코코플랑,서울특별시 강동구 천호대로 1089 B1 B12호,카페 / 디저트,,,09:00 - 21:00,,2,
알레스구떼,서울특별시 서대문구 연희로26길 4,베이커리,,,,3.9,8,
돈화몽,서울특별시 금천구 가산디지털1로 168,고기 요리,,,11:00 - 23:30,,1,
바람난오리궁뎅이,서울특별시 성북구 보국문로29길 15,닭 / 오리 요리,,,11:30 - 22:30,4.3,13,"숯불,오리,오리고기,2020망고플레이트인기맛집,오리주물럭,생방송투데이,누룽지,"
동아원,서울특별시 중랑구 면목로27길 77-3,정통 중식 / 일반 중식,,,11:00 - 20:30,,1,
찡떡,서울특별시 광진구 군자로 43,기타 한식,,,11:00 - 01:00,3.8,5,
선학쭈꾸미,서울특별시 노원구 상계로3길 29,해산물 요리,,,11:00 - 00:30,,1,
