p_id,group_3,group_0,group_1,group_2,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19,group_20,group_21,group_22,group_23,group_24,group_25,group_26,group_27,group_28,group_29,group_30,group_31,group_32,group_33,group_34,group_35,group_36,group_37,group_38,group_39,group_40,group_41,group_42,group_43,group_44,group_45,group_46,group_47,group_48,group_49,group_50,group_51,group_52,group_53,group_54,group_55,group_56,group_57,group_58,group_59,group_60,group_61,group_62,group_63,group_64,group_65,group_66,group_67,group_68,group_69,group_70,group_71,group_72,group_73,group_74,group_75,group_76,group_77,group_78,group_79,group_80,group_81,group_82,group_83,group_84,group_85,group_86,group_87,group_88,group_89,group_90,group_91,group_92,group_93,group_94,group_95,group_96,group_97,group_98,group_99,group_100,group_101,group_102,group_103,group_104,group_105,group_106,group_107,group_108,group_109,group_110,group_111,group_112,group_113,group_114,group_115,group_116,group_117,group_118,group_119
5153,133,0,16,3,1,0,2,0,0,19,5,21,0,19,6,2,0,0,111,12,0,0,6,0,0,2,0,2,0,5,4,0,0,0,2,0,21,2,0,24,1,1,1,1,0,34,2,1,5,0,2,3,0,0,1,1,0,0,2,4,10,1,30,0,0,0,0,5,1,0,50,0,13,8,18,3,1,5,1,0,0,0,3,0,0,8,0,2,0,0,80,0,0,20,2,1,0,0,0,0,0,0,33,31,3,1,0,3,0,52,4,4,3,0,0,0,1,1,1,0
2052,16,0,5,1,0,0,0,0,0,0,1,3,0,3,2,0,1,0,38,1,0,0,2,2,0,2,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,12,0,0,0,8,0,0,1,0,4,0,2,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,6,0,2,0,8,0,0,3,0,0,0,0,1,0,1,5,0,0,0,0,12,0,0,9,1,0,0,1,0,0,0,0,1,21,1,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0
3223,10,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,8,1,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,11,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0
3860,12,0,0,0,0,0,1,0,0,2,3,0,0,2,5,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,10,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0
4095,17,0,2,0,0,0,0,0,0,0,1,2,0,3,3,1,0,0,11,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,3,4,0,0,0,0,0,1,0
1149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386,12,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
3976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920,90,0,7,1,2,0,0,0,1,0,18,7,0,2,10,12,0,0,96,12,0,0,1,0,0,1,0,3,0,3,2,5,0,0,0,0,1,1,0,1,0,8,2,0,0,24,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,9,0,0,0,1,1,0,1,15,0,4,0,19,1,1,2,0,9,0,1,1,1,0,1,0,0,0,0,39,4,1,7,1,0,0,0,0,3,0,0,0,3,3,1,1,2,0,13,3,4,2,0,0,0,21,2,0,0
971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,53,0,0,1,0,0,0,0,0,4,4,5,0,1,1,0,0,0,34,6,1,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,7,0,2,0,6,2,0,1,0,0,1,0,0,2,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,12,0,3,0,14,0,0,1,0,0,1,0,0,0,0,4,0,8,0,0,13,1,6,8,2,0,0,0,0,0,0,0,0,9,2,0,0,0,0,4,1,5,5,0,0,0,0,0,0,0
4136,37,0,1,0,0,0,1,0,0,0,2,1,0,3,0,0,0,0,39,2,0,0,2,0,0,0,0,1,0,1,0,0,1,1,4,0,2,0,0,0,0,2,1,1,1,11,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,0,2,0,0,4,1,0,0,0,5,0,3,0,11,3,1,3,0,17,1,0,0,0,0,0,0,0,0,0,15,4,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,1,2,0,0,0,2,0,0,0
1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4491,4,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,123,0,32,5,2,0,1,0,0,0,9,11,0,8,17,2,1,0,88,5,0,0,6,0,0,7,0,2,1,3,1,0,0,3,1,0,1,4,0,7,0,5,0,0,0,24,1,0,1,0,1,0,0,0,3,2,0,0,1,0,18,1,19,0,0,0,0,0,0,0,26,0,11,1,23,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,47,0,38,27,3,0,0,1,0,1,0,1,3,24,2,0,0,0,0,25,3,9,6,0,0,0,3,0,1,0
599,6,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0
1224,6,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,32,0,3,1,0,0,0,0,0,0,0,12,0,2,19,0,1,0,7,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,0,0,0,0,0,0,0,8,0,0,0,7,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0
4627,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
93,29,0,11,3,0,0,1,0,0,1,6,6,0,2,5,0,4,0,45,2,0,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0,1,2,0,2,1,0,0,1,0,11,1,0,2,0,0,0,0,0,1,2,0,0,2,0,4,0,15,0,0,0,1,0,0,0,12,0,7,1,7,3,0,1,1,0,1,2,10,3,0,0,0,2,0,0,21,4,0,7,0,1,0,0,0,0,0,0,2,10,0,1,0,2,0,16,0,0,5,0,0,0,2,0,1,0
3102,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5070,16,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0
1123,14,0,2,0,1,0,0,0,0,0,1,0,0,7,1,0,0,0,29,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,2,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,30,4,1,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0
2829,58,2,8,0,0,0,9,0,1,0,5,4,0,3,5,0,0,0,49,3,0,0,5,0,0,1,0,1,0,2,1,0,1,0,1,0,4,1,0,3,0,2,3,0,0,4,0,0,0,0,0,0,7,0,1,0,0,0,3,1,5,0,2,0,0,3,2,0,0,0,17,0,1,2,6,8,0,3,0,1,2,0,2,1,0,0,0,0,0,0,10,1,0,15,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,22,2,0,3,0,0,0,2,0,1,0
3334,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4511,4,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
3197,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0
2785,17,0,4,0,0,0,0,0,0,3,3,1,0,4,1,0,0,0,9,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,3,0,0,0,0,0,0,0
2121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2911,11,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
252,23,0,0,0,1,0,1,0,0,0,1,1,0,4,0,1,0,0,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
4838,6,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0
832,31,0,0,1,0,0,0,0,0,0,5,4,0,7,7,0,0,0,38,3,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,13,2,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,0,1,11,0,5,7,4,0,0,1,1,0,0,0,7,0,0,2,0,1,0,0,8,6,0,5,0,3,0,0,0,0,0,0,9,4,0,0,0,0,0,5,1,0,3,0,0,0,0,1,3,0
4596,80,0,0,0,1,0,1,0,0,0,6,17,0,9,11,0,0,0,78,4,0,0,6,0,0,4,0,1,0,0,2,1,1,0,5,0,2,1,0,2,1,1,4,2,0,15,0,0,2,0,0,1,7,0,0,3,1,0,14,2,3,1,1,0,0,0,2,3,0,0,20,0,2,6,16,2,1,4,0,3,0,0,0,3,0,3,0,0,0,0,62,2,0,19,2,0,0,0,0,2,0,0,0,2,2,0,0,1,0,25,0,0,8,0,0,0,7,1,0,0
2332,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3893,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,4,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
800,13,0,4,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,9,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,12,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,27,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1921,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0
360,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,18,0,3,1,0,0,1,0,1,0,1,2,0,4,3,4,0,0,13,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,2,0,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2,0,0,10,0,1,1,4,0,0,1,0,0,1,0,0,8,0,2,0,1,0,0,10,3,0,4,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,6,0,0,1,0,0,0,0,2,0,0
2912,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3805,22,0,3,2,0,0,1,0,0,0,2,0,0,2,0,0,0,0,25,1,1,0,1,1,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,6,0,3,0,6,3,0,3,0,0,0,0,4,0,0,0,0,2,0,0,5,0,0,5,1,0,0,0,0,0,0,0,1,11,1,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0
2746,37,0,3,0,0,0,1,0,0,6,8,3,0,4,2,1,0,0,24,6,1,0,1,0,0,2,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,6,1,0,1,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,2,1,0,0,0,9,0,3,0,6,0,0,1,0,0,1,0,2,0,0,0,0,4,0,0,6,0,4,4,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0
3076,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,136,0,18,6,0,0,0,0,1,0,3,8,3,13,8,1,0,0,89,9,0,0,16,1,0,6,0,1,0,3,2,0,0,1,1,0,4,1,0,4,0,0,5,2,0,25,2,0,0,0,0,0,0,0,1,4,0,0,0,0,16,0,2,0,0,3,2,0,0,0,36,0,32,1,23,7,1,4,0,0,0,0,18,0,0,3,0,0,0,0,49,3,0,50,1,1,0,0,0,0,0,0,2,23,3,2,0,1,1,69,1,1,10,0,0,0,1,0,3,0
3181,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5408,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
