p_name,address,category,main_mn,price,opng_tm,rating,rvw_cnt,tags,p_id
뉴질랜드스토리,서울특별시 송파구 송파동 32-1,,크림마효,9000.0,"{'월요일': '오전 10시 30분 - 오후 5시 (★5월5일(화) 오픈 / 5월6일 휴무)', '수,목': '오전 10시 30분 - 오후 5시 ', '금요일': '오전 10시 30분 - 오후 9시 ', '토/일': '오전 10시 30분 - 오후 9시 ', '휴무일': '매주 화요일 '}",,,"점심식사,저녁식사,다이어트식단,데이트,브런치,차모임,간식,혼카페,식사모임,혼밥,아이동반,실버푸드,예쁜,아담한,깔끔한,이국적/이색적,캐주얼한,서민적인,조용한,지역주민이 찾는,경관/야경이좋은,푸짐한,시끌벅적한,빈티지,가성비좋은,숨은맛집,현장대기필요,주차불가,대기의자,무료주차,야외좌석",747
컨트리맨즈,서울특별시 종로구 관철동 11-14,,시카고피자(2인),16800.0,{'매일': '오전 11시 30분 - 오후 11시 '},,,"저녁식사,데이트,점심식사,식사모임,여자끼리,가족외식,모임,회식,브런치,캐주얼한,푸짐한,이국적/이색적,고급스러운,깔끔한,빈티지,젊은사람이많은,조용한,경관/야경이 좋은,시끌벅적한,아담한,가성비좋은,예쁜,배달가능,무료주차",4581
코나야,서울특별시 강남구 삼성동 159-8 파르나스몰 지하1층,,키마 카레라이스,9800.0,{'매일': '오전 11시 - 오후 10시 '},,,"점심식사,저녁식사,혼밥,데이트,여자끼리,친구랑,차모임,남자끼리,식사모임,캐주얼한,시끌벅적한,깔끔한,아담한,서민적인,이국적/이색적,지역주민이 찾는,격식있는,조용한,푸짐한,젊은사람이많은,고급스러운,현장대기필요",4592
배때기,서울특별시 동작구 사당동 1037-18,,야채곱창,8000.0,{'매일': '오후 4시 - 오전 1시 '},,,"저녁식사,술모임,데이트,시끌벅적한,서민적인,가성비좋은,캐주얼한,지역주민이 찾는,숨은맛집,배달가능",1940
브루클린 더버거 조인트,서울특별시 서초구 반포동 78-12,,브루클린 웍스,9800.0,{'매일': '오전 11시 30분 - 오후 10시 (Last order 21:30)'},,,"점심식사,저녁식사,식사모임,데이트,혼밥,간식,쏘울푸드,가족외식,이국적/이색적,시끌벅적한,캐주얼한,푸짐한,예쁜,깔끔한,서민적인,가성비좋은,경관/야경이 좋은,지역주민이 찾는,발렛주차,주차불가,무료주차",2176
카페 마마스 센터원점,서울특별시 중구 수하동 67 미래에셋빌딩 1층,,마마스 시그니쳐,16500.0,{'매일': '오전 10시 30분 - 오후 9시 30분 ((Last Order 21:00))'},,,"점심식사,식사모임,저녁식사,데이트,혼밥,디저트,브런치,캐주얼한,깔끔한,시끌벅적한,가성비좋은,경관/야경이좋은,조용한,모던한,이국적/이색적,서민적인,푸짐한,예쁜,야외좌석,배달가능",4437
경상도집,서울특별시 중구 을지로6가 1-1,,연탄돼지갈비 1인분,13000.0,"{'매일': '오전 11시 - 오후 10시 (휴식 : 14:30~15:30)', '휴무일': '매주 일요일 '}",,,"저녁식사,술모임,데이트,점심식사,회식,식사모임,혼밥,모임,가족외식,남자끼리,야식,서민적인,숨은맛집,시끌벅적한,허름한,아담한,이국적/이색적,지역주민이 찾는,가성비좋은,지역주민이찾는,오래된집,캐주얼한",267
신안산낙지,서울특별시 금천구 가산동 60-11,,갈낙탕,11000.0,{'월-금': '오전 10시 - 오후 11시 '},,,"저녁식사,혼밥,점심식사,식사모임,숨은맛집,푸짐한,가성비좋은,조용한,무료주차",2924
문배동육칼 본점,서울특별시 용산구 문배동 34-1,,육칼,9000.0,"{'매일': '오전 9시 30분 - 오후 7시 30분 (주문마감 19:00)', '일요일': '오전 9시 30분 - 오후 3시 30분 (2020년2월부터 일요일 시범운영)'}",,,"점심식사,저녁식사,해장,아침식사,데이트,간식,혼밥,식사모임,추운날,서민적인,숨은맛집,지역주민이 찾는,캐주얼한,가성비좋은,조용한,아담한,주차불가,현장대기필요,배달가능",1745
빨간쭈꾸미,서울특별시 강동구 암사1동 493-26,,쭈꾸미,10000.0,{'매일': '오후 2시 - 오전 1시 '},,,"저녁식사,술모임,데이트,회식,식사모임,가족외식,서민적인,시끌벅적한,지역주민이 찾는,숨은맛집,가성비좋은,푸짐한,캐주얼한",2262
빌라드 스파이시,서울시 서초구 반포동 118-8 파미에스테이션 112호,,즉석떡볶이 2인분,14000.0,{'매일': '오후 5시 - 오후 10시 (마지막 주문 20시 40분)'},,,"점심식사,저녁식사,데이트,친구들끼리,간식,여자끼리,캐주얼한,깔끔한,시끌벅적한,숨은맛집,지역주민이 찾는,서민적인,고급스러운,무료주차",2245
상도실내포장마차,서울특별시 동작구 상도1동 744-1,,오징어물회 대,35000.0,{'매일': '오후 5시 - 자정 12시 (일요일은 쉽니다.)'},,,"저녁식사,회식,술모임,모임,야식,데이트,남자끼리,서민적인,시끌벅적한,아담한,지역주민이 찾는,푸짐한,복고풍,숨은맛집,중년이상이많은,수요미식회,가성비좋은,토속적인,허름한,현장대기필요",2393
멘야하나비 본점,서울시 송파구 송파동 57,,마제소바,10000.0,"{'매일': '오전 11시 30분 - 오후 9시 ', '토/일': '오전 11시 30분 - 오후 8시 30분 ', '쉬는시간 매일': '오후 2시 - 오후 6시 ', '쉬는시간 매주 토/일': '오후 2시 30분 - 오후 5시 30분 ', '휴무일': '매주 월요일 (매주 월요일)'}",,,"점심식사,저녁식사,데이트,혼밥,식사모임,가족외식,간식,아침식사,기념일,깔끔한,캐주얼한,서민적인,시끌벅적한,이국적/이색적,푸짐한,지역주민이 찾는,숨은맛집,가성비좋은,격식있는,아담한,고급스러운,줄서있는,예쁜,웨이팅,조용한,주차불가,주차1대,현장대기필요,콜키지무료,좌식",1603
오후의과일,서울특별시 관악구 봉천동 1599-4,,수플레 팬케이크 오리지널,10000.0,"{'매일': '오전 11시 - 오후 11시 (휴무,브레이크타임x)'}",,,"간식,데이트,차모임,디저트,혼카페,점심식사,여자끼리,아침식사,기념일,예쁜,고급스러운,시끌벅적한,조용한,캐주얼한,깔끔한,이국적/이색적,숨은맛집,아담한,지역주민이 찾는,젊은사람이많은,가성비좋은,주차불가",3451
착한낙지 수유점,서울특별시 강북구 우이동 535-362,,낙지덮밥,10000.0,{'매일': '오전 11시 - 오후 10시 30분 '},,,"가족외식,점심식사,식사모임,혼밥,회식,저녁식사,서민적인,지역주민이 찾는,가성비좋은,푸짐한,캐주얼한,무료주차",4230
멘야산다이메 이태원점,서울특별시 용산구 한남동 736-11 2층,,라멘,7500.0,{'매일': '24시간 영업 (브레이크타임 06:00-09:00)'},,,"점심식사,혼밥,저녁식사,데이트,식사모임,간식,파인다이닝,서민적인,가성비좋은,이국적/이색적,캐주얼한,아담한,조용한,푸짐한,원피스매니아,현장대기필요,24시간영업,좌식",1599
모힝 낙성대점,서울특별시 관악구 낙성대동 1627-12 2층,,지글지글 게살 치즈 크림 파스타,14000.0,"{'월-금': '오후 5시 - 오후 11시 (Last Order ~22:00)', '토/일': '오전 11시 30분 - 오후 11시 (브레이크타임 없음)'}",,,"점심식사,기념일,저녁식사,데이트,브런치,식사모임,가족외식,아침식사,회식,고급스러운,깔끔한,조용한,숨은맛집,예쁜,모던한,캐주얼한,아담한,젊은사람이많은",1686
대통삼,서울특별시 중랑구 면목동 103-6,,무한리필 삼겹살,12900.0,{'매일': '오전 11시 - 오후 11시 '},,,"저녁식사,술모임,점심식사,데이트,식사모임,아침식사,혼밥,가족외식,푸짐한,가성비좋은,서민적인,지역주민이 찾는,시끌벅적한,무료주차",898
하프커피,서울특별시 서초구 반포동 118-3,,HALFF COFFEE,6000.0,{'매일': '오전 10시 - 오후 10시 (Last order 21:30)'},,,"차모임,데이트,혼카페,간식,고터카페,시끌벅적한,깔끔한,캐주얼한,지역주민이 찾는,고급스러운",5129
돈가래,서울시 성북구 동소문동1가 121,,1인분 200g,15000.0,"{'매일': '오후 5시 - 오후 11시 ', '휴무일': '매주 일요일 '}",,,,1037
밀양 손칼국수,서울특별시 성북구 동선동3가 139,,칼국수,7000.0,,,,"식사모임,술모임,저녁식사,가족외식,점심식사,혼밥,서민적인,숨은맛집,지역주민이 찾는",1844
홍대개미 상수본점,서울특별시 마포구 상수동 317-3,,스테이크덮밥,9900.0,{'매일': '오전 11시 30분 - 오후 10시 '},,,"점심식사,저녁식사,혼밥,데이트,여자끼리,식사모임,모임,가족외식,깔끔한,서민적인,젊은사람이많은,시끌벅적한,캐주얼한,아담한,지역주민이 찾는,가성비좋은,조용한,모던한,규모가큰,현장대기필요,좌식",5336
원조나주곰탕,서울특별시 강서구 방화동 559-1,,나주곰탕,10000.0,"{'매일': '오전 11시 30분 - 오후 7시 30분 (오전11:20~13:30  오후16:00~소진시)', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,포장,지역주민이 찾는,서민적인,푸짐한,시끌벅적한,숨은맛집,깔끔한,포장",3628
원조명동찌개마을,서울특별시 중랑구 상봉동 101-3,,,,,,,"술모임,점심식사,식사모임,저녁식사,데이트,아침식사,회식,가성비좋은,서민적인,시끌벅적한,숨은맛집,지역주민이 찾는,캐주얼한,푸짐한",3633
멘야하나비 신사점,서울특별시 서초구 잠원동 10-44,,마제소바,10000.0,"{'월-금': '오전 11시 30분 - 오후 9시 ', '토/일': '오전 11시 30분 - 오후 8시 30분 ', '쉬는시간 매주 월-금': '오후 2시 - 오후 6시 ', '쉬는시간 매주 토/일': '오후 2시 30분 - 오후 5시 30분 ', '휴무일': '매주 월요일 (매주 월요일)'}",,,"저녁식사,점심식사,혼밥,가족외식,데이트,식사모임,기념일,깔끔한,푸짐한,캐주얼한,이국적/이색적,예쁜,고급스러운,가성비좋은,숨은맛집,서민적인,격식있는,시끌벅적한,조용한",1604
청년다방 발산역점,서울특별시 강서구 마곡동 797-15,,차돌박이떡볶이(중),14500.0,"{'매일': '오전 11시 - 오후 10시 (추석휴무:9월12일(목) 종일, 13일(금)14시 정상운영)'}",,,"점심식사,저녁식사,간식,데이트,서민적인,가성비좋은,지역주민이 찾는,캐주얼한,시끌벅적한",4303
족발집,서울특별시 중랑구 상봉동 107-60,,매운족 小,27000.0,{'매일': '오후 5시 - 자정 12시 30분 '},,,"저녁식사,술모임,데이트,식사모임,친구랑,지역주민이 찾는,서민적인,캐주얼한,시끌벅적한,숨은맛집,푸짐한,야외좌석,배달가능",4101
락희안 목동점,서울특별시 양천구 목동 405-285,,대파꿔바로우,25000.0,"{'매일': '오전 11시 30분 - 오후 9시 30분 ', '쉬는시간 매주 월-금': '오후 3시 - 오후 5시 ', '휴무일': '매주 월요일 '}",,,"점심식사,저녁식사,식사모임,가족외식,회식,술모임,데이트,기념일,혼밥,아이동반,지역주민이 찾는,푸짐한,숨은맛집,이국적/이색적,고급스러운,서민적인,깔끔한,시끌벅적한,무료주차",1261
노브랜드버거 중화점,"서울특별시 중랑구 중화동 305-42 1층,2층",,NBB 시그니처,3500.0,{'매일': '오전 10시 - 오후 10시 '},,,"저녁식사,점심식사,혼밥,간식,데이트,아이동반,가족외식,아침식사,가성비좋은,캐주얼한,깔끔한,시끌벅적한,이국적/이색적,서민적인,푸짐한,지역주민이 찾는,무료주차",708
커피 엘빈,서울특별시 도봉구 창동 252,,커피,3500.0,"{'매일': '오전 10시 - 오후 11시 ', '토/일': '오전 11시 - 오후 10시 '}",,,"혼카페,데이트,아이동반,차모임,조용한,깔끔한,지역주민이 찾는,예쁜,캐주얼한,서민적인,지역주민이찾는,무료주차",4546
윤호네착한메밀,서울특별시 노원구 상계동 371-6,,,,,,,"저녁식사,점심식사,가족외식,혼밥,아침식사,서민적인,지역주민이 찾는,가성비좋은,시끌벅적한,캐주얼한,지역주민이찾는,푸짐한,깔끔한,숨은맛집",3727
일일향 3호점,서울특별시 서초구 서초동 1327-3,,옛날볶음밥,8000.0,{'매일': '오전 11시 30분 - 오후 9시 30분 '},,,"저녁식사,식사모임,가족외식,점심식사,데이트,술모임,회식,접대,혼밥,기념일,깔끔한,고급스러운,격식있는,캐주얼한,시끌벅적한,푸짐한,가성비좋은,조용한,예쁜,개별룸,대형룸",3900
페르시안걸프 피자,서울특별시 광진구 화양동 12-40,,치킨피자,10000.0,{'매일': '오전 10시 30분 - 오후 11시 (연중무휴)'},,,"점심식사,저녁식사,데이트,간식,식사모임,혼밥,이국적/이색적,서민적인,지역주민이 찾는,시끌벅적한,아담한,가성비좋은,캐주얼한,조용한",4919
베즐리 현대백화점목동점,서울특별시 양천구 목동 916 현대백화점목동점 지하2층,,,,,,,"간식,기념일,데이트,고급스러운,예쁜",2010
시골야채된장,서울특별시 서초구 서초동 1308-1 1F (삼미빌딩 1층),,시골야채된장비빔밥,8000.0,"{'매일': '오전 6시 - 오후 11시 (명절 휴무,)', '쉬는시간 매일': '오후 3시 - 오후 5시 (명절 휴무,)'}",,,"점심식사,혼밥,저녁식사,가족외식,데이트,식사모임,서민적인,시끌벅적한",2862
엉터리생고기 노원점,서울특별시 노원구 상계동 363-7 한올빌딩,,무,,{'매일': '정오 12시 - 오후 11시 '},,,"가족외식,저녁식사,술모임,데이트,점심식사,식사모임,회식,시끌벅적한,가성비좋은,지역주민이 찾는,서민적인,푸짐한,깔끔한,숨은맛집",3229
금왕평양면옥,서울특별시 송파구 방이1동 201-1,,순면물냉면,11000.0,{'매일': '오전 11시 30분 - 오후 10시 '},,,"점심식사,저녁식사,식사모임,혼밥,가족외식,데이트,서민적인,깔끔한,캐주얼한,푸짐한,지역주민이 찾는,가성비좋은,조용한,시끌벅적한,발렛주차,무료주차,개별룸",497
굴다리식당 본관,서울특별시 마포구 도화동 181-45,,김치찌개,8000.0,{'매일': '오전 9시 - 오후 10시 (명절 휴무)'},,,"점심식사,저녁식사,혼밥,식사모임,술모임,데이트,회식,옛날맛,혼술,아침식사,여자끼리,남자끼리,서민적인,시끌벅적한,가성비좋은,푸짐한,지역주민이찾는,지역주민이 찾는,캐주얼한,격식있는,아담한,허름한,오래된집,주차안됨,대형룸,애완동물동반",458
연탄집,서울시 동작구 노량진1동 119-15,,삼겹살,7000.0,{'매일': '오전 11시 - 오전 1시 (연중무휴)'},,,"술모임,저녁식사,식사모임,점심식사,회식,가족외식,데이트,서민적인,가성비좋은,시끌벅적한,지역주민이 찾는,캐주얼한,숨은맛집",3304
남고집 신림점,서울특별시 관악구 신림동 1422-22,,남고집 세트,76000.0,"{'월-금': '오후 4시 - 오전 1시 ((Last Order 24:00))', '토요일': '정오 12시 - 오전 1시 ((Last Order 24:00, BreakTime 없음))', '일요일': '정오 12시 - 오후 11시 ((Last Order 22:00, BreakTime 없음))'}",,,"기념일,술모임,저녁식사,식사모임,혼밥,캐주얼한,시끌벅적한,콜키지무료",652
순카롱,서울 강북구 미아동 791-947,,,,,,,"간식,숨은맛집,예쁜,조용한,지역주민이 찾는,무료주차",2688
초가삼계탕,서울특별시 금천구 시흥3동 937-17,,,,{'매일': '오전 11시 30분 - 오후 9시 (첫째 셋째 일요일 휴무)'},,,"점심식사,데이트,저녁식사,가족외식,서민적인,숨은맛집,지역주민이 찾는,가성비좋은,무료주차,포장가능",4334
홍익짬뽕,서울특별시 강북구 수유동 223-7,,짬뽕,7000.0,{'매일': '오전 11시 - 오후 10시 ((라스트 주문 21:30))'},,,"점심식사,가족외식,저녁식사,데이트,혼밥,식사모임,해장,아이동반,푸짐한,시끌벅적한,서민적인,가성비좋은,지역주민이 찾는,캐주얼한,깔끔한,숨은맛집,주차불가,무료주차,24시간영업",5356
더아리엘 목동점,서울특별시 양천구 목동 961,,평일 런치 (성인),33000.0,"{'월-금': '오후 5시 30분 - 오후 9시 30분 (평일 디너)', '토/일': '오전 11시 - 오후 9시 30분 ', '휴무일': '매주 월요일 '}",,,"저녁식사,식사모임,가족외식,기념일,점심식사,데이트,회식,접대,술모임,혼밥,간식,아이동반,아침식사,혼술,차모임,고급스러운,깔끔한,가성비좋은,푸짐한,격식있는,숨은맛집,지역주민이 찾는,조용한,캐주얼한,예쁜,시끌벅적한,경관/야경이 좋은,이국적/이색적,서민적인,무료주차,대형룸,개별룸,발렛주차,야외좌석,배달가능,콜키지무료",946
해남 땅끝마을,서울특별시 동작구 노량진동 13-6 1층 활어 122호,,참돔회 (소(450g)),40000.0,"{'월-목': '오전 9시 - 오후 9시 ', '금요일': '오전 9시 - 오후 9시 ', '토/일': '오전 7시 - 오후 9시 '}",,,"저녁식사,회식,가족외식,모임,남자끼리,가성비좋은,젊은사람이많은,서민적인,깔끔한,시끌벅적한,오래된집,숨은맛집,빈티지,배달가능,무료주차,예약필요,대형룸,현장대기필요,유료주차",5208
중화원,서울특별시 은평구 불광동 281-128,,짜장면,4500.0,"{'매일': '오전 11시 - 오후 7시 (주말 18시까지)', '휴무일': '매주 월요일 '}",,,"점심식사,가족외식,식사모임,저녁식사,혼밥,데이트,술모임,아이동반,모임,여자끼리,회식,실버푸드,간식,남자끼리,서민적인,지역주민이 찾는,시끌벅적한,가성비좋은,캐주얼한,숨은맛집,지역주민이찾는,아담한,항상 기다려야 함,허름한,오래된집,푸짐한,무료주차,현장대기필요",4145
윤씨그릴방,서울특별시 마포구 연남동 228-8,,통삼겹바베큐코스,14500.0,"{'매일': '정오 12시 - 오후 10시 30분 ( / Last order 21:20)', '화-목': '정오 12시 - 오후 10시 30분 ( / Last order 21:20)', '금요일': '정오 12시 - 오전 3시 (매주 금,토 연장영업/Last order AM2:00)', '토요일': '정오 12시 - 오전 3시 (매주 금,토 연장영업/Last order AM2:00)', '일요일': '정오 12시 - 오후 10시 30분 (Break time 없음)', '쉬는시간 매일': '오후 3시 - 오후 5시 ( / Last order 21:20)', '쉬는시간 매주 화-목': '오후 3시 - 오후 5시 ( / Last order 21:20)', '쉬는시간 매주 금요일': '오후 3시 - 오후 5시 ( / Last order 21:20)', '휴무일': '매주 월요일 '}",,,"저녁식사,데이트,점심식사,식사모임,여자끼리,기념일,회식,모임,가족외식,캐주얼한,서민적인,시끌벅적한,가성비좋은,예쁜,젊은사람이많은,푸짐한,깔끔한,현장대기필요",3722
다이히로,서울특별시 관악구 행운동 1674-14,,규동,8000.0,{'매일': '오전 11시 30분 - 오후 10시 (브레이크타임 15~17시/ Last Oder  21:00)'},,,"점심식사,혼밥,저녁식사,데이트,혼술,식사모임,기념일,아이동반,가족외식,조용한,서민적인,이국적/이색적,숨은맛집,예쁜,사장님이토토로덕후,캐주얼한,깔끔한",796
봉평옹심이메밀칼국수,서울특별시 은평구 불광동 310-4,,옹심이 메밀칼국수,7000.0,{'매일': '오전 10시 30분 - 오후 8시 30분 '},,,"점심식사,저녁식사,혼밥,식사모임,가족외식,지역주민이 찾는,가성비좋은,서민적인,캐주얼한,깔끔한,푸짐한,숨은맛집",2095
옹달샘 본점,서울특별시 마포구 서교동 402-3,,곤드레 나물밥,7000.0,{'매일': '오전 11시 - 오후 10시 '},,,"점심식사,저녁식사,혼밥,데이트,식사모임,가족외식,여자끼리,남자끼리,서민적인,캐주얼한,지역주민이 찾는,푸짐한,조용한,가성비좋은,허름한,아담한,자리가 좁은,오래된집,주차불가",3504
해크니,서울특별시 용산구 용산동2가 45-9 1층,,아메리카노,4500.0,{'매일': '오후 1시 - 오후 10시 (연중무휴)'},,,"데이트,간식,예쁜,캐주얼한,시끌벅적한,조용한,깔끔한",5233
오신매운갈비찜 서울대입구점,서울특별시 관악구 봉천동 1611-24,,오신매운갈비찜,10500.0,{'매일': '정오 12시 - 자정 12시 '},,,"저녁식사,데이트,여자끼리,점심식사,모임,가족외식,술모임,시끌벅적한,서민적인,지역주민이 찾는,숨은맛집,캐주얼한",3417
자성당 쫄면,서울특별시 영등포구 당산동3가 314,,온쫄면,5500.0,"{'월-금': '오후 3시 - 오후 5시 (Break Time 재료준비)', '일요일': '오전 11시 30분 - 오후 3시 ', '휴무일': '매주 토요일 '}",,,"점심식사,저녁식사,혼밥,가족외식,데이트,서민적인,숨은맛집,깔끔한,가성비좋은,캐주얼한,조용한,지역주민이 찾는,푸짐한,주차불가",3918
오향가,서울특별시 송파구 가락동 73-2,,오향족발(중),34000.0,"{'매일': '오전 11시 30분 - 오후 10시 (3시~5시 브레이크타임)', '휴무일': '매주 일요일 '}",,,"저녁식사,점심식사,가족외식,식사모임,술모임,데이트,혼밥,회식,접대,족발과 마파두부에서 흙이 씹힘,시끌벅적한,서민적인,푸짐한,가성비좋은,캐주얼한,지역주민이 찾는,줄서서먹는,포장을 많이 해가는,지역주민이찾는,무료주차,배달가능,대형룸",3447
어랑 생선구이,서울특별시 도봉구 도봉동 92-49,,고등이구이,9000.0,{'매일': '오전 10시 - 오후 9시 '},,,"저녁식사,점심식사,술모임,가족외식,식사모임,회식,푸짐한,가성비좋은,캐주얼한,지역주민이 찾는,서민적인",3184
미러볼 밥술상,서울특별시 양천구 신정1동 1028-25,,마늘구이보쌈,24000.0,"{'월-목': '오후 5시 - 오전 1시 ', '금,토': '오후 5시 - 오전 3시 ', '휴무일': '매주 일요일 '}",,,"데이트,저녁식사,술모임,캐주얼한,시끌벅적한,지역주민이 찾는,숨은맛집,이국적/이색적,야외좌석",1774
네기,서울특별시 강남구 신사동 540-19,,카이나베,32000.0,"{'매일': '오후 6시 - 오전 1시 ', '휴무일': '매주 일요일 '}",,,"저녁식사,기념일,술모임,데이트,모임,여자끼리,식사모임,남자끼리,가족외식,고급스러운,깔끔한,시끌벅적한,숨은맛집,격식있는,젊은사람이많은,아담한,캐주얼한,모던한,발렛주차,예약필요,무료주차",687
토닭토닭,서울특별시 송파구 송파동 57,,기운내 토닭토닭,12000.0,{'매일': '오전 11시 - 오후 8시 50분 (영업시간)'},,,"저녁식사,데이트,점심식사,식사모임,가족외식,회식,남자끼리,술모임,친구들끼리,여자끼리,캐주얼한,깔끔한,시끌벅적한,가성비좋은,푸짐한,예쁜,고급스러운,서민적인,지역주민이 찾는,무료주차",4779
교촌치킨,서울특별시 강동구 천호동 287-22,,교촌허니오리지날,15000.0,{'매일': '정오 12시 - 오후 11시 30분 (연중무휴)'},,,"저녁식사,점심식사,술모임,식사모임,간식,회식,배달,아이동반,데이트,가족외식,캐주얼한,지역주민이 찾는,가성비좋은,깔끔한,시끌벅적한,조용한,서민적인,배달가능",416
광화문집,서울특별시 종로구 당주동 43,,돼지김치찌개,7000.0,"{'매일': '오전 9시 - 오후 10시 (명절 당일, 다음날 휴무)'}",,,"점심식사,저녁식사,술모임,남자끼리,패스,야식,시끌벅적한,서민적인,허름한,가성비좋은,오래된집,아담한,지역주민이 찾는,현장대기필요,좌식",408
곱 마포점,서울특별시 마포구 도화동 179-11,,모둠구이,20000.0,"{'매일': '오후 4시 30분 - 자정 12시 ', '일요일': '오후 3시 30분 - 자정 12시 '}",,,"술모임,저녁식사,식사모임,회식,가족외식,데이트,서민적인,시끌벅적한,지역주민이 찾는,깔끔한,숨은맛집,푸짐한,캐주얼한,가성비좋은",370
빌리프커피,서울특별시 마포구 서교동 384-3,,아메리카노,4500.0,{'매일': '오전 9시 30분 - 오후 11시 30분 '},,,"데이트,차모임,혼카페,간식,혼차,여자끼리,디저트,합정 카페,친구들끼리,모임,혼자 방문,친구랑수다,혼밥,남자끼리,시끌벅적한,캐주얼한,깔끔한,조용한,예쁜,이국적/이색적,규모가큰,모던한,넓은,젊은사람이많은,지역주민이 찾는,야외좌석",2248
손군부대찌개 가산점,서울특별시 금천구 가산동 543-1 대성디폴리스 B동 2층 223호,,손군부대찌개,7000.0,,,,"식사모임,저녁식사,점심식사,지역주민이 찾는,캐주얼한,푸짐한",2595
아오이토리,서울특별시 마포구 서교동 327-17,,morning plate set,5000.0,"{'매일': '오전 9시 - 오후 9시 (1월1일,명절당일 휴무)'}",,,"간식,혼카페,점심식사,데이트,아침식사,차모임,혼밥,기념일,식사모임,디저트,테이크아웃,혼차,브런치,가성비좋은,캐주얼한,조용한,깔끔한,지역주민이 찾는,이국적/이색적,서민적인,예쁜,빵맛있음,시끌벅적한,숨은맛집,규모가큰,주차불가",3044
망원동 즉석우동,서울시 마포구 망원동 386-14,,돈까스,8000.0,"{'매일': '오전 11시 - 오전 3시 (매월 4째주 일요일 휴무)', '월요일': '오후 6시 - 오전 3시 ', '일요일': '정오 12시 - 오후 8시 '}",,,"저녁식사,점심식사,술모임,혼밥,식사모임,간식,데이트,혼술,가족외식,남자끼리,야식,여자끼리,서민적인,시끌벅적한,가성비좋은,캐주얼한,지역주민이 찾는,푸짐한,숨은맛집,지역주민이찾는,무료주차,현장대기필요,주차불가",1529
황소고집,서울특별시 종로구 관철동 11-11,,고추장불고기백반,6000.0,"{'매일': '오전 11시 - 오후 9시 ', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,식사모임,술모임,혼밥,데이트,계모임,회식,여자끼리,가족외식,남자끼리,서민적인,가성비좋은,시끌벅적한,지역주민이 찾는,푸짐한,허름한,캐주얼한,오래된집,숨은맛집,주차불가",5395
서서갈비,서울특별시 도봉구 창동 743-24,,수제돼지맛갈비,6900.0,,,,"데이트,점심식사,푸짐한,가성비좋은,서민적인,지역주민이 찾는,무료주차",2455
장천,서울특별시 노원구 상계동 733-2,,짜장,6000.0,"{'매일': '오전 11시 - 오후 9시 30분 (Last Order 21:00)', '화요일': '오후 3시 - 오후 5시 (평일브레이타임)', '수요일': '오후 3시 - 오후 5시 (평일브레이타임)', '목,금': '오후 3시 - 오후 5시 (평일브레이타임)', '토/일': '오후 4시 - 오후 5시 (주말브레이크타임)'}",,,"점심식사,아이동반,저녁식사,식사모임,가족외식,술모임,서민적인,지역주민이 찾는,캐주얼한,푸짐한,깔끔한,시끌벅적한,숨은맛집,무료주차",3979
베테랑,서울시 서초구 반포4동 19-3 센트럴시티터미널 111-1호 호남선게이트 3번앞,,칼국수,8000.0,{'매일': '오전 9시 - 오후 9시 '},,,"저녁식사,점심식사,혼밥,식사모임,데이트,아침식사,가족외식,간식,남자끼리,시끌벅적한,서민적인,가성비좋은,캐주얼한,푸짐한,지역주민이 찾는,토속적인,깔끔한,숨은맛집,규모가큰,현장대기필요",2012
다채 대방점,서울특별시 동작구 대방동 354-1,,청국장보리쌈밥정식,14000.0,{'매일': '오전 11시 30분 - 오후 10시 '},,,"점심식사,저녁식사,가족외식,술모임,회식,식사모임,푸짐한,지역주민이 찾는,깔끔한,격식있는,캐주얼한,서민적인,개별룸,무료주차,대형룸",801
닭칼원조집,서울특별시 중구 중림동 471,,닭한마리(2인),22000.0,"{'월-금': '오전 11시 - 오후 10시 (월요일 휴무)', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,가족외식,술모임,회식,데이트,식사모임,남자끼리,서민적인,시끌벅적한,지역주민이 찾는,푸짐한,한국적인,아담한,숨은맛집,캐주얼한,무료주차",838
조씨네 고기국수,서울시 광진구 화양동 12-52,,고기국수,7000.0,"{'매일': '오전 11시 30분 - 오후 9시 (,Last order 20:30)', '쉬는시간 매일': '오후 3시 - 오후 5시 (,Last order 20:30)'}",,,"점심식사,혼밥,데이트,저녁식사,식사모임,아침식사,남자끼리,다이어트식단,여자끼리,실버푸드,고기불맛,서민적인,가성비좋은,조용한,캐주얼한,숨은맛집,지역주민이 찾는,아담한,푸짐한,깔끔한,이국적/이색적,젊은사람이많은,시끌벅적한,지역주민이찾는,경관/야경이 좋은,줄서서먹는,일본식,주차불가,야외좌석,현장대기필요",4093
원조원할매닭한마리,서울시 종로구 종로5가 282-21,,닭한마리,25000.0,{'매일': '오전 10시 - 자정 12시 (연중무휴)'},,,"술모임,저녁식사,점심식사,가족외식,회식,식사모임,시끌벅적한,서민적인,푸짐한,가성비좋은,캐주얼한,지역주민이 찾는,숨은맛집",3638
