p_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.0,0.0,0.0,0.0,0.0,0.0,0.031069333001912433,0.0493164015903372,0.02251400942167568,0.0,0.013277492735860015,0.0,0.0123291003975843,0.0,0.0123291003975843,0.0,0.0,0.0,0.007093455023267679,0.0,0.0,0.0,0.0,0.0,0.0209221097655976,0.0,0.0,0.0,0.027253800878870554,0.0,0.0067249638532278005,0.0,0.0,0.013995195045906503,0.0,0.0,0.01670394247414647,0.0,0.0,0.0,0.0,0.0,0.06472777708731757,0.0,0.0,0.0,0.06472777708731757,0.0,0.0,0.0,0.0,0.0,0.0,0.013626900439435277,0.010787962847886261,0.0,0.007093455023267679,0.01218405215761272,0.0,0.0,0.0,0.0,0.20712888667941626,0.0,0.05011182742243941,0.0,0.0,0.0,0.0,0.0,0.0,0.01125700471083784,0.0,0.0,0.013995195045906503,0.0,0.06970683686326509,0.0,0.0,0.0,0.0,0.013995195045906503,0.0246582007951686,0.051782221669854064,0.025891110834927032,0.024827092581436876,0.0,0.013995195045906503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304601303940318,0.020992792568859754,0.03452148111323604
11,0.00277470030860975,0.0,0.0,0.007473192831188927,0.0,0.0,0.017935662794853424,0.0,0.045082848057715806,0.0037999285582316577,0.01437152467536332,0.0,0.0,0.0025476793742689524,0.010675989758841323,0.07473192831188927,0.0,0.0016731028726542372,0.010749112976367634,0.008622914805217992,0.037365964155944634,0.0,0.0065939936745784645,0.01222886099649097,0.021513736938271154,0.0,0.002949944538627208,0.0,0.05014905715666253,0.0,0.0029116335705930882,0.009540246167475225,0.02038143499415162,0.021207709385806413,0.0,0.0,0.0,0.0,0.0,0.008622914805217992,0.0,0.019781981023735393,0.03269521863645155,0.007232122094698961,0.0011556483759570504,0.1718834351173453,0.007006118279239619,0.0026069277318100906,0.007391069833043993,0.014946385662377853,0.009341491038986158,0.002874304935072664,0.0,0.0,0.016347609318225775,0.0,0.004606762704157557,0.019781981023735393,0.0,0.004311457402608996,0.0,0.0,0.06725873548070034,0.027175246658868824,0.007232122094698961,0.0,0.005095358748537905,0.0,0.0,0.008622914805217992,0.0023353727597465396,0.007310732117467428,0.005095358748537905,0.005899889077254416,0.027267054924608247,0.0,0.01293437220782699,0.0,0.002668997439710331,0.0,0.01681468387017509,0.0030296727694009164,0.0,0.01681468387017509,0.01681468387017509,0.013820288112472672,0.0,0.006059345538801833,0.0,0.0,0.0,0.0,0.003396905832358603,0.009341491038986158,0.008006992319130992,0.0,0.0,0.0065939936745784645,0.004544509154101374,0.0
12,0.0029204742450408346,0.0,0.0,0.0,0.0,0.0,0.02359743189992994,0.007023045208312482,0.012824691249961924,0.0,0.0,0.0,0.0,0.020111447641985743,0.021069135624937448,0.0,0.0,0.008805011902958933,0.020203280736241388,0.0,0.0,0.0,0.017351052867595546,0.0,0.044692105871079434,0.01966452658327495,0.003881156562488477,0.0,0.04657387874986173,0.0,0.0,0.0,0.006703815880661915,0.03986052685798977,0.0,0.0,0.0,0.0,0.0,0.045379676730634505,0.0,0.0,0.024580658229093687,0.019030187016072533,0.0,0.0,0.055306481015460804,0.0,0.0032414054807596076,0.0,0.012290329114546843,0.022689838365317253,0.008938421174215887,0.0,0.0,0.0,0.008081312294496554,0.017351052867595546,0.0,0.011344919182658626,0.00842765424997498,0.0,0.08849036962473728,0.0,0.0,0.0,0.006703815880661915,0.0,0.0,0.0,0.012290329114546843,0.012824691249961924,0.0,0.007762313124976954,0.023916316114793862,0.0,0.01701737877398794,0.0,0.014046090416624964,0.0,0.0,0.007972105371597954,0.014046090416624964,0.0,0.0,0.018182952662617248,0.0,0.003986052685798977,0.0,0.0,0.0,0.14748394937456213,0.0,0.0,0.0,0.006703815880661915,0.0,0.0,0.007972105371597954,0.0786581063330998
13,0.006121824919273154,0.0,0.0071895850796114946,0.010305071947443142,0.0,0.003913318461054358,0.030915215842329428,0.0,0.033603495480792854,0.005239867091920242,0.039634892105550545,0.034350239824810475,0.007360765676745101,0.0,0.007360765676745101,0.0,0.0,0.0,0.0,0.011890467631665165,0.0,0.0,0.009092710541861596,0.011241896669937973,0.04684123612474156,0.0,0.00813558311640248,0.0,0.04881349869841488,0.0,0.008029926192812838,0.07893246598041555,0.014052370837422466,0.025066391223510346,0.0,0.0,0.0,0.005725039970801746,0.0,0.0,0.0,0.0,0.012881339934303926,0.01994530054343834,0.006374271307696789,0.10305071947443141,0.01932200990145589,0.0,0.03737004112809052,0.0,0.0,0.0,0.0,0.0,0.006440669967151963,0.0,0.012704883222875106,0.036370842167446384,0.0,0.0,0.0,0.0,0.030915215842329428,0.028104741674844932,0.0,0.0,0.0,0.021568755238834482,0.0,0.04756187052666066,0.006440669967151963,0.026882796384634283,0.0,0.00813558311640248,0.008355463741170115,0.004756187052666066,0.011890467631665165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015457607921164714,0.02329228590860436,0.0,0.008355463741170115,0.0,0.0,0.0,0.0,0.009368247224948311,0.0,0.0,0.028104741674844932,0.0,0.0,0.012533195611755173,0.0
14,0.005145599184961158,0.0,0.0,0.009899152717734798,0.0,0.0018795859590635695,0.0148487290766022,0.0,0.016139922909350214,0.002516733741796983,0.022844198579388,0.0,0.0035354116849052853,0.006749422307546454,0.010606235054715855,0.0,0.003374711153773227,0.0,0.014238507333728135,0.017133148934541,0.148487290766022,0.0,0.0,0.0,0.011998972991193697,0.004949576358867399,0.007815120566632736,0.0,0.03907560283316368,0.009899152717734798,0.009642031867923506,0.006318608117703063,0.003374711153773227,0.0040131700207032975,0.0,0.0,0.014369737816066644,0.005499529287630443,0.0,0.0,0.0,0.0,0.012373940897168497,0.009579825210711096,0.0015307968120208452,0.07919322174187839,0.009280455672876374,0.0,0.017949013169519145,0.0,0.006186970448584249,0.015229465719591998,0.008999229743395272,0.003907560283316368,0.0,0.0,0.012204434857481258,0.01921600233442637,0.0,0.005711049644847,0.008484988043772684,0.0,0.03959661087093919,0.013498844615092908,0.0,0.074243645383011,0.013498844615092908,0.0,0.0,0.0,0.0030934852242921244,0.016139922909350214,0.0,0.0,0.01605268008281319,0.0,0.034266297869082,0.0,0.0,0.0,0.011136546807451651,0.05618438028984616,0.014141646739621141,0.022273093614903303,0.0074243645383011,0.021357761000592203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015467426121460622,0.0,0.006749422307546454,0.0,0.008734546515648351,0.012039510062109892,0.009899152717734798
15,0.005310209220480405,0.006384894419863343,0.0,0.005107915535890675,0.0,0.0,0.009194247964603214,0.010945533291194303,0.03497811725664267,0.010388980750964085,0.011787497390516943,0.01021583107178135,0.003648511097064768,0.01044800905068547,0.010945533291194303,0.0,0.006965339367123648,0.004574252718708067,0.002099143370913976,0.005893748695258471,0.0,0.0,0.00901396859274825,0.011144542987397836,0.03250491704657703,0.01021583107178135,0.002016282448377898,0.010945533291194303,0.06452103834809274,0.0204316621435627,0.003980193924070656,0.0,0.006965339367123648,0.004141553137208656,0.0,0.0,0.009886288133981952,0.0,0.0,0.10608747651465249,0.0,0.0180279371854965,0.012769788839726686,0.017301004234468415,0.0,0.07151081750246946,0.038309366519180064,0.003563662001784192,0.0,0.0,0.019154683259590032,0.015716663187355925,0.004643559578082432,0.0,0.0031924472099316716,0.0,0.006297430112741928,0.027041905778244748,0.0,0.0,0.0,0.0,0.045971239823016076,0.018574238312329728,0.004943144066990976,0.0,0.003482669683561824,0.003563662001784192,0.0,0.0,0.0031924472099316716,0.00999374778761219,0.0,0.03226051917404637,0.016566212548834624,0.0,0.01473437173814618,0.0,0.0,0.0,0.01149280995575402,0.004141553137208656,0.0,0.0,0.015323746607672026,0.01574357528185482,0.019154683259590032,0.008283106274417312,0.0,0.0,0.0,0.07661873303836013,0.0,0.0031924472099316716,0.0,0.0,0.0,0.0,0.014495435980230295,0.0
16,0.0029642780556083247,0.0374240104520551,0.006962606595731181,0.019959472241096052,0.0,0.015159092841338775,0.011975683344657633,0.00712838294324859,0.04230540311971446,0.0,0.007676720092729251,0.026612629654794738,0.0,0.0068043655367372915,0.042770297659491543,0.0,0.0068043655367372915,0.0,0.004101261419403299,0.0,0.0,0.0,0.008805649518130612,0.0,0.03628994952926555,0.0,0.011818108563806873,0.0,0.07878739042537916,0.0,0.015552835512542381,0.006370044332264698,0.0,0.03236671174231793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012474670150685032,0.01931561829783489,0.0030865163259426887,0.039918944482192104,0.01871200522602755,0.0,0.009870068690651894,0.0,0.012474670150685032,0.007676720092729251,0.018144974764632775,0.0,0.012474670150685032,0.019959472241096052,0.020506307097016493,0.010566779421756734,0.0,0.0,0.0,0.021385148829745772,0.05987841672328816,0.009072487382316387,0.0,0.0,0.0,0.0,0.006110042522784505,0.023030160278187755,0.006237335075342516,0.0,0.0,0.0,0.024275033806738445,0.013818096166912654,0.011515080139093877,0.0,0.0,0.0,0.01496960418082204,0.024275033806738445,0.02851353177299436,0.0,0.0,0.02665819922612144,0.0374240104520551,0.012137516903369222,0.0,0.0,0.0,0.0,0.0,0.006237335075342516,0.0,0.020413096610211873,0.0,0.0,0.020229194838948705,0.0
17,0.004958858555875683,0.0,0.0,0.01112988253652098,0.009820484591047923,0.0,0.006677929521912588,0.0,0.0362930952277858,0.0,0.008561448105016137,0.014839843382027972,0.0,0.0,0.0,0.0,0.0,0.014950588481893852,0.0,0.025684344315048416,0.0,0.0,0.0,0.006070845019920534,0.05396306684373808,0.01112988253652098,0.0,0.0,0.017573498741875228,0.02225976507304196,0.01300895361411543,0.0,0.05311989392430467,0.01804845816733132,0.0,0.0,0.03231256220280284,0.012366536151689976,0.0,0.025684344315048416,0.0,0.0,0.013912353170651223,0.021541708135201895,0.0,0.04451953014608392,0.0,0.0,0.01100757613502075,0.04451953014608392,0.0,0.008561448105016137,0.0,0.008786749370937614,0.0069561765853256114,0.0,0.013721772990231343,0.003928193836419169,0.0,0.0,0.0,0.0,0.12242870790173076,0.01011807503320089,0.010770854067600947,0.0,0.007588556274900668,0.0,0.0,0.0,0.0,0.014517238091114321,0.005059037516600445,0.0,0.06316960358565961,0.005136868863009683,0.038526516472572624,0.0,0.0,0.0,0.008347411902390734,0.00902422908366566,0.01589983219502997,0.016694823804781468,0.0,0.002286962165038557,0.041737059511953674,0.0,0.0,0.0,0.0,0.0,0.0,0.013912353170651223,0.0,0.007588556274900668,0.0,0.0,0.00902422908366566,0.02225976507304196
18,0.004154882457929012,0.013988104275027672,0.0,0.011190483420022138,0.0,0.004249550665831192,0.013428580104026566,0.0,0.027368030103315014,0.002845038157632747,0.030128224592367296,0.007460322280014759,0.0039966012214364775,0.011444812588659004,0.007993202442872955,0.05595241710011069,0.0,0.0,0.004598828802748824,0.0,0.0,0.0,0.014810933938264593,0.0030519500236424013,0.04577925035463603,0.0,0.002208648043425422,0.023979607328618868,0.017669184347403374,0.0,0.0,0.021428585272382818,0.0,0.0,0.0,0.0,0.0,0.009325402850018448,0.0,0.0774725775232302,0.0,0.0,0.03497026068756918,0.010829500083892392,0.001730487126807547,0.05595241710011069,0.03147323461881226,0.003903657006984467,0.0018445851791245285,0.0,0.006994052137513836,0.008608064169247798,0.015259750118212007,0.0,0.010491078206270755,0.0,0.018395315210995297,0.011848747150611676,0.0,0.00645604812693585,0.0,0.0,0.10630959249021031,0.020346333490949345,0.005414750041946196,0.0,0.0038149375295530017,0.0,0.0,0.0,0.003497026068756918,0.007298141360884003,0.0,0.004417296086850844,0.022683412337882715,0.00258241925077434,0.016140120317339624,0.007298141360884003,0.0039966012214364775,0.0,0.0,0.0,0.007993202442872955,0.06714290052013283,0.008392862565016604,0.021844436813056912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01748513034378459,0.0,0.015259750118212007,0.0,0.0,0.01361004740272963,0.011190483420022138
19,0.0038226722757503393,0.0,0.008978834880250797,0.0064348316641797375,0.0,0.0024436069610809133,0.007721797997015686,0.004596308331556956,0.07553932823167518,0.0,0.014849611532722472,0.0042898877761198256,0.0,0.008774770451154188,0.0,0.0,0.004387385225577094,0.005762535818668422,0.002644451368840988,0.029699223065444945,0.0,0.0,0.0,0.00701981636092335,0.03509908180461675,0.0,0.002540065130597265,0.013788924994670866,0.03048078156716718,0.0,0.0,0.008214678720229452,0.01316215567673128,0.020869724316258612,0.004387385225577094,0.0,0.006227256449206198,0.007149812960199708,0.045422341158915795,0.0,0.0,0.0,0.024130618740674018,0.03424991047063409,0.0,0.03860898998507843,0.048261237481348036,0.0,0.004242746152206421,0.03860898998507843,0.0,0.01979948204362996,0.0,0.0,0.012065309370337009,0.0,0.005288902737681976,0.0,0.0,0.0,0.0,0.0,0.11582696995523528,0.011699693934872251,0.006227256449206198,0.0,0.008774770451154188,0.004489417440125399,0.0,0.014849611532722472,0.0,0.008393258692408354,0.005849846967436126,0.00508013026119453,0.010434862158129306,0.0029699223065444945,0.040836431714986805,0.0,0.0,0.0,0.0,0.0,0.0,0.048261237481348036,0.019304494992539216,0.018511159581886916,0.0,0.005217431079064653,0.0,0.03217415832089869,0.0,0.0,0.0,0.012065309370337009,0.0,0.008774770451154188,0.0,0.0,0.007826146618596978,0.012869663328359475
