p_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.005006979197675351,0.0,0.0,0.011237886643671343,0.0,0.004267551890001776,0.013485463972405612,0.008027061888336674,0.02565169777359763,0.005714179649324412,0.043222640937197465,0.014983848858228458,0.0,0.0,0.048162371330020035,0.0,0.007662195438866825,0.005031889541942392,0.013854928738772887,0.0,0.0,0.021071037456883768,0.009915782332651184,0.006129756351093459,0.02383794136536346,0.0,0.013308023656979221,0.0,0.035488063085277924,0.0,0.004378397393638185,0.007173119134258304,0.01532439087773365,0.009111799981355143,0.0,0.0,0.021750748342589696,0.0,0.0,0.012966792281159243,0.0,0.0,0.028094716609178356,0.0,0.0034756350444344357,0.06742731986202806,0.0,0.007840386030468379,0.007409595589233853,0.0,0.014047358304589178,0.03457811274975798,0.0,0.0,0.014047358304589178,0.0,0.02309154789795481,0.015865251732241896,0.0,0.012966792281159243,0.0,0.0,0.10114097979304208,0.0,0.021750748342589696,0.0,0.0,0.0,0.0,0.0,0.0,0.01465811301348436,0.005108130292577884,0.0,0.009111799981355143,0.0,0.032416980702898106,0.0,0.008027061888336674,0.0,0.0,0.0,0.0,0.03371365993101403,0.0,0.02309154789795481,0.042142074913767535,0.018223599962710287,0.0,0.0,0.0,0.0,0.020432521170311534,0.0,0.0,0.02298658631660047,0.0,0.0,0.009111799981355143,0.022475773287342685
1,0.0034015148521928237,0.0,0.007989604652825005,0.034355300007147524,0.0,0.004348772152803483,0.027484240005718016,0.032719333340140495,0.044811260878888065,0.0,0.07047241027107183,0.022903533338098345,0.0,0.0,0.016359666670070248,0.0,0.015616045457794327,0.005127656717484704,0.009412410960862334,0.01321357692582597,0.0,0.0,0.010104500002102211,0.0,0.01388092929581718,0.0,0.013561302634400335,0.0,0.018081736845867113,0.0,0.004461727273655522,0.007309638299393089,0.0078080227288971635,0.027855648654443937,0.0,0.0,0.011082354841015328,0.0,0.0,0.02642715385165194,0.0,0.0,0.0,0.016623532261522994,0.0,0.04580706667619669,0.0214720625044672,0.0,0.0037753076930931344,0.0,0.02862941667262293,0.017618102567767958,0.010410696971862884,0.0,0.0,0.0,0.023531027402155832,0.008083600001681769,0.0,0.0,0.0,0.0,0.1374212000285901,0.010410696971862884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007468543479814678,0.0,0.009040868422933557,0.027855648654443937,0.0,0.006606788462912985,0.0,0.008179833335035124,0.0,0.0,0.027855648654443937,0.0,0.017177650003573762,0.0,0.011765513701077916,0.0429441250089344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03904011364448582,0.0,0.020209000004204423,0.009285216218147978,0.0
2,0.005008097960191194,0.010537872791235636,0.0,0.00843029823298851,0.01487699688174443,0.0,0.020232715759172425,0.006021641594991792,0.03298812352038982,0.0,0.012969689589213091,0.01124039764398468,0.0,0.011495861226802514,0.018064924784975376,0.0,0.005747930613401257,0.0,0.0034645061231459626,0.0,0.0,0.0,0.0,0.0,0.030655629938140038,0.0,0.006655498604990928,0.0,0.09983247907486394,0.0,0.0032845317790864328,0.0,0.0,0.00683537694566636,0.0,0.0,0.008158353128698557,0.0,0.0,0.01945453438381964,0.0,0.0,0.0,0.03263341251479423,0.02085846985481693,0.2529089469896553,0.0,0.0,0.01111687679075408,0.0,0.010537872791235636,0.01945453438381964,0.0076639074845350095,0.0,0.031613618373706916,0.0,0.01039351836943789,0.053557188774279944,0.0,0.029181801575729457,0.0,0.0,0.050581789397931065,0.0,0.0,0.0,0.0,0.005881603418364077,0.0,0.0,0.0,0.0054980205867316365,0.0,0.0,0.01367075389133272,0.003890906876763928,0.024318167979774548,0.0,0.018064924784975376,0.0,0.0,0.0,0.0,0.0,0.012645447349482766,0.017322530615729814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010537872791235636,0.0,0.0,0.0,0.01487699688174443,0.00683537694566636,0.0
3,0.006086957819276054,0.0,0.0,0.027323677322083618,0.0,0.0,0.024591309589875255,0.01951691237291687,0.00890989477894031,0.006946697624258548,0.010509106662339854,0.0,0.009758456186458434,0.0,0.009758456186458434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014903823993863792,0.03311960887525287,0.0,0.00539283105041124,0.0,0.01078566210082248,0.027323677322083618,0.015968382850568348,0.008720322549601155,0.009314889996164871,0.011077166481925792,0.0,0.0,0.026442268376209953,0.007589910367245449,0.0,0.141872939941588,0.0,0.0,0.05123189497890679,0.013221134188104977,0.004225310926095405,0.0,0.0,0.0,0.004503902855288509,0.0,0.01707729832630226,0.0,0.012419853328219828,0.0,0.0,0.0,0.028072271221318786,0.0,0.0,0.0,0.0,0.0,0.1639420639325017,0.037259559984659484,0.03966340256431493,0.0,0.0,0.00953151534491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00788182999675489,0.0,0.0,0.0,0.0,0.022154332963851584,0.01951691237291687,0.04098551598312543,0.0,0.0393011797098463,0.0,0.011077166481925792,0.0,0.0,0.0,0.0,0.0,0.00853864916315113,0.0,0.027944669988494607,0.0,0.0,0.005538583240962896,0.0
4,0.0017428477542509365,0.0,0.00818733131066719,0.0,0.0,0.0,0.03520552463586892,0.0,0.038266874604205345,0.005967038073876088,0.009027057598940747,0.007823449919081982,0.0,0.0,0.016764535540889962,0.11735174878622973,0.016002511198122234,0.0,0.009645349215306553,0.0,0.0,0.0,0.0,0.006401004479248894,0.046229476794575355,0.0,0.0,0.0,0.009264611746281294,0.0,0.0,0.0,0.03200502239624447,0.028545019975028854,0.0,0.0,0.02271324170056059,0.01303908319846997,0.0,0.04062175919523337,0.0,0.020709132138746422,0.0,0.02839155212570074,0.0,0.11735174878622973,0.0,0.0,0.0038687389709746067,0.0,0.0,0.009027057598940747,0.010668340798748158,0.0,0.0,0.0,0.009645349215306553,0.008283652855498569,0.0,0.0,0.010058721324533976,0.0,0.08214622415036081,0.010668340798748158,0.0,0.0,0.0,0.0,0.0,0.0,0.007334484299139358,0.015306749841682139,0.0,0.01852922349256259,0.028545019975028854,0.0,0.020310879597616686,0.0,0.0,0.0,0.00880138115896723,0.0,0.016764535540889962,0.03520552463586892,0.0,0.01205668651913319,0.04400690579483615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008001255599061117,0.0,0.0,0.00951500665834295,0.0
5,0.008487158564484964,0.0,0.0,0.0,0.025211853382734743,0.0,0.0,0.0,0.04658712038114028,0.01452886466123697,0.02197956448751234,0.0,0.0,0.019481886704840485,0.0,0.0,0.019481886704840485,0.012794074850940019,0.0,0.0,0.0,0.0,0.0,0.0,0.06061031419283707,0.0,0.0,0.0,0.02255797407928898,0.0,0.033397520065440826,0.018238362021552792,0.0,0.0463352981088098,0.0,0.0,0.0,0.0,0.0,0.032969346731268515,0.0,0.0,0.0,0.013825855080854536,0.0,0.0,0.0,0.0,0.02825944005537301,0.0,0.0,0.0,0.0,0.0,0.05357518843831133,0.0,0.0,0.010084741353093897,0.0,0.06593869346253703,0.0,0.0,0.2571609045038944,0.0,0.0,0.0,0.03896377340968097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049454020096902765,0.0,0.020409595595547173,0.0,0.02143007537532453,0.0231676490544049,0.0,0.0,0.0,0.02348501410994469,0.0,0.01158382452720245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.006951905911211631,0.0,0.0,0.018723799920863322,0.0,0.0,0.005617139976258997,0.01337414280061666,0.03663352158429781,0.004760288115473727,0.02880584603209742,0.0,0.01337414280061666,0.01276622721877045,0.0,0.0,0.01276622721877045,0.008383791009341788,0.0,0.010802192262036533,0.0,0.017553562425809365,0.01652099993017352,0.0,0.036880211965336855,0.0,0.0,0.0,0.03695486826486182,0.0,0.007294986982154542,0.005975680825807444,0.006383113609385225,0.02277218909294188,0.0,0.0,0.018119806375029024,0.0,0.0,0.07561534583425575,0.0,0.0,0.011702374950539577,0.004529951593757256,0.0,0.11234279952517995,0.0,0.0,0.0030863406462961524,0.0,0.0,0.007201461508024355,0.0,0.007390973652972364,0.0,0.0,0.007694712296245201,0.029737799874312337,0.0,0.0,0.0,0.0,0.10298089956474828,0.008510818145846966,0.009059903187514512,0.0,0.01276622721877045,0.0065315581119290665,0.0,0.021604384524073067,0.0,0.006105586930716301,0.0,0.0,0.02277218909294188,0.0,0.043208769048146134,0.0,0.0,0.0,0.007021424970323747,0.0,0.0,0.07021424970323746,0.0,0.013465746518429102,0.0,0.015181459395294588,0.0,0.0,0.0,0.0,0.0,0.005851187475269789,0.0,0.01276622721877045,0.0,0.0,0.003795364848823647,0.037447599841726645
7,0.005026051536359392,0.01057565010775622,0.01180537686447206,0.008460520086204976,0.0,0.006425711457877197,0.020305248206891943,0.0060432286330035535,0.04414184392802596,0.0,0.03254046187001913,0.0,0.0,0.01730560926723745,0.024172914532014214,0.0,0.005768536422412484,0.0,0.0034769260628239626,0.0,0.0,0.0,0.022395494345836698,0.0,0.028201733620683254,0.0,0.003339678981396701,0.0,0.053434863702347214,0.0,0.003296306527092848,0.0,0.011537072844824968,0.013719762301954016,0.0,0.0,0.0,0.014100866810341625,0.0,0.019524277122011484,0.0,0.0,0.02115130021551244,0.004093800041712085,0.005233311393528851,0.05076312051722986,0.0,0.0,0.005578364892003281,0.0,0.0,0.02603236949601531,0.015382763793099956,0.0,0.0,0.0,0.01738463031411981,0.044790988691673396,0.0,0.0,0.007251874359604265,0.0,0.16074988163789453,0.030765527586199912,0.0,0.0,0.0,0.01180537686447206,0.0,0.0,0.00528782505387811,0.027588652455016224,0.007691381896549978,0.020038073888380206,0.04115928690586205,0.0039048554244022968,0.019524277122011484,0.005517730491003245,0.0060432286330035535,0.0,0.0,0.0,0.0,0.0,0.0,0.020861556376943775,0.0,0.020579643452931024,0.0,0.0,0.0,0.0,0.015382763793099956,0.0,0.0,0.005768536422412484,0.0,0.0,0.01714970287744252,0.016921040172409953
8,0.006512635528538122,0.00913578039419931,0.00509904022001822,0.021925872946078347,0.0,0.008326280865599372,0.021925872946078347,0.01566133781862739,0.0738806588400466,0.0037162496518776855,0.06184220574534918,0.0,0.0,0.014949458826871598,0.005220445939542463,0.0,0.004983152942290533,0.003272518350160947,0.018021265435132886,0.00843302805618398,0.0,0.0,0.006448786160611278,0.0,0.03765048889730625,0.0,0.0028849832823787296,0.0,0.0980894316008768,0.0,0.011390063868092649,0.0,0.004983152942290533,0.0059259116070482015,0.004983152942290533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00913578039419931,0.007072862240670434,0.0,0.04385174589215669,0.0,0.0,0.01686605611236796,0.0,0.00913578039419931,0.005622018704122653,0.006644203923054044,0.0,0.0,0.0,0.024028353913510516,0.012897572321222557,0.0,0.0,0.006264535127450956,0.0,0.10962936473039173,0.0,0.021218586722011303,0.0,0.004983152942290533,0.0,0.0,0.0,0.0,0.009532988237425367,0.0,0.005769966564757459,0.011851823214096403,0.0,0.021082570140459948,0.0,0.0,0.0,0.04385174589215669,0.011851823214096403,0.0,0.010962936473039173,0.010962936473039173,0.03454075875067136,0.02740734118259793,0.017777734821144607,0.0,0.0,0.0,0.0,0.0,0.00913578039419931,0.0,0.03488207059603373,0.0,0.0,0.017777734821144607,0.0
9,0.007743420843119532,0.008146724012032007,0.0,0.01955213762887682,0.0,0.0024749541302375717,0.007820855051550727,0.0,0.012751394105789229,0.00331392163201302,0.020053474491155708,0.0,0.0,0.0088873352858531,0.01396581259205487,0.06517379209625605,0.0,0.005836458993694572,0.010713500070617433,0.007520052934183391,0.0,0.01222008601804801,0.0,0.003554934114341239,0.025674524159131178,0.0,0.04888034407219204,0.01396581259205487,0.036017095632141505,0.0,0.0,0.004160029282739748,0.00444366764292655,0.03170616912790836,0.00444366764292655,0.06517379209625605,0.006307141170605425,0.0,0.0,0.007520052934183391,0.0,0.0,0.016293448024064013,0.006307141170605425,0.0020156842916367853,0.05213903367700485,0.01222008601804801,0.013641026252704757,0.002148586552623826,0.026069516838502425,0.0,0.015040105868366783,0.005924890190568733,0.03087179625612129,0.008146724012032007,0.0,0.013391875088271792,0.020702263371751923,0.0,0.0,0.0,0.0,0.12383020498288651,0.005924890190568733,0.0252285646824217,0.0,0.0088873352858531,0.0,0.0,0.0,0.004073362006016003,0.0042504647019297424,0.0,0.0,0.010568723042636119,0.0030080211736733566,0.0,0.0,0.0,0.0,0.0,0.0052843615213180595,0.0,0.02932820644331523,0.0,0.012052687579444613,0.04888034407219204,0.0052843615213180595,0.0,0.0,0.0,0.0,0.0,0.016293448024064013,0.0,0.0088873352858531,0.0,0.0,0.0052843615213180595,0.0
