address,tags,open_time,price,p_id,link,p_rate,category,p_name,open_day
서울 서대문구 세검정로 57 2층 (우)03623,"보다더카페는
저렴한 생두가 아닌 스페셜티급의 생두(예가체프, 케냐AA, 산토스)를 직접 로스팅하여 가스를 12시간 충분히 뺀 상태에서 블랜딩한 원두를 48시간만 판매하는 곳입니다.

신선한 원두의 맛과 직접 정성을 다하여 씨 하나 없이 담근 과일청들과
사이다가 아닌 직접 만든 탄산수로 만든 에이드와 보드카칵테일, 이쁜 색상의 모히또와 전적으로 여성의 입맛에 맞춘 보드카칵테일! 물론 남자는 샷추가로 강하게~ 남자에 대한 의리!~~ ^ ^

한번 맛보면 계속 찾게 되는 자몽빙수!

직접 만들어 더 맛있는 양송이스프와 양송이스프 베이스의 크로크무슈~

저렴한 가격의 디저트라고 얕볼 수 없는 환상적인 데코의 치즈케잌과 머핀, 브라우니, 고소한 크림치즈가 듬뿍한 프리첼!

담백한 맛의 치킨 퀘사디아와 토마토, 양파, 치킨육수와 엑스트라 버진 올리브유로만 맛을 낸 얼큰한 국물이 일품인 토마토해물파스타와 브로콜리가 살아있는 크림 파스타~",카페,,f149,https://place.map.kakao.com/23700661#comment,0/5,f,보다더카페,"매일 10:30 ~ 24:00
더보기"
서울 영등포구 영신로40길 5 성진빌딩 지하 1층 (우)07251,보드게임공간,보드카페,,f15,https://place.map.kakao.com/26878892#comment,0/5,f,디아날로그,"월~금 14:00 ~ 23:00
더보기"
서울 강북구 도봉로87길 9 4층 (우)01073,,보드카페,,f16,https://place.map.kakao.com/1171264693#comment,0/5,f,월드보드카페,"월~목 13:00 ~ 24:00
더보기"
서울 중랑구 용마산로86길 9-38 (우)02192,,카페,,f160,https://place.map.kakao.com/26947865#comment,0/5,f,카페이노이드 서일대직영점,
서울 서초구 서초대로77길 43 경원빌딩 5층 (우)06612,"멀티룸카페, 음료무한리필, TV시청, Wii 게임, 보드게임, 이벤트파티",커피전문점,,f161,https://place.map.kakao.com/12138214#comment,0/5,f,카페루미 강남점,"월~금 11:00 ~ 24:00
더보기"
서울 강남구 강남대로156길 45 (우)06034,"카페, 양떼목장, 애견놀이터, 보드게임, 안마의자,

오락실, 노래방, 플스, 만화책을 한 곳에서!",카페,,f1611,https://place.map.kakao.com/1813261034#comment,0/5,f,숲숨그레이,"매일 00:00 ~ 24:00
더보기"
서울 종로구 삼일대로17길 8 대신빌딩 3층 (우)03190,,북카페,,f1612,https://place.map.kakao.com/1797985577#comment,0/5,f,놀숲 종로점,매일 10:00 ~ 24:00
서울 강남구 봉은사로2길 31 지하1층 (우)06123,,테마카페,,f1613,https://place.map.kakao.com/1528582359#comment,0/5,f,코드케이 강남점,매일 10:00 ~ 23:00
서울 마포구 잔다리로6길 23 (우)04039,,중식,,f1614,https://place.map.kakao.com/474254018#comment,0/5,f,손오공마라탕 서교점,
서울 양천구 신정로7길 75 (우)08049,,카페,,f162,https://place.map.kakao.com/1238783932#comment,0/5,f,서울창업카페 양천신정점,
서울 마포구 서강로 111 (우)04061,,테마카페,,f163,https://place.map.kakao.com/396096203#comment,0/5,f,힐링카페작은휴가,"매일 10:00 ~ 22:00
더보기"
서울 마포구 어울마당로 118 천마빌딩 지하1층 (우)04055,보드게임카페,카페,,f164,https://place.map.kakao.com/25161316#comment,0/5,f,보드스쿨 홍대2호점,
서울 용산구 청파로47길 75 2층 (우)04312,"커피 및 각종 음료와 케익, 머핀을 취급하는 금연 카페입니다.",카페,,f165,https://place.map.kakao.com/11591116#comment,0/5,f,카페쎄라비,"월~금 11:00 ~ 23:00
더보기"
서울 강서구 방화대로33길 3 성은빌딩 6층 (우)07605,,카페,,f166,https://place.map.kakao.com/25464181#comment,0/5,f,하늘담은카페,"월~토 10:00 ~ 23:00
더보기"
서울 관악구 신림로 319 (우)08776,,커피전문점,,f168,https://place.map.kakao.com/15736442#comment,0/5,f,더카페,
서울 마포구 홍익로5안길 14 (우)04039,,카페,,f169,https://place.map.kakao.com/1435282268#comment,0/5,f,슈퍼보드,
서울 마포구 홍익로 9-1 (우)04040,,보드카페,,f17,https://place.map.kakao.com/19182865#comment,0/5,f,보드놀이터,"월~금 13:00 ~ 23:00
더보기"
서울 강남구 강남대로94길 15 (우)06129,하우스맥주 전문점,"호프,요리주점",,f170,https://place.map.kakao.com/26546475#comment,0/5,f,브롱스 강남점,매일 17:00 ~ 02:00
서울 마포구 와우산로23길 8 더모임빌딩 지하1층 (우)04054,,테마카페,,f171,https://place.map.kakao.com/902163133#comment,0/5,f,룸즈에이 홍대점,매일 10:50 ~ 23:30
서울 마포구 연희로1길 7 2층 3층 (우)03985,,테마카페,,f1710,https://place.map.kakao.com/969459474#comment,0/5,f,이스케이퍼스,
서울 강남구 강남대로102길 14 5층 (우)06128,유기묘 보호 캣카페,고양이카페,,f1711,https://place.map.kakao.com/2057870125#comment,0/5,f,집사의하루 강남역점,매일 12:00 ~ 22:00
서울 중구 충무로7길 19 (우)04550,,"호프,요리주점",,f1712,https://place.map.kakao.com/140909562#comment,0/5,f,감각의제국,"월~목 18:00 ~ 23:30
더보기"
서울 광진구 아차산로33길 28-4 (우)05017,,"호프,요리주점",,f1713,https://place.map.kakao.com/25068327#comment,0/5,f,조선주막 건대점,매일 15:30 ~ 05:00
서울 종로구 종로14길 9 3층 (우)03190,,만화카페,,f1714,https://place.map.kakao.com/1654396478#comment,0/5,f,벌툰 종각점,매일 10:00 ~ 24:00
서울 서초구 서초대로77길 24 3층 (우)06614,,"호프,요리주점",,f172,https://place.map.kakao.com/14660285#comment,0/5,f,홀릭스,매일 16:00 ~ 06:00
서울 마포구 와우산로21길 19-19 (우)04041,"현대엔지니어링에서 재직하고 현재 취업강사가 직접 운영하고 있습니다.
취업과 관련된 모든 자료와 상담이 가능합니다.
취업스터디, 어학스터디, 회의, 모임공간 등 모임전문공간 소셜팩토리를 찾아주세요

- 이용료는 1인 1시간 1,500원 입니다. (홍대 지역 최저가!!)
- 건물 내 주차좌석까지 있어 소형, 중형, 일반 SUV 차량 등 주차도 가능합니다.
- 강연, 세미나, 플리마켓, 스터디, 행사, 원데이클래스 등도 가능한 홍대 합정 상수 모임전문공간 입니다.
- 컬러프린트,컬러복사,컬러스캔 : (A4 칼라 50원) (A3 칼라 100원)
- 모임에 필요한 화이트보드, 빔프로젝터, 공기청정기, 전신거울, 독서대, 담요, 스탠드, 와이파이 등 모든 것들이 구비 되어 있습니다.

ROOM [A] : 2~4 인
ROOM [B] : 4~8 인
ROOM [C] : 8~14 인
ROOM [D] : 2인~4인
HALL [M] : 20~50 인",북카페,,f174,https://place.map.kakao.com/27494166#comment,0/5,f,소셜팩토리 홍대1호점,"매일 10:00 ~ 23:00
더보기"
서울 마포구 성지1길 30 지하 2층 (우)04072,"문화와 예술의 공간, 따뜻한 휴식의 공간,
좋은 사람들이 만나 멋진 이야기와 생각을 나누는
공간, 空間, The Space, 디벙크 입니다.

단순한 카페 그 이상을 지향하는 '공간' 디벙크는,
때로는 음악가들의 무대, 때로는 예술가들의 전시회,
그리고 가을밤 작은 소극장의 스크린이 되어 드릴 것 입니다.

환영합니다.
그리고 반갑습니다.",커피전문점,,f175,https://place.map.kakao.com/1040119941#comment,0/5,f,디벙크,"월~금 09:00 ~ 22:00
더보기"
서울 마포구 와우산로21길 31-10 1층 (우)04041,,치킨,,f176,https://place.map.kakao.com/1950621524#comment,0/5,f,꼬꼬아찌 홍대직영점,
서울 강남구 역삼로3길 17 혜진빌딩 3층 (우)06242,새로운 개념의 힐링 라운지,테마카페,,f177,https://place.map.kakao.com/27464586#comment,0/5,f,쉼스토리,"월~금 10:00 ~ 22:30
더보기"
서울 강남구 강남대로96길 12 3층 301호 (우)06129,,테마카페,,f178,https://place.map.kakao.com/1259936409#comment,0/5,f,룸카페 바니,"월~금 12:00 ~ 24:00
더보기"
서울 서대문구 명물길 32 준성빌딩 지하1층 (우)03777,,실내포장마차,,f179,https://place.map.kakao.com/773237827#comment,0/5,f,코다차야 신촌점,
"서울 광진구 아차산로33길 40-1 1, 2층 (우)05017",,삼겹살,,f180,https://place.map.kakao.com/278235079#comment,0/5,f,김부삼 건대점,매일 15:00 ~ 03:00
서울 마포구 잔다리로 5-1 상아빌딩 5층 (우)04049,방탈출카페,테마카페,,f181,https://place.map.kakao.com/27223158#comment,0/5,f,미스터리룸이스케이프 홍대점,매일 10:30 ~ 23:30
서울 영등포구 영등포로 248 (우)07303,룸카페,카페,,f1810,https://place.map.kakao.com/12051896#comment,0/5,f,하늘유리,매일 12:00 ~ 24:00
서울 금천구 벚꽃로 298 대륭포스트6차 b143호 (우)08510,,카페,,f1811,https://place.map.kakao.com/2074600451#comment,0/5,f,스미다,"월~토 11:30 ~ 23:30
더보기"
서울 송파구 백제고분로 387 삼현빌딩 지하1층 (우)05626,,북카페,,f1812,https://place.map.kakao.com/1411337187#comment,0/5,f,놀숲 송파점,매일 10:00 ~ 24:00
서울 영등포구 당산로28길 2 2층 (우)07259,전동의자 체험 및 체험카페,테마카페,,f1813,https://place.map.kakao.com/711467066#comment,0/5,f,미스터힐링 영등포구청역점,매일 11:00 ~ 23:00
서울 광진구 아차산로33길 16-4 (우)05017,,양꼬치,,f182,https://place.map.kakao.com/568728629#comment,0/5,f,미친양꼬치,"월~금 15:00 ~ 03:00
더보기"
서울 강남구 강남대로98길 17 2층 (우)06129,,북카페,,f183,https://place.map.kakao.com/798713718#comment,0/5,f,놀숲 강남역점,매일 10:00 ~ 24:00
서울 용산구 청파로47길 52 명신프라자 지하1층 (우)04309,,북카페,,f184,https://place.map.kakao.com/1260273250#comment,0/5,f,놀숲플러스 숙대입구점,"월,화,수,목,일 10:00 ~ 12:00
더보기"
서울 송파구 올림픽로8길 10 4층 (우)05556,방탈출 카페,테마카페,,f185,https://place.map.kakao.com/466116790#comment,0/5,f,큐브이스케이프 잠실점,"월,화,수,목,일 10:00 ~ 23:20
더보기"
서울 광진구 동일로22길 107 3층 (우)05017,,테마카페,,f186,https://place.map.kakao.com/1964974873#comment,0/5,f,앨리스룸카페,"월~금 12:00 ~ 24:00
더보기"
서울 동대문구 왕산로 276-1 (우)02554,,카페,,f187,https://place.map.kakao.com/19034696#comment,0/5,f,카페온,"매일 12:00 ~ 23:00
더보기"
서울 송파구 백제고분로7길 27 반석빌딩 3층 (우)05557,,만화카페,,f188,https://place.map.kakao.com/1609818137#comment,0/5,f,벌툰 잠실새내점,매일 10:00 ~ 23:00
서울 서대문구 명물길 6 5층 (우)03777,,카페,,f189,https://place.map.kakao.com/9619284#comment,0/5,f,휴,매일 11:00 ~ 05:00
서울 종로구 대학로8가길 79 5층 (우)03086,,보드카페,,f19,https://place.map.kakao.com/817276780#comment,0/5,f,월드오브보드게임 대학로점,"월~금 14:00 ~ 24:00
더보기"
서울 강동구 천호대로157길 22 3층 (우)05335,,테마카페,,f190,https://place.map.kakao.com/1857201893#comment,0/5,f,큐브이스케이프 천호점,"월,화,수,목,일 10:15 ~ 24:00
더보기"
서울 종로구 대학로10길 26 5층 (우)03086,,만화카페,,f191,https://place.map.kakao.com/704583232#comment,0/5,f,벌툰 대학로점,매일 10:00 ~ 24:00
서울 마포구 어울마당로 118 3층 (우)04055,,테마카페,,f1910,https://place.map.kakao.com/27273035#comment,0/5,f,무제한룸카페,
서울 동대문구 천장산로7길 10-3 지하1층 (우)02449,,테마카페,,f1911,https://place.map.kakao.com/1096938565#comment,0/5,f,멜팅폼,매일 10:00 ~ 02:00
서울 강남구 봉은사로18길 76 스타팰리스 3층 (우)06128,방탈출카페,테마카페,,f1912,https://place.map.kakao.com/27583747#comment,0/5,f,더메이즈,매일 10:00 ~ 24:00
서울 송파구 백제고분로7길 25 3층 (우)05557,,테마카페,,f1913,https://place.map.kakao.com/947985225#comment,0/5,f,미스터힐링 잠실새내점,"월~금 12:00 ~ 23:30
더보기"
서울 마포구 어울마당로 74 6층 (우)04041,,테마카페,,f192,https://place.map.kakao.com/2038125379#comment,0/5,f,루미룸카페,
서울 서대문구 명물길 37 지하1층 (우)03776,,북카페,,f193,https://place.map.kakao.com/27333576#comment,0/5,f,놀숲 신촌점,매일 10:00 ~ 24:00
서울 마포구 와우산로29마길 10-3 지층 (우)04053,,디저트카페,,f194,https://place.map.kakao.com/763702289#comment,0/5,f,사쿠란보,
서울 은평구 진흥로 144 동호스카이 지하 102호 (우)03378,,만화카페,,f196,https://place.map.kakao.com/2047684329#comment,0/5,f,힐링앤툰,매일 11:00 ~ 24:00
서울 마포구 와우산로17길 25 지하 1층 (우)04049,,칵테일바,,f197,https://place.map.kakao.com/1846504642#comment,0/5,f,데일리파티 홍대점,"월~금 18:00 ~ 02:00
더보기"
서울 양천구 신정중앙로 96 4층 (우)07945,,테마카페,,f198,https://place.map.kakao.com/27178625#comment,0/5,f,패닉이스케이프 목동지점,
서울 동작구 만양로14길 25 지하 1층 (우)06913,,보드카페,,f20,https://place.map.kakao.com/1938424097#comment,0/5,f,보드게임하자,
서울 마포구 와우산로21길 10 4층 (우)04040,,보드카페,,f21,https://place.map.kakao.com/27279266#comment,0/5,f,플레이보드 홍대점,매일 12:00 ~ 23:30
서울 관악구 남부순환로 1592 (우)08776,,보드카페,,f210,https://place.map.kakao.com/699361037#comment,0/5,f,플레이온보드게임카페 신림점,"매일 12:00 ~ 24:00
더보기"
서울 서초구 사임당로 46 서초제일빌딩 2층 (우)06640,,북카페,,f211,https://place.map.kakao.com/2080200369#comment,0/5,f,놀숲 교대점,
서울 종로구 삼일대로19길 16 (우)03190,"즐거움이 가득한 종로 RANKA HOUSE
칵테일 & 맥주 & 양주 & 안주 & 그리고 다트와 비어퐁 등 신나는 게임까지 함께합니다.
연인과 함께, 때론 친구들과 함께 즐겁고 유쾌한 공간에서 함께해요.",칵테일바,,f2110,https://place.map.kakao.com/27438961#comment,0/5,f,란카하우스,매일 17:00 ~ 04:00
서울 종로구 대명길 26 기영빌딩 5층 (우)03077,라쿤카페,카페,,f2111,https://place.map.kakao.com/27284259#comment,0/5,f,꾸꾸네,"화~일 13:00 ~ 22:00
더보기"
서울 강남구 강남대로98길 10 (우)06129,,칵테일바,,f2112,https://place.map.kakao.com/18857257#comment,0/5,f,비랩,매일 17:00 ~ 03:00
서울 관악구 신원로 34 삼양타운 7층 (우)08776,,"호프,요리주점",,f2113,https://place.map.kakao.com/35191880#comment,0/5,f,스윙펍,매일 13:00 ~ 03:00
서울 성북구 개운사길 8 4층 (우)02842,,북카페,,f2114,https://place.map.kakao.com/623573296#comment,0/5,f,놀숲 고대안암역점,"매일 10:00 ~ 02:00
더보기"
서울 마포구 어울마당로 100-6 4층 (우)04040,,보드카페,,f212,https://place.map.kakao.com/26555449#comment,0/5,f,보드놀이터 2호점,
서울 서대문구 이화여대길 76 3층 (우)03765,,테마카페,,f213,https://place.map.kakao.com/979206473#comment,0/5,f,미스터힐링 이화여대점,
서울 강동구 올림픽로70길 61 두산위브센티움 2층 (우)05329,,보드카페,,f214,https://place.map.kakao.com/16762362#comment,0/5,f,화이트엔젤 천호점,매일 12:00 ~ 23:00
서울 광진구 광나루로14길 8 케이타워오피스텔 A동 지하 (우)05007,방탈출카페,테마카페,,f215,https://place.map.kakao.com/1586521267#comment,0/5,f,케이이스케이프,매일 10:00 ~ 23:00
서울 서대문구 연세로5길 26 준빌딩 8층 (우)03789,,테마카페,,f216,https://place.map.kakao.com/22262494#comment,0/5,f,눈탱이감탱이,매일 11:30 ~ 23:00 (예약 및 문의사항)
서울 마포구 와우산로17길 24 3층 (우)04049,,"호프,요리주점",,f217,https://place.map.kakao.com/15214910#comment,0/5,f,친구네집빈날 1호점,"월~금 18:00 ~ 02:00
더보기"
서울 송파구 가락로21길 8 (우)05668,,카페,,f218,https://place.map.kakao.com/1338881073#comment,0/5,f,정원이있는국민책방 송파점,매일 10:00 ~ 22:00
서울 중구 서애로 6-1 인산빌딩 3층 (우)04624,,만화카페,,f219,https://place.map.kakao.com/1313645323#comment,0/5,f,놀숲 충무로동국대점,매일 10:00 ~ 24:00
서울 마포구 연희로1길 45 3층 (우)03982,,보드카페,,f22,https://place.map.kakao.com/1623819755#comment,0/5,f,옐로우미플,
서울 서대문구 이화여대길 75 4층 (우)03766,"방탈출 까페란?
영화와 책으로만 상상하던 배우가 되고싶으신가요?? 혹은 내가 만약 위급하거나 어딘가에 고립되었다는 느낌이 들었을때 어떻게 하실건가요?? 이런 것들이 모두 현실이되는 매우 재미있는 공간입니다.

비트포비아를 검색하셔서 홈페이지에 들어가시면 어떤곳인지 조금더 알아보실 수 있습니다.

요즘 SNS,블로그등을 뜨겁게 달구고 있는 방탈출 까페의 중심인 비트포비아 신촌점입니다.

전화 및 온라인(홈페이지) 예약하시면 더 편리하게 이용해보실 수 있으세요!",테마카페,,f220,https://place.map.kakao.com/27494903#comment,0/5,f,비트포비아 신촌점,"매일 12:00 ~ 24:00
더보기"
서울 금천구 벚꽃로 298 대륭포스트타워6차 2층 (우)08510,"치킨,피자가 맛있는 맥주전문점","호프,요리주점",,f221,https://place.map.kakao.com/27273053#comment,0/5,f,통파이브 가산디지털점,매일 16:00 ~ 02:00
서울 서대문구 연세로9길 29 지하 1층 (우)03788,,"호프,요리주점",,f2211,https://place.map.kakao.com/912794724#comment,0/5,f,낭만텐트포차,
서울 성북구 동소문로20가길 22 3층 (우)02845,,테마카페,,f2212,https://place.map.kakao.com/27345376#comment,0/5,f,마룸,매일 11:00 ~ 23:45
"서울 양천구 목동동로 258 상가동 지층 지하1,2호 (우)07999",,북카페,,f2213,https://place.map.kakao.com/676896789#comment,0/5,f,놀숲 목동오목교점,매일 10:00 ~ 24:00
서울 광진구 동일로 96 지하1층 (우)05071,방탈출카페,테마카페,,f2214,https://place.map.kakao.com/671151862#comment,0/5,f,마스터키 건대점,매일 11:00 ~ 24:00
서울 은평구 연서로29길 6 3층 (우)03330,만화카페,북카페,,f222,https://place.map.kakao.com/254637657#comment,0/5,f,놀숲 연신내로데오점,"월,화,수,목,일 10:00 ~ 24:00
더보기"
서울 동작구 보라매로5가길 16 보라매아카데미타워 6층 (우)07071,,만화카페,,f223,https://place.map.kakao.com/1388631546#comment,0/5,f,놀숲 보라매점,매일 10:00 ~ 23:00
서울 관악구 신림로 321 동진빌딩 지하1층 (우)08776,,북카페,,f225,https://place.map.kakao.com/1101338749#comment,0/5,f,놀숲 신림역점,매일 10:00 ~ 02:00
